,회사코드,회사명,종목코드,사업연도,금융부채,기타포괄손익-공정가치측정금융자산,당기손익-공정가치측정금융자산,보험계약부채,보험계약자산,부채총계,비유동부채,비유동자산,상각후원가측정금융자산,예수부채,유동부채,유동자산,이익잉여금,자본금,자본총계,자산총계,차입부채,파생상품부채,파생상품자산
3195,144252,유니온,910,2021,,,,,,182516607328.0,57938965179.0,232393438852.0,,,124577642149.0,133771712179.0,101645052101.0,7805809500.0,183648543703.0,366165151031.0,,,
3196,144252,유니온,910,2022,,,,,,201552927080.0,68590740546.0,235683165314.0,,,132962186534.0,140428558016.0,91280048828.0,7805809500.0,174558796250.0,376111723330.0,,,
3197,144252,유니온,910,2023,,,,,,206746720586.0,54510337961.0,243673845924.0,,,152236382625.0,139172431033.0,95352397128.0,7805809500.0,176099556371.0,382846276957.0,,,
3198,144395,동서,26960,2015,,,,,,116289848927.0,64973168575.0,630179026786.0,,,51316680352.0,626190376312.0,1005490696696.0,49850000000.0,1140079554171.0,1256369403098.0,,,
3199,144395,동서,26960,2016,,,,,,129646302627.0,69239394184.0,657185416585.0,,,60406908443.0,669849595312.0,1058340692325.0,49850000000.0,1197388709270.0,1327035011897.0,,,
3200,144395,동서,26960,2017,,,,,,143003571796.0,77882119241.0,692786361792.0,,,65121452555.0,694934573975.0,1114929597626.0,49850000000.0,1244717363971.0,1387720935767.0,,,
3201,144395,동서,26960,2018,,,,,,142001817922.0,83508967441.0,719528668617.0,,,58492850481.0,712673810969.0,1161030475253.0,49850000000.0,1290200661664.0,1432202479586.0,,,
3202,144395,동서,26960,2019,,,,,,126335145726.0,70451307415.0,748458277413.0,,,55883838311.0,729818738168.0,1227763133955.0,49850000000.0,1351941869855.0,1478277015581.0,,,
3203,144395,동서,26960,2020,,,,,,128513682208.0,72617732577.0,770276502656.0,,,55895949631.0,755493781403.0,1275461286021.0,49850000000.0,1397256601851.0,1525770284059.0,,,
3204,144395,동서,26960,2021,,,,,,133970703050.0,75285029203.0,802156734982.0,,,58685673847.0,780421145328.0,1322597276247.0,49850000000.0,1448607177260.0,1582577880310.0,,,
3205,144395,동서,26960,2022,,,,,,82302460449.0,14594822813.0,815354210499.0,,,67707637636.0,812498508803.0,1428774452895.0,49850000000.0,1545550258853.0,1627852719302.0,,,
3206,144395,동서,26960,2023,,,,,,71145079813.0,13148642446.0,842054947237.0,,,57996437367.0,851964860367.0,1498046591827.0,49850000000.0,1622874727791.0,1694019807604.0,,,
3207,144650,유신,54930,2015,,,,,,62631024346.0,21172432862.0,53152125777.0,,,41458591484.0,93848015226.0,66141266003.0,15000000000.0,84369116657.0,147000141003.0,,,
3208,144720,와이투솔루션,11690,2015,,,,,,58231072620.0,6070795823.0,33328520372.0,,,52160276797.0,63718551374.0,5752238071.0,18686170000.0,38815999126.0,97047071746.0,,,
3209,144720,와이투솔루션,11690,2016,,,,,,43174065504.0,3483728888.0,33204662545.0,,,39690336616.0,68881087371.0,635538876.0,23072134500.0,58911684412.0,102085749916.0,,,
3210,144720,와이투솔루션,11690,2017,,,,,,75799029160.0,13437292473.0,127418497789.0,,,62361736687.0,74636363711.0,4914449573.0,26166077500.0,126255832340.0,202054861500.0,,,
3211,144720,와이투솔루션,11690,2018,,,,,,86735788631.0,9795024255.0,118721548296.0,,,76940764376.0,75464589800.0,-20577363509.0,28275801000.0,107450349465.0,194186138096.0,,,
3212,144720,와이투솔루션,11690,2019,,,,,,91390138191.0,10878089331.0,138450889242.0,,,80512048860.0,68456597519.0,-29201428995.0,29097100500.0,115517348570.0,206907486761.0,,,
3213,144720,와이투솔루션,11690,2020,,,,,,81286585537.0,2105474590.0,36282391211.0,,,79181110947.0,76871101912.0,-80159509443.0,29247100500.0,31866907586.0,113153493123.0,,,
3214,144720,와이투솔루션,11690,2021,,,,,,30945551069.0,2893957313.0,37892308353.0,,,28051593756.0,80609592235.0,-89928322429.0,79617818500.0,87556349519.0,118501900588.0,,,
3215,144720,와이투솔루션,11690,2022,,,,,,44107169231.0,3891821902.0,37593010229.0,,,40215347329.0,89013981094.0,-92290188101.0,79617818500.0,82499822092.0,126606991323.0,,,
3216,144720,와이투솔루션,11690,2023,,,,,,22163186277.0,3686214123.0,37385197553.0,,,18476972154.0,86736433173.0,-96686245620.0,91435985000.0,101958444449.0,124121630726.0,,,
3217,144766,호반산업,4320,2015,,,,,,164232571508.0,107846258198.0,99027342189.0,,,56386313310.0,58995213206.0,-180306212340.0,19550485000.0,-6210016113.0,158022555395.0,,,
3218,144818,유유제약,220,2015,,,,,,29911537397.0,7010798299.0,55826882083.0,,,22900739098.0,45573667638.0,29110057927.0,,71489012324.0,101400549721.0,,,
3219,144818,유유제약,220,2016,,,,,,30596556300.0,1389767219.0,55311501801.0,,,29206789081.0,49015686593.0,27520344344.0,,73730632094.0,104327188394.0,,,
3220,144818,유유제약,220,2017,,,,,,38657441389.0,3173803237.0,58020778423.0,,,35483638152.0,63470374111.0,34766215373.0,8042972000.0,82833711145.0,121491152534.0,,,
3221,144818,유유제약,220,2018,,,,,,48354058680.0,20566490293.0,66356652852.0,,,27787568387.0,68869661954.0,39690637592.0,8042972000.0,86872256126.0,135226314806.0,,,
3222,144818,유유제약,220,2019,,,,,,47173960036.0,4678329723.0,72664736242.0,,,42495630313.0,65053890378.0,42716572764.0,8042972000.0,90544666584.0,137718626620.0,,,
3223,144818,유유제약,220,2020,,,,,,37864565521.0,19465862456.0,90434452289.0,,,18398703065.0,64466554695.0,41914282583.0,9709632000.0,117036441463.0,154901006984.0,,,
3224,144818,유유제약,220,2021,,,,,,64300209429.0,34285460845.0,94097365662.0,,,30014748584.0,98887921935.0,36540363081.0,20201681000.0,128685078168.0,192985287597.0,,,
3225,144818,유유제약,220,2022,,,,,,71831031376.0,7515503277.0,98847326468.0,,,64315528099.0,96357746320.0,31395871274.0,20201681000.0,123374041412.0,195205072788.0,,,
3226,144818,유유제약,220,2023,,,,,,77857871884.0,27882669323.0,96616980899.0,,,49975202561.0,101596545868.0,20170850527.0,20201681000.0,120355654883.0,198213526767.0,,,
3227,145109,유한양행,100,2015,,,,,,516388705748.0,159757475318.0,920944976462.0,,,356631230430.0,959383641681.0,1273577997021.0,,1363939912395.0,1880328618143.0,,,
3228,145109,유한양행,100,2016,,,,,,549388685975.0,224955192891.0,997600638077.0,,,324433493084.0,1048340402939.0,1411161804670.0,,1496552355041.0,2045941041016.0,,,
3229,145109,유한양행,100,2017,,,,,,488348428333.0,212034751049.0,1025160517558.0,,,276313677284.0,1069512906257.0,,,1606324995482.0,2094673423815.0,,,
3230,145109,유한양행,100,2018,,,,,,522077129723.0,172364705165.0,1062850850708.0,,,349712424558.0,1110961782607.0,,,1651735503592.0,2173812633315.0,,,
3231,145109,유한양행,100,2019,,,,,,467208886676.0,114982232915.0,1000249513979.0,,,352226653761.0,1116950744221.0,,,1649991371524.0,2117200258200.0,,,
3232,145109,유한양행,100,2020,,,,,,547019907073.0,164845251198.0,1198005520436.0,,,382174655875.0,1195516580490.0,,,1846502193853.0,2393522100926.0,,,
3233,145109,유한양행,100,2021,,,,,,527922717347.0,95943209456.0,1239714701855.0,,,431979507891.0,1224097103095.0,,,1935889087603.0,2463811804950.0,,,
3234,145109,유한양행,100,2022,,,,,,464921702703.0,30767443664.0,1283830354778.0,,,434154259039.0,1188897717371.0,,,2007806369446.0,2472728072149.0,,,
3235,145109,유한양행,100,2023,,,,,,712337878463.0,129145509207.0,1557611214055.0,,,583192369256.0,1256459307871.0,1975441131674.0,77819597000.0,2101732643463.0,2814070521926.0,,,
3236,145260,율촌화학,8730,2018,,,,,,277998254987.0,82090965774.0,407146792080.0,,,195907289213.0,207064558016.0,311815063266.0,14776380000.0,336213095109.0,614211350096.0,,,
3237,145260,율촌화학,8730,2019,,,,,,264507839337.0,134587763453.0,398046396958.0,,,129920075884.0,208445036972.0,317721420655.0,14776380000.0,341983594593.0,606491433930.0,,,
3238,145260,율촌화학,8730,2020,,,,,,265701496981.0,105908420862.0,393932330853.0,,,159793076119.0,219412627855.0,323645234284.0,14776380000.0,347643461727.0,613344958708.0,,,
3239,145260,율촌화학,8730,2021,,,,,,320650272517.0,151040580846.0,397628560409.0,,,169609691671.0,269087937117.0,321573944384.0,14776380000.0,346066225009.0,666716497526.0,,,
3240,145260,율촌화학,8730,2022,,,,,,319324397285.0,179867647117.0,415794581564.0,,,139456750168.0,237341571056.0,309177218403.0,14776380000.0,333811755335.0,653136152620.0,,,
3241,145260,율촌화학,8730,2023,,,,,,372689000671.0,98649857585.0,418600056574.0,,,274039143086.0,260351010078.0,281612727419.0,14776380000.0,306262065981.0,678951066652.0,,,
3242,145437,아센디오,12170,2015,,,,,,25321910383.0,18135850772.0,53923281475.0,,,7186059611.0,15171337110.0,-92670349524.0,44881317500.0,43772708202.0,69094618585.0,,,
3243,145437,아센디오,12170,2017,,,,,,72537174407.0,5723160449.0,72280578354.0,,,66814013958.0,51679058785.0,-38202249239.0,78359856000.0,51422462732.0,123959637139.0,,,
3244,145437,아센디오,12170,2018,,,,,,71917618234.0,2900559062.0,69236516358.0,,,69017059172.0,54920059824.0,-59843866848.0,98642325000.0,52238957948.0,124156576182.0,,,
3245,145437,아센디오,12170,2019,,,,,,66303525466.0,2648584574.0,29877986797.0,,,63654940892.0,26931706247.0,-121500069765.0,98642325000.0,-9493832422.0,56809693044.0,,,
3246,145437,아센디오,12170,2020,,,,,,7425770210.0,2160725596.0,10858352905.0,,,5265044614.0,16507455239.0,-128108105404.0,31011267000.0,19940037934.0,27365808144.0,,,
3247,145437,아센디오,12170,2021,,,,,,22883799888.0,1280032954.0,24115126641.0,,,21603766934.0,43957691016.0,-11447449565.0,40254598000.0,45189017769.0,68072817657.0,,,
3248,145437,아센디오,12170,2022,,,,,,40888846326.0,19802379215.0,24361776550.0,,,21086467111.0,48796748867.0,-27078368494.0,42295414000.0,32269679091.0,73158525417.0,,,
3249,145437,아센디오,12170,2023,,,,,,22163675992.0,90704496.0,30149734152.0,,,22072971496.0,18384895502.0,-53073556327.0,51784744000.0,26370953662.0,48534629654.0,,,
3250,145446,이건산업,8250,2015,,,,,,307162933029.0,158280645088.0,331901422009.0,,,148882287941.0,135695310953.0,110468135132.0,,160433799933.0,467596732962.0,,,
3251,145446,이건산업,8250,2016,,,,,,309255122160.0,112325537318.0,338502839050.0,,,196929584842.0,132861069295.0,109332438438.0,,162108786185.0,471363908345.0,,,
3252,145446,이건산업,8250,2017,,,,,,285937907580.0,106969993066.0,318177776392.0,,,178967914514.0,121105342355.0,113530251710.0,46867625000.0,153345211167.0,439283118747.0,,,
3253,145446,이건산업,8250,2018,,,,,,253686086287.0,87062663067.0,317578798268.0,,,166623423220.0,116580279058.0,118464401023.0,54763175000.0,180472991039.0,434159077326.0,,,
3254,145446,이건산업,8250,2019,,,,,,244131945700.0,89883596685.0,322773821434.0,,,154248349015.0,99821023222.0,117177326592.0,54763175000.0,178462898956.0,422594844656.0,,,
3255,145446,이건산업,8250,2020,,,,,,210728508363.0,91844399171.0,299264835232.0,,,118884109192.0,83967829161.0,116833633173.0,54763175000.0,172504156030.0,383232664393.0,,,
3256,145446,이건산업,8250,2021,,,,,,229454183533.0,79021606936.0,302698911451.0,,,150432576597.0,116594546038.0,125324437164.0,54763175000.0,189839273956.0,419293457489.0,,,
3257,145446,이건산업,8250,2022,,,,,,242273569536.0,107866888575.0,308944370447.0,,,134406680961.0,133882562867.0,128604086156.0,54763175000.0,200553363778.0,442826933314.0,,,
3258,145446,이건산업,8250,2023,,,,,,250827068234.0,83094592077.0,296645962462.0,,,167732476157.0,146428768970.0,121780679365.0,54763175000.0,192247663198.0,443074731432.0,,,
3259,145552,이수화학,5950,2015,,,,,,677744816571.0,194155194418.0,495371448102.0,,,483589622153.0,533187110990.0,,,,1028558559092.0,,,
3260,145552,이수화학,5950,2016,,,,,,753761047076.0,148812708483.0,506725244845.0,,,604948338593.0,591153360568.0,91742039971.0,76390000000.0,344117558337.0,1097878605413.0,,,
3261,145552,이수화학,5950,2017,,,,,,655384282277.0,67777647021.0,507504394979.0,,,587606635256.0,492031836904.0,84615901203.0,76390000000.0,344151949606.0,999536231883.0,,,
3262,145552,이수화학,5950,2018,,,,,,533232413459.0,118202705847.0,470307551725.0,,,415029707612.0,465347187833.0,60478432195.0,76390000000.0,402422326099.0,935654739558.0,,,
3263,145552,이수화학,5950,2019,,,,,,686764621041.0,209698925092.0,506287394349.0,,,477065695949.0,561736255153.0,46600343775.0,76390000000.0,381259028461.0,1068023649502.0,,,
3264,145552,이수화학,5950,2020,,,,,,683246292614.0,175018913319.0,456207397275.0,,,508227379295.0,512851440308.0,-59390387576.0,121575085000.0,285812544969.0,969058837583.0,,,
3265,145552,이수화학,5950,2021,,,,,,777122951530.0,255305425248.0,500379847151.0,,,521817526282.0,668558728961.0,-23160113774.0,139797720000.0,391815624582.0,1168938576112.0,,,
3266,145552,이수화학,5950,2022,,,,,,782591483389.0,136347151710.0,540072247712.0,,,646244331679.0,648004325426.0,-12733352377.0,139797720000.0,405485089749.0,1188076573138.0,,,
3267,145552,이수화학,5950,2023,,,,,,832802122592.0,213343617153.0,397211001706.0,,,619458505439.0,696255711975.0,-66894088254.0,113613695000.0,260664591089.0,1093466713681.0,,,
3268,145598,이연제약,102460,2017,,,,,,71178763083.0,55700966818.0,129151010280.0,,,15477796265.0,161692089038.0,128167328143.0,8385000000.0,219664336235.0,290843099318.0,,,
3269,145598,이연제약,102460,2018,,,,,,77774822762.0,35268959669.0,78744931786.0,,,42505863093.0,224421820374.0,206321288176.0,8385000000.0,225391929398.0,303166752160.0,,,
3270,145598,이연제약,102460,2019,,,,,,52190654111.0,19156126656.0,142897466192.0,,,33034527455.0,131584785641.0,203998991625.0,8385000000.0,222291597722.0,274482251833.0,,,
3271,145598,이연제약,102460,2020,,,,,,87520569279.0,38766549457.0,199836289336.0,,,48754019822.0,117773547682.0,200207732093.0,8781195000.0,230089267739.0,317609837018.0,,,
3272,145598,이연제약,102460,2021,,,,,,232741035733.0,185237971266.0,313173736115.0,,,47503064467.0,164804436048.0,202280930628.0,9249288500.0,245237136430.0,477978172163.0,,,
3273,145598,이연제약,102460,2022,,,,,,236926485584.0,188974996409.0,375685274422.0,,,47951489175.0,109006467229.0,205151423541.0,9249288500.0,247765256067.0,484691741651.0,,,
3274,145598,이연제약,102460,2023,,,,,,251150969113.0,125548729675.0,399962372114.0,,,125602239438.0,99813141579.0,205996883115.0,9293405500.0,248624544580.0,499775513693.0,,,
3275,145686,이화산업,760,2015,,,,,,85641445013.0,50173792059.0,219777651176.0,,,35467652954.0,53539285947.0,,,187675492110.0,273316937123.0,,,
3276,145686,이화산업,760,2016,,,,,,89601635238.0,16183973221.0,229590631758.0,,,73417662017.0,48275453426.0,,,188264449946.0,277866085184.0,,,
3277,145686,이화산업,760,2017,,,,,,96039826554.0,46657285858.0,235948029274.0,,,49382540696.0,44882352022.0,53868562494.0,,184790554742.0,280830381296.0,,,
3278,145686,이화산업,760,2018,,,,,,104645608360.0,53782047994.0,241776664940.0,,,50863560366.0,45673579384.0,52529133034.0,,182804635964.0,287450244324.0,,,
3279,145686,이화산업,760,2019,,,,,,124041870510.0,34171800238.0,234096385468.0,,,89870070272.0,42669444267.0,39533237066.0,,152723959225.0,276765829735.0,,,
3280,145686,이화산업,760,2020,,,,,,125529358043.0,23733979379.0,194834305656.0,,,101795378664.0,80023071175.0,37133404144.0,,149328018788.0,274857376831.0,,,
3281,145686,이화산업,760,2021,,,,,,66332387951.0,32599086650.0,220019769292.0,,,33733301301.0,54670129043.0,84122208591.0,,208357510384.0,274689898335.0,,,
3282,145686,이화산업,760,2022,,,,,,58496402565.0,30619972277.0,220060825090.0,,,27876430288.0,48156421369.0,85409219222.0,,209720843894.0,268217246459.0,,,
3283,145686,이화산업,760,2023,,,,,,58674386856.0,28620713461.0,221122704282.0,,,30053673395.0,44829814562.0,83025320185.0,,207278131988.0,265952518844.0,,,
3284,145738,이화전기,24810,2020,,,,,,64807140573.0,1402598654.0,139403487064.0,,,63404541919.0,116053351653.0,-25851911406.0,143662406400.0,190649698144.0,255456838717.0,,,
3285,145738,이화전기,24810,2021,,,,,,106951586071.0,1968413822.0,198554631883.0,,,104983172249.0,171888274027.0,20774901051.0,16692724600.0,263491319839.0,370442905910.0,,,
3286,145738,이화전기,24810,2022,,,,,,139937418227.0,8960920456.0,193369135613.0,,,130976497771.0,165327129135.0,-63838390117.0,24601609000.0,218758846571.0,358696264748.0,,,
3287,145738,이화전기,24810,2023,,,,,,61663428714.0,8165811923.0,188015538558.0,,,53497616791.0,114834749320.0,-78921849753.0,43789728000.0,241186859164.0,302850287878.0,,,
3288,145880,현대제철,4020,2015,,,,,,16416434935333.0,9758994346807.0,25269585923391.0,,,6657440588526.0,6666847614070.0,,,15519998602128.0,31936433537461.0,,,
3289,145880,현대제철,4020,2016,,,,,,16025632841195.0,9212518096258.0,25594298137478.0,,,6813114744937.0,6794973724870.0,,,16363639021153.0,32389271862348.0,,,
3290,145880,현대제철,4020,2017,,,,,,16338301856344.0,9631084237854.0,25510329264624.0,,,6707217618490.0,7863495599728.0,11277740474420.0,667228925000.0,17035523008008.0,33373824864352.0,,,
3291,145880,현대제철,4020,2018,,,,,,16281783447413.0,9579273263513.0,24535914735043.0,,,6702510183900.0,8769002687562.0,11560630208201.0,667228925000.0,17023133975192.0,33304917422605.0,,,
3292,145880,현대제철,4020,2019,,,,,,17132592383734.0,10712249036028.0,24787594810036.0,,,6420343347706.0,9578737698343.0,11488335873492.0,667228925000.0,17233740124645.0,34366332508379.0,,,
3293,145880,현대제철,4020,2020,,,,,,18152008766582.0,12079281648524.0,24910271160090.0,,,6072727118058.0,9934768948051.0,10933098786612.0,667228925000.0,16693031341559.0,34845040108141.0,,,
3294,145880,현대제철,4020,2021,,,,,,18781894205821.0,11315049510565.0,24266455655074.0,,,7466844695256.0,12775842710567.0,12358515675320.0,667228925000.0,18260404159820.0,37042298365641.0,,,
3295,145880,현대제철,4020,2022,,,,,,17672412852352.0,9553236427332.0,23609909566957.0,,,8119176425020.0,13191046262816.0,13373650242238.0,667228925000.0,19128542977421.0,36800955829773.0,,,
3296,145880,현대제철,4020,2023,,,,,,15722841602022.0,7738684685042.0,23265273119198.0,,,7984156916980.0,11953568810846.0,13639305563613.0,667228925000.0,19496000328022.0,35218841930044.0,,,
3297,145914,인터엠,17250,2015,,,,,,45944955281.0,6785006052.0,62361783402.0,,,39159949229.0,59517457003.0,41867447770.0,10002089500.0,75934285124.0,121879240405.0,,,
3298,145914,인터엠,17250,2016,,,,,,58068043319.0,12631088506.0,72875751411.0,,,45436954813.0,59026108168.0,39955391295.0,10002089500.0,73833816260.0,131901859579.0,,,
3299,145914,인터엠,17250,2017,,,,,,43755164037.0,9591130271.0,68183913841.0,,,34164033766.0,57732944424.0,39802690031.0,10522733500.0,82161694228.0,125916858265.0,,,
3300,145914,인터엠,17250,2018,,,,,,44761615090.0,4608949432.0,60534883315.0,,,40152665658.0,58320276345.0,31628250236.0,10522733500.0,74093544570.0,118855159660.0,,,
3301,145914,인터엠,17250,2019,,,,,,48316838554.0,7552624514.0,59570091261.0,,,40764214040.0,53539755419.0,21458520119.0,10522733500.0,64793008126.0,113109846680.0,,,
3302,145914,인터엠,17250,2020,,,,,,44847218977.0,8766288199.0,47379299664.0,,,36080930778.0,43916770387.0,3757572524.0,10522733500.0,46448851074.0,91296070051.0,,,
3303,145914,인터엠,17250,2021,,,,,,52951212249.0,6571320748.0,46796466155.0,,,46379891501.0,35547119441.0,-13366364159.0,10522733500.0,29392373347.0,82343585596.0,,,
3304,145914,인터엠,17250,2022,,,,,,50458913560.0,5304198674.0,44241910206.0,,,45154714886.0,37570993462.0,-12359661608.0,10522733500.0,31353990108.0,81812903668.0,,,
3305,145914,인터엠,17250,2023,,,,,,45698097824.0,6942006793.0,43547516707.0,,,38756091031.0,41037193241.0,3741453617.0,10522733500.0,38886612124.0,84584709948.0,,,
3306,146083,일동홀딩스,230,2015,,,,,,355657063972.0,152596600125.0,404364087428.0,,,203060463847.0,301273835799.0,,,349980859255.0,705637923227.0,,,
3307,146083,일동홀딩스,230,2016,,,,,,97249993894.0,48324543402.0,124577445189.0,,,48925450492.0,79510402844.0,,,106837854139.0,204087848033.0,,,
3308,146083,일동홀딩스,230,2017,,,,,,100203672069.0,18601920563.0,216522166721.0,,,81601751506.0,58316551218.0,42226950404.0,10490296000.0,174635045870.0,274838717939.0,,,
3309,146083,일동홀딩스,230,2018,,,,,,100522263307.0,18851323180.0,210577416470.0,,,81670940127.0,54890857911.0,32564287682.0,10490296000.0,164946011074.0,265468274381.0,,,
3310,146083,일동홀딩스,230,2019,,,,,,484530688271.0,160131506010.0,542342664944.0,,,324399182261.0,263282499069.0,7265859215.0,11002587000.0,321094475742.0,805625164013.0,,,
3311,146083,일동홀딩스,230,2020,,,,,,493789205104.0,153542141504.0,508824528639.0,,,340247063600.0,290572464384.0,-10641020845.0,11540400000.0,305607787919.0,799396993023.0,,,
3312,146083,일동홀딩스,230,2021,,,,,,737422939881.0,198117530082.0,553144087250.0,,,539305409799.0,367618431062.0,-81490923043.0,11540400000.0,183339578431.0,920762518312.0,,,
3313,146083,일동홀딩스,230,2022,,,,,,693452985420.0,166728856990.0,504636524974.0,,,526724128430.0,357916641920.0,-180180594398.0,11540400000.0,169100181474.0,862553166894.0,,,
3314,146083,일동홀딩스,230,2023,,,,,,707097204368.0,175449453878.0,607257191735.0,,,531647750490.0,269741863061.0,-241852637763.0,11540400000.0,169901850428.0,876999054796.0,,,
3315,146232,일성건설,13360,2015,,,,,,167337231003.0,38543189928.0,96673738634.0,,,128794041075.0,160804990356.0,20818896610.0,27012440000.0,90141497987.0,257478728990.0,,,
3316,146232,일성건설,13360,2016,,,,,,180039528213.0,26435658045.0,102733966694.0,,,153603870168.0,174723577003.0,23758893581.0,27012440000.0,97418015484.0,277457543697.0,,,
3317,146232,일성건설,13360,2017,,,,,,221095680219.0,64053318851.0,98057107923.0,,,157042361368.0,207241785675.0,10793255917.0,27012440000.0,84203213379.0,305298893598.0,,,
3318,146232,일성건설,13360,2018,,,,,,218656300514.0,39707231178.0,96603284022.0,,,178949069336.0,212143230635.0,12391671071.0,27012440000.0,90090214143.0,308746514657.0,,,
3319,146232,일성건설,13360,2019,,,,,,259767389363.0,43951446292.0,112635049474.0,,,215815943071.0,238227543484.0,13539095900.0,27012440000.0,91095203595.0,350862592958.0,,,
3320,146232,일성건설,13360,2020,,,,,,208208371164.0,67021935226.0,172211432011.0,,,141186435938.0,126299075943.0,14847552294.0,27012440000.0,90302136790.0,298510507954.0,,,
3321,146232,일성건설,13360,2021,,,,,,269946371059.0,106249259162.0,166840714083.0,,,163697111897.0,212446659539.0,19271525738.0,27012440000.0,109341002563.0,379287373622.0,,,
3322,146232,일성건설,13360,2022,,,,,,292815448269.0,77619458119.0,193451624273.0,,,215195990150.0,219850373057.0,23152027895.0,27012440000.0,120486549061.0,413301997330.0,,,
3323,146232,일성건설,13360,2023,,,,,,284266784850.0,63272569404.0,196389684950.0,,,220994215446.0,212923747559.0,25114987322.0,27012440000.0,125046647659.0,409313432509.0,1071784683.0,,
3324,146269,일신방직,3200,2015,,,,,,210632038423.0,124373236817.0,547923732999.0,,,86258801606.0,341592824379.0,639920033800.0,12000000000.0,678884518955.0,889516557378.0,,,
3325,146269,일신방직,3200,2016,,,,,,210611368995.0,116733197601.0,544897197107.0,,,93878171394.0,359937981813.0,653794426295.0,12000000000.0,694223809925.0,904835178920.0,,,
3326,146269,일신방직,3200,2017,,,,,,191006714190.0,101470193935.0,541315929012.0,,,89536520255.0,354556977985.0,663173987535.0,12000000000.0,704866192807.0,895872906997.0,,,
3327,146269,일신방직,3200,2018,,,,,,214104531385.0,94946882947.0,579061785838.0,,,119157648438.0,358281814517.0,684528062608.0,12000000000.0,723239068970.0,937343600355.0,,,
3328,146269,일신방직,3200,2019,,,,,,230408498419.0,98936571967.0,569771437104.0,,,131471926452.0,383837272221.0,686731698887.0,12000000000.0,723200210906.0,953608709325.0,,,
3329,146269,일신방직,3200,2020,,,,,,234632046386.0,79227213199.0,509550036752.0,,,155404833187.0,454650026116.0,698168955601.0,12000000000.0,729568016482.0,964200062868.0,,,
3330,146269,일신방직,3200,2021,,,,,,249710018427.0,70298592851.0,558687732102.0,,,179411425576.0,485317223817.0,758195246496.0,12000000000.0,794294937492.0,1044004955919.0,,,
3331,146269,일신방직,3200,2022,,,,,,272298156963.0,62136371003.0,620967957950.0,,,210161785960.0,555778028112.0,865816864666.0,12000000000.0,904447829099.0,1176745986062.0,,,
3332,146269,일신방직,3200,2023,,,,,,178495604004.0,52774803585.0,661809919693.0,,,125720800419.0,397420469887.0,856128682216.0,12000000000.0,880734785576.0,1059230389580.0,,,
3333,146427,한주에이알티,58450,2019,,,,,,33186854355.0,5686256578.0,23173541213.0,,,27500597777.0,20643350937.0,-6284661662.0,7950000000.0,10630037795.0,43816892150.0,,,
3334,146427,한주에이알티,58450,2020,,,,,,28769665739.0,3896022873.0,16495628901.0,,,24873642866.0,28148570023.0,-14739819093.0,15870000000.0,15874533185.0,44644198924.0,,,
3335,146427,한주에이알티,58450,2021,,,,,,18532375925.0,2482806641.0,14384537382.0,,,16049569284.0,16661070735.0,-19079120086.0,16685000000.0,12513232192.0,31045608117.0,,,
3336,146427,한주에이알티,58450,2022,,,,,,15236089997.0,2569827864.0,12847356547.0,,,12666262133.0,6917756494.0,-27057519234.0,16685000000.0,4529023044.0,19765113041.0,,,
3337,146427,한주에이알티,58450,2023,,,,,,19780183812.0,2743914009.0,22183051392.0,,,17036269803.0,16699796277.0,-9433688642.0,5773310000.0,19102663857.0,38882847669.0,,,
3338,146436,엔브이에이치코리아,67570,2015,,,,,,241255190850.0,26134129895.0,157052275724.0,,,215121060955.0,215133336809.0,67526774626.0,,130930421683.0,372185612533.0,,,
3339,146436,엔브이에이치코리아,67570,2016,,,,,,287879724399.0,30012608582.0,207415474634.0,,,257867115817.0,235567488089.0,94821589399.0,,155103238324.0,442982962723.0,,,
3340,146436,엔브이에이치코리아,67570,2017,,,,,,286986744849.0,65177086470.0,234195880876.0,,,221809658379.0,232236331882.0,96501485730.0,14361111000.0,179445467909.0,466432212758.0,,,
3341,146436,엔브이에이치코리아,67570,2018,,,,,,545215765276.0,181038921064.0,410686648019.0,,,364176844212.0,313017478553.0,75198799112.0,14361111000.0,178488361296.0,723704126572.0,,,
3342,146436,엔브이에이치코리아,67570,2019,,,,,,611740199093.0,174139462399.0,486745029872.0,,,437600736694.0,307902141802.0,81375479162.0,14558739000.0,182906972581.0,794647171674.0,,,
3343,146436,엔브이에이치코리아,67570,2020,,,,,,606875002789.0,200512349552.0,521316494618.0,,,406362653237.0,334729210414.0,60716040557.0,15754388000.0,249170702243.0,856045705032.0,,,
3344,146436,엔브이에이치코리아,67570,2021,,,,,,673415444597.0,185410546888.0,577557241363.0,,,488004897709.0,384744073572.0,73955337718.0,17370851500.0,288885870338.0,962301314935.0,,,
3345,146436,엔브이에이치코리아,67570,2022,,,,,,766699928087.0,204539383211.0,588075219338.0,,,562160544876.0,477110264238.0,72998152110.0,17370851500.0,298485555489.0,1065185483576.0,,,
3346,146436,엔브이에이치코리아,67570,2023,,,,,,946708000857.0,226536316942.0,739843438635.0,,,720171683915.0,565335598708.0,69031082306.0,22043495500.0,358471036486.0,1305179037343.0,,,
3347,146454,일양약품,7570,2015,,,,,,220624380009.0,42512962134.0,284780262273.0,,,178111417875.0,146844823344.0,-407949882.0,,211000705608.0,431625085617.0,,,
3348,146454,일양약품,7570,2016,,,,,,213908434000.0,31477606433.0,283591437592.0,,,182430827567.0,147671965823.0,6187605038.0,,217354969415.0,431263403415.0,,,
