,회사코드,회사명,종목코드,사업연도,당기순이익,당기순이익(손실),매출액,법인세차감전 순이익,순수수료손익,순이자손익,영업비용,영업이익,영업이익(손실),이자비용,이자수익,총포괄손익,파생상품관련손익
3760,153278,서연탑메탈,19770,2016,-970665754.0,-970665754.0,205826874632.0,1898853491.0,,,,5813057779.0,,,,,
3761,153278,서연탑메탈,19770,2017,4273124241.0,4273124241.0,209952442295.0,4649074322.0,,,,5737958860.0,,,,,
3762,153278,서연탑메탈,19770,2018,-10454414560.0,-10454414560.0,146950980933.0,-4009504825.0,,,,-1202788270.0,,,,,
3763,153278,서연탑메탈,19770,2019,-3206248641.0,-3206248641.0,159678958664.0,-1982250122.0,,,,355868724.0,,,,,
3764,153278,서연탑메탈,19770,2020,3304588499.0,3304588499.0,141400046763.0,6610432888.0,,,,6782643339.0,,,,,
3765,153278,서연탑메탈,19770,2021,3801680465.0,3801680465.0,153501081951.0,6467833505.0,,,,7484023603.0,,,,,
3766,153278,서연탑메탈,19770,2022,2557421566.0,2557421566.0,164178182253.0,2438608691.0,,,,2807000983.0,,,,,
3767,153278,서연탑메탈,19770,2023,8094037350.0,8094037350.0,173052825577.0,7363653602.0,,,,6949154558.0,,,,8138998715.0,
3768,153339,태경산업,15890,2015,-8297534965.0,-8297534965.0,353853067877.0,-5769752291.0,,,,-3263138093.0,,,,,
3769,153339,태경산업,15890,2016,4364515990.0,4364515990.0,444685146627.0,8726499570.0,,,,12234376447.0,,,,,
3770,153339,태경산업,15890,2017,7751750250.0,7751750250.0,563737011928.0,13175824014.0,,,,19588309439.0,,,,,
3771,153339,태경산업,15890,2018,14442560119.0,14442560119.0,563469539355.0,20070094082.0,,,,23390246489.0,,,,,
3772,153339,태경산업,15890,2019,25552233451.0,25552233451.0,519562901248.0,43799068933.0,,,,10773793032.0,,,,,
3773,153339,태경산업,15890,2020,8684072855.0,8684072855.0,430636732490.0,16096625885.0,,,,15910953228.0,,,,,
3774,153339,태경산업,15890,2021,28276433164.0,28276433164.0,516770864906.0,37357770959.0,,,,40591835560.0,,,,,
3775,153339,태경산업,15890,2022,37464888628.0,37464888628.0,733384357738.0,40219504737.0,,,,54916688892.0,,,,,
3776,153339,태경산업,15890,2023,36170789418.0,36170789418.0,656027303168.0,48158468532.0,,,,44128087572.0,,,,31611875181.0,
3777,153375,태광,23160,2018,10028519620.0,10028519620.0,158648381676.0,13068089040.0,,,,4031116967.0,,,,,
3778,153375,태광,23160,2019,7408922032.0,7408922032.0,189754435072.0,9743001980.0,,,,2875221026.0,,,,,
3779,153375,태광,23160,2020,-5041578306.0,-5041578306.0,188404258358.0,-7639099125.0,,,,-3113244031.0,,,,,
3780,153375,태광,23160,2021,18549460527.0,18549460527.0,185147913272.0,22036747060.0,,,,13530787202.0,,,,,
3781,153375,태광,23160,2022,36783440070.0,36783440070.0,249742674195.0,46787634930.0,,,,45350048019.0,,,,,
3782,153375,태광,23160,2023,58128426139.0,58128426139.0,312067468098.0,70645119401.0,,,,57724095747.0,,,,56231897621.0,
3783,153393,태광산업,3240,2015,104614215179.0,104614215179.0,2804357944386.0,155536330952.0,,,,159801098072.0,,,,,
3784,153393,태광산업,3240,2016,44525680866.0,44525680866.0,2671107287343.0,84919465967.0,,,,160118559466.0,,,,,
3785,153393,태광산업,3240,2017,179184350375.0,179184350375.0,2915823076742.0,275783827211.0,,,,241194125170.0,,,,,
3786,153393,태광산업,3240,2018,249125392132.0,249125392132.0,3108761624314.0,343767436285.0,,,,331508939252.0,,,,,
3787,153393,태광산업,3240,2019,167539648105.0,167539648105.0,2918003265397.0,259840182208.0,,,,291424870123.0,,,,,
3788,153393,태광산업,3240,2020,155775437249.0,155775437249.0,1740588227396.0,222895477849.0,,,,53540948314.0,,,,,
3789,153393,태광산업,3240,2021,318368133745.0,318368133745.0,2591846249993.0,430083130169.0,,,,355272574329.0,,,,,
3790,153393,태광산업,3240,2022,,,2703851289364.0,,,,,-122074282364.0,,,,,
3791,153393,태광산업,3240,2023,-14694447321.0,-14694447321.0,2265489918200.0,1191599827.0,,,,-99370075160.0,,12952846205.0,-13567414681.0,-91770226613.0,
3792,153524,태림포장,11280,2015,-12334614921.0,-12334614921.0,350351464678.0,-6483295314.0,,,,2024336779.0,,,,,
3793,153524,태림포장,11280,2016,-58376300710.0,-58376300710.0,377902760048.0,-61484591179.0,,,,9029655309.0,,,,,
3794,153524,태림포장,11280,2017,-677419846.0,-677419846.0,565689392504.0,-1394524349.0,,,,3313586887.0,,,,,
3795,153524,태림포장,11280,2018,28676652889.0,28676652889.0,608654278591.0,29879766866.0,,,,35733373937.0,,,,,
3796,153524,태림포장,11280,2019,21694174107.0,21694174107.0,572946202942.0,27464348429.0,,,,20824538867.0,,,,,
3797,153524,태림포장,11280,2020,4544661356.0,4544661356.0,562012033561.0,5728214901.0,,,,9537738564.0,,,,,
3798,153524,태림포장,11280,2021,20963410914.0,20963410914.0,712867124436.0,27385204085.0,,,,30179570724.0,,,,,
3799,153524,태림포장,11280,2022,23195342302.0,23195342302.0,784022455987.0,26050229408.0,,,,30895370651.0,,,,,
3800,153524,태림포장,11280,2023,10269631213.0,10269631213.0,719597766592.0,13914595313.0,,,,22183903893.0,,,,6754905259.0,
3801,153621,참엔지니어링,9310,2015,-17516365852.0,-17516365852.0,196878931202.0,3341825731.0,,,,16751824681.0,,,,,
3802,153621,참엔지니어링,9310,2016,13004672949.0,13004672949.0,184833038058.0,21630379193.0,,,,27454713991.0,,,,,
3803,153621,참엔지니어링,9310,2017,14614996681.0,14614996681.0,276337276396.0,18516309178.0,,,,29746053486.0,,,,,
3804,153621,참엔지니어링,9310,2018,14325367073.0,14325367073.0,221539927491.0,13629541330.0,,,,13652823030.0,,,,,
3805,153621,참엔지니어링,9310,2019,-16511430083.0,-16511430083.0,112514202149.0,-15354090511.0,,,,-13642336110.0,,,,,
3806,153621,참엔지니어링,9310,2020,6827301840.0,6827301840.0,168672528847.0,3745752098.0,,,,7046068143.0,,,,,
3807,153621,참엔지니어링,9310,2021,-1134326080.0,-1134326080.0,150562978171.0,216011030.0,,,,2623050818.0,,,,,
3808,153621,참엔지니어링,9310,2022,-2268336488.0,-2268336488.0,170586353989.0,2510062719.0,,,,1308108163.0,,,,,
3809,153621,참엔지니어링,9310,2023,-25955114212.0,-25955114212.0,76255465576.0,-28622807588.0,,,,-28089930204.0,,,,-25915942096.0,
3810,153755,태양금속공업,4100,2015,3951906357.0,3951906357.0,482361925090.0,8917460661.0,,,,13108718958.0,,,,,
3811,153755,태양금속공업,4100,2016,9605400906.0,9605400906.0,477027216512.0,10769663001.0,,,,15636654131.0,,,,,
3812,153755,태양금속공업,4100,2017,-4167313808.0,-4167313808.0,469169632854.0,-7830216725.0,,,,9977998950.0,,,,,
3813,153755,태양금속공업,4100,2018,-5440408192.0,-5440408192.0,449188918901.0,-1097442663.0,,,,7168004376.0,,,,,
3814,153755,태양금속공업,4100,2019,-22140537158.0,-22140537158.0,470863287536.0,-23465185611.0,,,,-17625043270.0,,,,,
3815,153755,태양금속공업,4100,2020,-9581031867.0,-9581031867.0,404432837931.0,-16047848452.0,,,,-3372777178.0,,,,,
3816,153755,태양금속공업,4100,2021,-12264951851.0,-12264951851.0,463045898125.0,-132200352.0,,,,-750631406.0,,,,,
3817,153755,태양금속공업,4100,2022,-532290342.0,-532290342.0,569502769038.0,904019483.0,,,,15873939497.0,,,,,
3818,153755,태양금속공업,4100,2023,72801575.0,72801575.0,617171604795.0,9934884360.0,,,,22162989453.0,,,,-3434648429.0,
3819,153861,태영건설,9410,2015,16561964826.0,16561964826.0,1883518737127.0,39542431840.0,,,,56843549634.0,,,,,
3820,153861,태영건설,9410,2016,1813338972.0,1813338972.0,2059304924230.0,38988839625.0,,,,97067250829.0,,,,,
3821,153861,태영건설,9410,2017,123275083414.0,123275083414.0,3266415745944.0,217943226291.0,,,,311131438550.0,,,,,
3822,153861,태영건설,9410,2018,244140183515.0,244140183515.0,3850546030313.0,377105338018.0,,,,463519906177.0,,,,,
3823,153861,태영건설,9410,2019,99503774891.0,99503774891.0,3924370755051.0,234282193519.0,,,,391222215957.0,,,,,
3824,153861,태영건설,9410,2020,532516651110.0,532516651110.0,2281511661052.0,204444532424.0,,,,250925459796.0,,,,,
3825,153861,태영건설,9410,2021,65427170222.0,65427170222.0,2751710633294.0,106631986466.0,,,,174547312597.0,,,,,
3826,153861,태영건설,9410,2022,49070962250.0,49070962250.0,2605096732189.0,76027336617.0,,,,91547554846.0,,,,,
3827,153861,태영건설,9410,2023,-1456960619972.0,-1456960619972.0,3352921775830.0,-1454222452244.0,,,,-404531815195.0,,,,-1460813993698.0,
3828,154329,TP,7980,2015,-17325283923.0,-17325283923.0,842559230460.0,-13754619092.0,,,,18325860100.0,,,,,
3829,154329,TP,7980,2016,-53314935808.0,-53314935808.0,864658855272.0,-63733940611.0,,,,-48623953021.0,,,,,
3830,154329,TP,7980,2017,9917160801.0,9917160801.0,922195888986.0,15230131815.0,,,,23691492984.0,,,,,
3831,154329,TP,7980,2018,10381488234.0,10381488234.0,972052002529.0,16294960050.0,,,,32529880454.0,,,,,
3832,154329,TP,7980,2019,11233484475.0,11233484475.0,971638980129.0,15812914447.0,,,,43215231647.0,,,,,
3833,154329,TP,7980,2020,-12389206913.0,-12389206913.0,785040341658.0,-11031104123.0,,,,-1965767675.0,,,,,
3834,154329,TP,7980,2021,-14021095778.0,-14021095778.0,892927654015.0,-14156769066.0,,,,1375375954.0,,,,,
3835,154329,TP,7980,2022,24808819399.0,24808819399.0,1084607022822.0,31607745595.0,,,,68441024827.0,,,,,
3836,154329,TP,7980,2023,6012388270.0,6012388270.0,920175022485.0,11828818836.0,,,,40575172330.0,,,,4006166395.0,
3837,154426,아이에이치큐,3560,2015,3821010058.0,3821010058.0,106178241906.0,6507494304.0,,,,7366385577.0,,,,,
3838,154426,아이에이치큐,3560,2016,4223112975.0,4223112975.0,109404922575.0,6242939721.0,,,,11222960068.0,,,,,
3839,154426,아이에이치큐,3560,2017,2637301016.0,2637301016.0,126795065081.0,5508914903.0,,,,15347228811.0,,,,,
3840,154426,아이에이치큐,3560,2018,-9896706726.0,-9896706726.0,,-6412357280.0,,,,9928069296.0,,,,,
3841,154426,아이에이치큐,3560,2019,-66279161242.0,-66279161242.0,,-63127208684.0,,,,-7041132245.0,,,,,
3842,154426,아이에이치큐,3560,2020,-18248434484.0,-18248434484.0,,-14696551860.0,,,,-16226862450.0,,,,,
3843,154426,아이에이치큐,3560,2021,-10099947227.0,-10099947227.0,,-8223798450.0,,,,-11640188629.0,,,,,
3844,154426,아이에이치큐,3560,2022,-112100061572.0,-112100061572.0,,-113911783324.0,,,,-32175585561.0,,,,,
3845,154426,아이에이치큐,3560,2023,37540962934.0,37540962934.0,,36839486932.0,,,,-17444415717.0,,,,37240779563.0,
3846,154462,아모레퍼시픽홀딩스,2790,2015,673945275917.0,673945275917.0,5661205541166.0,921601768600.0,,,,913640954217.0,,,,,
3847,154462,아모레퍼시픽홀딩스,2790,2016,811528531125.0,811528531125.0,6697560669578.0,1088269910689.0,,,,1082811426063.0,,,,,
3848,154462,아모레퍼시픽홀딩스,2790,2017,489547957837.0,489547957837.0,6029063927310.0,698322479168.0,,,,731492193149.0,,,,,
3849,154462,아모레퍼시픽홀딩스,2790,2018,376271212366.0,376271212366.0,6078179208621.0,534836298398.0,,,,549473516302.0,,,,,
3850,154462,아모레퍼시픽홀딩스,2790,2019,282404951730.0,282404951730.0,6284255176037.0,431370974299.0,,,,498249817871.0,,,,,
3851,154462,아모레퍼시픽홀딩스,2790,2020,22047682158.0,22047682158.0,4930083149864.0,31284433421.0,,,,150661048495.0,,,,,
3852,154462,아모레퍼시픽홀딩스,2790,2021,291978846416.0,291978846416.0,5326080007289.0,429574176402.0,,,,356171273550.0,,,,,
3853,154462,아모레퍼시픽홀딩스,2790,2022,149222412761.0,149222412761.0,4494956806652.0,288378389515.0,,,,271900712401.0,,,,,
3854,154462,아모레퍼시픽홀딩스,2790,2023,234714547925.0,234714547925.0,4021343038942.0,353677270244.0,,,,152001477210.0,,,,96491958681.0,
3855,154718,비츠로셀,82920,2015,10078315002.0,10078315002.0,82163325743.0,11494620938.0,,,,10821849949.0,,,,,
3856,154718,비츠로셀,82920,2016,14134494410.0,14134494410.0,91020079291.0,16649169708.0,,,,16103779497.0,,,,,
3857,154718,비츠로셀,82920,2017,1234064474.0,1234064474.0,25219178682.0,1284230169.0,,,,359268768.0,,,,,
3858,154718,비츠로셀,82920,2018,15371863197.0,15371863197.0,112596989766.0,18392374861.0,,,,19638368593.0,,,,,
3859,154718,비츠로셀,82920,2019,20081747481.0,20081747481.0,133438198953.0,24649702158.0,,,,25333744961.0,,,,,
3860,154718,비츠로셀,82920,2020,14129260569.0,14129260569.0,113179916874.0,16155062590.0,,,,18157419132.0,,,,,
3861,154718,비츠로셀,82920,2021,17021473137.0,17021473137.0,113249924593.0,20057209502.0,,,,17422339204.0,,,,,
3862,154718,비츠로셀,82920,2022,23111882465.0,23111882465.0,140980940372.0,28514871919.0,,,,28825464743.0,,,,,
3863,154718,비츠로셀,82920,2023,36054568905.0,36054568905.0,176220480964.0,44017814878.0,,,,37690323911.0,,,,35762717042.0,
3864,155124,평화홀딩스,10770,2015,1129793133.0,1129793133.0,574194658718.0,4494548990.0,,,,5335084094.0,,,,,
3865,155124,평화홀딩스,10770,2016,6858026283.0,6858026283.0,590882479158.0,9660416376.0,,,,16123821617.0,,,,,
3866,155124,평화홀딩스,10770,2017,-5486687969.0,-5486687969.0,550059576727.0,-3650420468.0,,,,-5971991046.0,,,,,
3867,155124,평화홀딩스,10770,2018,-63596620352.0,-63596620352.0,556014771463.0,-62641654261.0,,,,-24849815527.0,,,,,
3868,155124,평화홀딩스,10770,2019,-21766310640.0,-21766310640.0,581079856300.0,-23015403113.0,,,,-3569607618.0,,,,,
3869,155124,평화홀딩스,10770,2020,-8444007623.0,-8444007623.0,521111233466.0,-6308365656.0,,,,-3058288427.0,,,,,
3870,155124,평화홀딩스,10770,2021,-15682644586.0,-15682644586.0,627732854800.0,-14145321929.0,,,,7598932267.0,,,,,
3871,155124,평화홀딩스,10770,2022,-11489512933.0,-11489512933.0,740231005480.0,-12610658612.0,,,,3604505748.0,,,,17408529090.0,
3872,155124,평화홀딩스,10770,2023,10947214569.0,10947214569.0,797052502774.0,5174024657.0,,,,16770674615.0,,,,6701774455.0,
3873,155151,피에이치에이,43370,2015,7364916916.0,7364916916.0,1149093865351.0,9186479111.0,,,,4906352407.0,,,,,
3874,155151,피에이치에이,43370,2016,53296490851.0,53296490851.0,1222491907893.0,72121603560.0,,,,69662163131.0,,,,,
3875,155151,피에이치에이,43370,2017,74521351538.0,74521351538.0,1053836516654.0,100042893662.0,,,,25208914151.0,,,,,
3876,155151,피에이치에이,43370,2018,44832283519.0,44832283519.0,1066543292352.0,71181761782.0,,,,19331586898.0,,,,,
3877,155151,피에이치에이,43370,2019,31622056877.0,31622056877.0,1088426363321.0,31196790423.0,,,,15579774494.0,,,,,
3878,155151,피에이치에이,43370,2020,7926073258.0,7926073258.0,949059782088.0,13900753547.0,,,,14305920412.0,,,,,
3879,155151,피에이치에이,43370,2021,37580148557.0,37580148557.0,927613739033.0,48889098544.0,,,,6584022198.0,,,,,
3880,155151,피에이치에이,43370,2022,28261284607.0,28261284607.0,1024435467138.0,40440733528.0,,,,22872220991.0,,,,,
3881,155151,피에이치에이,43370,2023,61505451409.0,61505451409.0,1134618152654.0,69322941472.0,,,,48293293917.0,,,,57415942044.0,
3882,155212,포스코DX,22100,2015,-56259709945.0,-56259709945.0,840545681528.0,-27744146021.0,,,,13968816472.0,,,,,
3883,155212,포스코DX,22100,2016,37558729472.0,37558729472.0,866893880605.0,35912446342.0,,,,52249217693.0,,,,,
3884,155212,포스코DX,22100,2017,41996484797.0,41996484797.0,950592312530.0,47538521215.0,,,,56071083954.0,,,,,
3885,155212,포스코DX,22100,2018,-34160439018.0,-34160439018.0,927076974004.0,-40130240549.0,,,,42133726169.0,,,,,
3886,155212,포스코DX,22100,2019,39675367921.0,39675367921.0,969787009533.0,52805644683.0,,,,48101224987.0,,,,,
3887,155212,포스코DX,22100,2020,8996905609.0,8996905609.0,964202340142.0,16337408554.0,,,,26087467478.0,,,,,
3888,155212,포스코DX,22100,2021,-13923043578.0,-13923043578.0,869274143659.0,-15266024320.0,,,,-19477262841.0,,,,,
3889,155212,포스코DX,22100,2022,45850938928.0,45850938928.0,1152680199426.0,60786831559.0,,,,64668494002.0,,,,,
3890,155212,포스코DX,22100,2023,92128228460.0,92128228460.0,1485875620930.0,113017741118.0,,,,110563784581.0,,,,58841161958.0,
3891,155258,포스코스틸리온,58430,2015,7825108204.0,7825108204.0,801646713993.0,12060970903.0,,,,23128971159.0,,,,,
3892,155258,포스코스틸리온,58430,2016,31409663774.0,31409663774.0,798007442124.0,39134564174.0,,,,41064088822.0,,,,,
3893,155258,포스코스틸리온,58430,2017,17527987704.0,17527987704.0,912059767981.0,22332209494.0,,,,24391810966.0,,,,,
3894,155258,포스코스틸리온,58430,2018,10804280592.0,10804280592.0,940305020483.0,14161817882.0,,,,17751240571.0,,,,,
3895,155258,포스코스틸리온,58430,2019,2577866166.0,2577866166.0,916744848382.0,4472647887.0,,,,9977353189.0,,,,,
3896,155258,포스코스틸리온,58430,2020,7123645500.0,7123645500.0,907319457604.0,12513646494.0,,,,16923040435.0,,,,,
3897,155258,포스코스틸리온,58430,2021,98669623199.0,98669623199.0,1347273538725.0,126196764775.0,,,,143278889763.0,,,,,
3898,155258,포스코스틸리온,58430,2022,22929664936.0,22929664936.0,1202120738755.0,31847724393.0,,,,38220208854.0,,,,,
3899,155258,포스코스틸리온,58430,2023,25201798677.0,25201798677.0,1158539579689.0,33208970272.0,,,,30632298770.0,,,,22547306576.0,
3900,155276,포스코퓨처엠,3670,2015,32168380149.0,32168380149.0,1221228000895.0,46240549364.0,,,,56012559855.0,,,,,
3901,155276,포스코퓨처엠,3670,2016,44528772820.0,44528772820.0,1117704662075.0,64763211499.0,,,,85342098190.0,,,,,
3902,155276,포스코퓨처엠,3670,2017,103959563440.0,103959563440.0,1197158860569.0,125560001218.0,,,,103960741855.0,,,,,
3903,155276,포스코퓨처엠,3670,2018,132752043977.0,132752043977.0,1383593537088.0,176599531224.0,,,,106299428279.0,,,,,
3904,155276,포스코퓨처엠,3670,2019,101163401402.0,101163401402.0,1483769011914.0,112957072456.0,,,,89854950156.0,,,,,
3905,155276,포스코퓨처엠,3670,2020,29747509154.0,29747509154.0,1566235713095.0,34740376308.0,,,,60269659752.0,,,,,
3906,155276,포스코퓨처엠,3670,2021,133761698843.0,133761698843.0,1989542181862.0,146029977767.0,,,,121675892582.0,,,,,
3907,155276,포스코퓨처엠,3670,2022,121928567124.0,121928567124.0,3301915805063.0,133944947618.0,,,,165871669943.0,,,,,
3908,155276,포스코퓨처엠,3670,2023,4435219953.0,4435219953.0,4759871486264.0,-16092096085.0,,,,35882185999.0,,,,-15757079712.0,
3909,155319,POSCO홀딩스,5490,2015,-96181234235.0,-96181234235.0,58192344560634.0,180757543607.0,,,,2410042581756.0,,,,,
3910,155319,POSCO홀딩스,5490,2016,1048168659851.0,1048168659851.0,53083512926398.0,1432853480987.0,,,,2844324579269.0,,,,,
3911,155319,POSCO홀딩스,5490,2017,2973469160759.0,2973469160759.0,60655099616772.0,4179691661146.0,,,,4621833653378.0,,,,,
3912,155319,POSCO홀딩스,5490,2018,1892064406279.0,1892064406279.0,64977777434194.0,3562821170091.0,,,,5542599677254.0,,,,,
3913,155319,POSCO홀딩스,5490,2019,1982637208513.0,1982637208513.0,64366847807959.0,3053278000619.0,,,,3868854558550.0,,,,,
3914,155319,POSCO홀딩스,5490,2020,1788152419240.0,1788152419240.0,57792795732820.0,2025086323704.0,,,,2403035192908.0,,,,,
3915,155319,POSCO홀딩스,5490,2021,7195889963608.0,7195889963608.0,76332345050013.0,9416072781873.0,,,,9238089232877.0,,,,,
3916,155319,POSCO홀딩스,5490,2022,3560483538695.0,3560483538695.0,,4014366223055.0,,,,4850053015766.0,,,,,
3917,155319,POSCO홀딩스,5490,2023,1845849532200.0,1845849532200.0,77127197108585.0,2635154036110.0,,,,3531422506439.0,,,,2330891160821.0,
3918,155355,풀무원,17810,2015,12199866580.0,12199866580.0,1846488476989.0,31178786941.0,,,,39532914685.0,,,,,
3919,155355,풀무원,17810,2016,9977819763.0,9977819763.0,2030673097853.0,28897923011.0,,,,37944669966.0,,,,,
3920,155355,풀무원,17810,2017,30406812727.0,30406812727.0,2238114683314.0,51696476694.0,,,,53472586733.0,,,,,
3921,155355,풀무원,17810,2018,12638784904.0,12638784904.0,2271973131849.0,27590334742.0,,,,40247971032.0,,,,,
3922,155355,풀무원,17810,2019,-7535425367.0,-7535425367.0,2381451203138.0,6886489346.0,,,,30570664872.0,,,,,
3923,155355,풀무원,17810,2020,11833778475.0,11833778475.0,2311199992424.0,17955342113.0,,,,45970065885.0,,,,,
3924,155355,풀무원,17810,2021,304155972.0,304155972.0,2518896106070.0,13508680000.0,,,,38513882668.0,,,,,
3925,155355,풀무원,17810,2022,-36967492015.0,-36967492015.0,2838303860365.0,-18413093758.0,,,,26331500743.0,,,,,
3926,155355,풀무원,17810,2023,13357627680.0,13357627680.0,2993468191302.0,14311709880.0,,,,61981274528.0,,,,,
3927,155373,풍강,93380,2015,2935103756.0,2935103756.0,89382644314.0,2864584467.0,,,,1464468718.0,,,,,
3928,155373,풍강,93380,2016,1854635299.0,1854635299.0,86337847410.0,2368631454.0,,,,2438906425.0,,,,,
3929,155373,풍강,93380,2017,2648131751.0,2648131751.0,83342389653.0,3210888517.0,,,,3130620793.0,,,,,
3930,155373,풍강,93380,2018,849031899.0,849031899.0,79043459883.0,885031894.0,,,,733967095.0,,,,,
3931,155373,풍강,93380,2019,1158576301.0,1158576301.0,81455151992.0,1303765500.0,,,,1538434010.0,,,,,
3932,155373,풍강,93380,2020,156843367.0,156843367.0,63912779991.0,267970361.0,,,,222891093.0,,,,,
3933,155373,풍강,93380,2021,4362836981.0,4362836981.0,76805148961.0,5313620168.0,,,,4220266899.0,,,,,
3934,155373,풍강,93380,2022,4349914434.0,4349914434.0,83422538833.0,5455424024.0,,,,3012329509.0,,,,,
3935,155373,풍강,93380,2023,5625015653.0,5625015653.0,97322976980.0,7024379428.0,,,,5238490101.0,,,,5301419214.0,
3936,155382,바이오빌,65940,2015,4271290267.0,4271290267.0,30346166923.0,5431344133.0,,,,-2008118135.0,,,,,
3937,155382,바이오빌,65940,2016,-10532035864.0,-10532035864.0,32673082979.0,-10963933751.0,,,,-1642396980.0,,,,,
3938,155382,바이오빌,65940,2017,-25182714164.0,-25182714164.0,50351617068.0,-25895422515.0,,,,-9935891542.0,,,,,
3939,155382,바이오빌,65940,2018,-97538999768.0,-97538999768.0,105564889714.0,-98354709377.0,,,,-28198349812.0,,,,,
3940,155382,바이오빌,65940,2020,-30351373080.0,-30351373080.0,13481366986.0,-30351373080.0,,,,-4650411400.0,,,,,
3941,155452,풍국주정,23900,2015,8108177984.0,8108177984.0,101463024697.0,10759440787.0,,,,10341141052.0,,,,,
3942,155452,풍국주정,23900,2016,9409082494.0,9409082494.0,96762579027.0,12144995326.0,,,,11514122595.0,,,,,
3943,155452,풍국주정,23900,2017,14568365396.0,14568365396.0,107554086809.0,18984193038.0,,,,11316421648.0,,,,,
3944,155452,풍국주정,23900,2018,11420891348.0,11420891348.0,120452943490.0,14536778109.0,,,,13432094052.0,,,,,
3945,155452,풍국주정,23900,2019,9109367674.0,9109367674.0,121430699569.0,11578726789.0,,,,10526395454.0,,,,,
3946,155452,풍국주정,23900,2020,9147418657.0,9147418657.0,117989838955.0,11771370705.0,,,,11162463333.0,,,,,
3947,155452,풍국주정,23900,2021,8900824729.0,8900824729.0,127698088867.0,10049341956.0,,,,7241538375.0,,,,,
3948,155452,풍국주정,23900,2022,5479850998.0,5479850998.0,153988455865.0,6148048473.0,,,,3766400980.0,,,,,
3949,155452,풍국주정,23900,2023,10826675534.0,10826675534.0,168467096763.0,12584062120.0,,,,11667462369.0,,,,10480456446.0,
3950,155531,풍산홀딩스,5810,2015,36043560596.0,36043560596.0,272085363162.0,41469122969.0,,,,35597887305.0,,,,,
3951,155531,풍산홀딩스,5810,2016,61162441195.0,61162441195.0,297587275271.0,68370474618.0,,,,66523269505.0,,,,,
3952,155531,풍산홀딩스,5810,2017,,,314763117386.0,76269348295.0,,,,73629195926.0,,,,,
3953,155531,풍산홀딩스,5810,2018,,,306063835541.0,40478171891.0,,,,36543323360.0,,,,,
3954,155531,풍산홀딩스,5810,2019,24174967454.0,24174967454.0,264414748503.0,19623693333.0,,,,10790649547.0,,,,,
3955,155531,풍산홀딩스,5810,2020,13088888902.0,13088888902.0,265940729741.0,8431161724.0,,,,9409005842.0,,,,,
3956,155531,풍산홀딩스,5810,2021,173751309228.0,173751309228.0,487784677999.0,200831677345.0,,,,96828238680.0,,,,,
3957,155531,풍산홀딩스,5810,2022,73235786439.0,73235786439.0,387671434890.0,88055476053.0,,,,80160431979.0,,,,,
3958,155531,풍산홀딩스,5810,2023,83387284452.0,83387284452.0,406728730515.0,65374214367.0,,,,67837648307.0,,,,,
3959,155586,HLB이노베이션,24850,2015,-11750644069.0,-11750644069.0,50008723271.0,-11663730724.0,,,,-8798475134.0,,,,,
3960,155586,HLB이노베이션,24850,2016,-3272784130.0,-3272784130.0,40854585724.0,-3179044487.0,,,,-8574292461.0,,,,,
3961,155586,HLB이노베이션,24850,2017,-1792641195.0,-1792641195.0,10617309716.0,-1770059144.0,,,,-1125362235.0,,,,,
3962,155586,HLB이노베이션,24850,2018,598729970.0,598729970.0,50019816617.0,725697527.0,,,,1101863509.0,,,,,
3963,155586,HLB이노베이션,24850,2019,-864140590.0,-864140590.0,43799034539.0,-771953543.0,,,,-1991508441.0,,,,,
3964,155586,HLB이노베이션,24850,2020,95618308.0,95618308.0,38026597473.0,123329013.0,,,,-909441593.0,,,,,
3965,155586,HLB이노베이션,24850,2021,-3804535712.0,-3804535712.0,38320275890.0,-3759083720.0,,,,-2729229627.0,,,,,
3966,155586,HLB이노베이션,24850,2022,-843881224.0,-843881224.0,50747112041.0,-842836566.0,,,,847551307.0,,,,,
3967,155638,피에스텍,2230,2015,9293055073.0,9293055073.0,56079485435.0,11799662334.0,,,,8878883627.0,,,,,
3968,155638,피에스텍,2230,2016,4443465687.0,4443465687.0,50707843091.0,5491282480.0,,,,4502440337.0,,,,,
3969,155638,피에스텍,2230,2017,11324747505.0,11324747505.0,70833778535.0,14289197850.0,,,,8117612892.0,,,,,
3970,155638,피에스텍,2230,2018,-313610184.0,-313610184.0,61651717281.0,-734850447.0,,,,-1281022364.0,,,,,
3971,155638,피에스텍,2230,2019,2533315393.0,2533315393.0,50670722780.0,3658532418.0,,,,-1739809622.0,,,,,
3972,155638,피에스텍,2230,2020,434127253.0,434127253.0,53223265070.0,605818856.0,,,,-598328914.0,,,,,
3973,155638,피에스텍,2230,2021,6371728682.0,6371728682.0,57639776340.0,7617578360.0,,,,1291468850.0,,,,,
3974,155638,피에스텍,2230,2022,-4634531730.0,-4634531730.0,70976492938.0,-6370650584.0,,,,-1840729658.0,,,,,
3975,155638,피에스텍,2230,2023,3903923412.0,3903923412.0,69629912611.0,4379694344.0,,,,851493802.0,,,,,
3976,155692,우리엔터프라이즈,37400,2015,-25876981223.0,-25876981223.0,1893541260636.0,-11097265896.0,,,,29249703802.0,,,,,
3977,155692,우리엔터프라이즈,37400,2016,-67836225649.0,-67836225649.0,1563934952005.0,-53467346374.0,,,,-11488576406.0,,,,,
