,bsns_year,corp_code,기말의현금,기초의현금,영업활동현금흐름,재무활동현금흐름,투자활동현금흐름
10846,2018,00364847,6302469933.0,8813929718.0,2600947963.0,-1757599305.0,-3401506532.0
10847,2019,00364847,10352176196.0,6302469933.0,8998980450.0,-2791125398.0,-2181750337.0
10848,2020,00364847,8628367040.0,10352176196.0,3617643544.0,-3908745014.0,-1405957400.0
10849,2021,00364847,20082718661.0,8628367040.0,12314648852.0,11738385463.0,-12598724111.0
10850,2015,00449379,15532720254.0,10213977927.0,-12848971027.0,22902183041.0,-4734469687.0
10851,2016,00449379,29002887652.0,15532720254.0,-40931926737.0,100456998557.0,-46054904422.0
10852,2017,00449379,41176292488.0,29002887652.0,3074147944.0,47880229400.0,-38780972508.0
10853,2018,00449379,24043479515.0,41176292488.0,51908496680.0,-55072991356.0,-13968318297.0
10854,2019,00449379,58206388157.0,24043479515.0,34071316963.0,56273345135.0,-56181753456.0
10855,2020,00449379,43920984981.0,58206388157.0,26095178864.0,-26443673199.0,-13936908841.0
10856,2021,00449379,18953033181.0,43920984981.0,48768486772.0,-22917035630.0,-50819402942.0
10857,2022,00449379,40375976002.0,18953033181.0,33129581080.0,38059406664.0,-49766044923.0
10858,2023,00449379,60310332970.0,40375976002.0,20600156843.0,115131196261.0,-115796996136.0
10859,2024,00449379,1095601651.0,60310332970.0,462088093.0,-26801025316.0,-32875794096.0
10860,2024,00397191,6462981750.0,9076193184.0,9499220931.0,-560239444.0,-11762829535.0
10861,2015,00397191,2205032401.0,3194151625.0,-4412100342.0,496820799.0,2914730353.0
10862,2016,00397191,1624030000.0,2205032401.0,-3772625895.0,2347684330.0,825015221.0
10863,2017,00397191,15007727263.0,1624030000.0,1306608504.0,11990409820.0,134944600.0
10864,2018,00397191,1844434545.0,15007727263.0,-2519615222.0,-12033000000.0,1373692079.0
10865,2019,00397191,1348322462.0,1844434545.0,-13018426237.0,9788345856.0,2690403000.0
10866,2020,00397191,9963078442.0,1348322462.0,9431944219.0,-1184175140.0,370921196.0
10867,2021,00397191,15921426222.0,10289011379.0,-1152710384.0,7273660765.0,-563103449.0
10868,2022,00397191,12827173819.0,15921426222.0,1170004242.0,-2443736166.0,-1642396438.0
10869,2023,00397191,9076193184.0,12827173819.0,8706005455.0,-12284368595.0,-185652551.0
10870,2016,00175650,545149552.0,134770455.0,1425371090.0,5480236671.0,-6495228664.0
10871,2017,00175650,15829923.0,545149552.0,-1063557482.0,-21704695045.0,22238265928.0
10872,2018,00175650,29884732.0,15162953.0,152908260.0,-159621918.0,21435437.0
10873,2019,00175650,39685676.0,29884732.0,-66163139.0,60000000.0,15964083.0
10874,2020,00175650,247288605.0,39685676.0,-33049090.0,-260000000.0,500652019.0
10875,2021,00175650,104935191.0,247288605.0,-142462955.0,,109541.0
10876,2022,00175650,55282541.0,104935191.0,-65897925.0,-10000000000.0,10016245275.0
10877,2023,00175650,93115020.0,55282541.0,-55204880.0,,93037359.0
10878,2024,00175650,34447626.0,93115020.0,-32566080.0,,-26101314.0
10879,2023,00426828,1860646894.0,981294328.0,-2873458713.0,-99849809.0,3853201046.0
10880,2024,00426828,1558650624.0,1860646894.0,-2230999527.0,6080035389.0,-4151032132.0
10881,2015,00394778,14037663.0,1170552392.0,-6140561030.0,9140846070.0,-4156798927.0
10882,2015,00523307,9258947652.0,8262069504.0,-7663090558.0,67196849886.0,-58756298355.0
10883,2016,00523307,18184564530.0,9258947652.0,-23481793104.0,25928657786.0,6761045808.0
10884,2017,00523307,12503347879.0,18184564530.0,-7929391053.0,19610820443.0,-18531790603.0
10885,2018,00523307,11842286579.0,12503347879.0,23241603012.0,4547048768.0,-28602554678.0
10886,2019,00523307,122898711196.0,11842286579.0,144252150126.0,19182141190.0,-52376584207.0
10887,2020,00523307,84117008087.0,122898711196.0,12856598050.0,12962996814.0,-64414656853.0
10888,2021,00523307,94706807155.0,84117008087.0,-121340072070.0,109529244419.0,22403330724.0
10889,2022,00523307,31063266491.0,94706807155.0,-150549199662.0,103984438999.0,-16912338569.0
10890,2023,00523307,36273288809.0,31063266491.0,-10178139430.0,19961800791.0,-4570720849.0
10891,2024,00523307,28841818056.0,36273288809.0,-62339090527.0,82986857596.0,-28302495920.0
10892,2024,00413046,693297810206.0,372661287792.0,744199738378.0,-283764924094.0,-153438625866.0
10893,2022,00413046,501359476759.0,1078949146435.0,27368540177.0,-307371200139.0,-305820591170.0
10894,2023,00413046,372661287792.0,501359476759.0,500166880182.0,-359472276698.0,-269695383152.0
10895,2015,00423690,11844515096.0,11616646169.0,-126868151.0,-1000000000.0,1354737078.0
10896,2016,00423690,8191328779.0,11844515096.0,1573856291.0,-1300000000.0,-3927042608.0
10897,2017,00423690,6571307340.0,8191328779.0,1722750008.0,-1100000000.0,-2242771447.0
10898,2018,00423690,9880409336.0,6571307340.0,4035938873.0,-1500000000.0,773163123.0
10899,2019,00423690,6273445686.0,9880409336.0,2470203436.0,-1359000000.0,-4718167086.0
10900,2020,00423690,9151473860.0,6273445686.0,1331242486.0,-1287251290.0,2834036978.0
10901,2021,00423690,6799291556.0,9151473860.0,5848720711.0,-2289184519.0,-5911718496.0
10902,2022,00423690,7902241356.0,11233697641.0,19738977557.0,-15705169511.0,-87735423.0
10903,2023,00423690,9315487491.0,11233697641.0,1948123739.0,-2223700000.0,-1642633889.0
10904,2024,00423690,7663283408.0,9315487491.0,3056726181.0,-2222698954.0,-2486231310.0
10905,2015,00385415,1923027414.0,2673073217.0,546053910.0,-1432706585.0,133701775.0
10906,2016,00385415,3993623660.0,1923027414.0,3080480037.0,6396561444.0,-7444008234.0
10907,2017,00385415,5236085191.0,3993623660.0,2093733598.0,,-682328428.0
10908,2018,00385415,5572830286.0,5236085191.0,4843610513.0,-2637764460.0,-1919580736.0
10909,2019,00385415,6002463064.0,5572830286.0,5549435158.0,-214330700.0,-4888754130.0
10910,2020,00385415,9047857289.0,6087062644.0,4503206043.0,-300062980.0,-1164132684.0
10911,2021,00385415,11370369247.0,9047857289.0,6744973476.0,-308532980.0,-4110211588.0
10912,2022,00385415,5711717551.0,11370369247.0,2646481977.0,-309302980.0,-7979590031.0
10913,2023,00385415,3150035830.0,5711717551.0,5924145730.0,-2647963719.0,-5814672353.0
10914,2024,00385415,1729864256.0,3150035830.0,4120767622.0,-291737306.0,-5260211066.0
10915,2015,00201450,21939935603.0,1797851192.0,-47805028812.0,98665845919.0,-30724687824.0
10916,2017,00201450,20380066527.0,46463147745.0,-45872728175.0,27516750947.0,-7709415157.0
10917,2018,00201450,23201766137.0,20380066527.0,-22018386423.0,-9557555425.0,34430811451.0
10918,2020,00201450,,46588346582.0,-127905928385.0,170903028089.0,-15775443004.0
10919,2021,00201450,,73780498453.0,-60707653603.0,154113118291.0,-26176878137.0
10920,2022,00201450,,141080391513.0,-268615590710.0,195900878480.0,-35716645671.0
10921,2023,00201450,92455111735.0,32641583034.0,-29147337404.0,124472616435.0,-35522376029.0
10922,2024,00201450,428373622292.0,92455111735.0,143791617392.0,275168514674.0,-83059258950.0
10923,2024,00407975,110754299.0,229838264.0,252423587.0,-262771679.0,-109953590.0
10924,2016,00407975,2235669480.0,1213581847.0,2304871995.0,2867915875.0,-4152498505.0
10925,2017,00407975,2406046693.0,2235669480.0,302628339.0,792159665.0,-894143578.0
10926,2018,00407975,1517251838.0,2406046693.0,-1769651551.0,3411576000.0,-2557014648.0
10927,2019,00407975,3446043567.0,1517251838.0,932067904.0,-9113494900.0,10124311750.0
10928,2020,00407975,446647352.0,3446043567.0,1180181078.0,6190433410.0,-10364598488.0
10929,2021,00407975,2817048287.0,446647352.0,-995261535.0,6097064340.0,-2738335583.0
10930,2022,00407975,1984227311.0,2817048287.0,-1605332905.0,3449499500.0,-2652289543.0
10931,2023,00407975,229838264.0,1984227311.0,-640288699.0,-56000000.0,-1072180301.0
10932,2015,00541349,8958476262.0,2546271163.0,13587609854.0,60526728136.0,-67701763923.0
10933,2016,00541349,8840226736.0,8958476262.0,-26791294983.0,24321703024.0,2340842136.0
10934,2017,00541349,3872324328.0,8840226736.0,-10476577807.0,6646232920.0,-1126042358.0
10935,2018,00541349,6641137817.0,3872324328.0,13517467954.0,-3508907230.0,-7239706733.0
10936,2019,00541349,10722635965.0,6641137817.0,28417935391.0,8256864815.0,-32592861326.0
10937,2020,00541349,25714519165.0,10722635965.0,36323233079.0,23621487027.0,-44952749386.0
10938,2021,00541349,80186076114.0,25747837109.0,93151163753.0,-22410209672.0,-16303962512.0
10939,2022,00541349,,80186076114.0,-4045950275.0,-30181023227.0,-14565992470.0
10940,2023,00541349,,31390934489.0,8756670843.0,-16214991032.0,-4221141107.0
10941,2024,00541349,45479669646.0,19710549631.0,56588067889.0,-18706103663.0,-12116188605.0
10942,2015,00361594,2321118814.0,10401926458.0,22477992990.0,-30101555870.0,-457244764.0
10943,2016,00361594,1213183087.0,2321118814.0,17289165539.0,-15988815840.0,-2408285874.0
10944,2017,00361594,10406348467.0,1213183087.0,6036139021.0,17704808430.0,-14544824835.0
10945,2018,00361594,7468070847.0,10406348467.0,-25393056041.0,24949944421.0,-2494153905.0
10946,2019,00361594,8731929797.0,7468070847.0,27562793041.0,-28145622569.0,1870894408.0
10947,2020,00361594,40666358663.0,8731929797.0,62838124965.0,-6959147116.0,-23528366420.0
10948,2021,00361594,44672533648.0,40666358663.0,19315421862.0,-35803542214.0,20508742435.0
10949,2022,00361594,39319481932.0,44672533648.0,16008641457.0,-26468080676.0,5198234001.0
10950,2023,00361594,15510979252.0,39319481932.0,-5959462682.0,22270814015.0,-40025366798.0
10951,2024,00361594,23412568940.0,15510979252.0,32834308370.0,-21539150958.0,-3501416250.0
10952,2015,00423609,18776083395.0,45405500769.0,53013308603.0,11346499272.0,-90846495013.0
10953,2015,00398808,2839527209.0,3682418828.0,6692543991.0,,
10954,2016,00398808,4451280300.0,2839527209.0,11383550414.0,-2826570920.0,-6945226403.0
10955,2017,00398808,1886504278.0,4451280300.0,7455785833.0,-2667281920.0,-7353279935.0
10956,2018,00398808,4819773782.0,1886504278.0,11407754524.0,-6612266650.0,-1862218370.0
10957,2019,00398808,7045675332.0,4819773782.0,19706318506.0,138781591.0,-17619198547.0
10958,2020,00398808,1707284110.0,7045675332.0,8222430872.0,-7022838865.0,-6537983229.0
10959,2021,00398808,13464106616.0,1707284110.0,30318886581.0,-8764195925.0,-9797868150.0
10960,2022,00398808,7819100075.0,13464106616.0,30293354546.0,-12083662568.0,-23854698519.0
10961,2023,00398808,16307824826.0,7819100075.0,19664588863.0,-8046394460.0,-3129469652.0
10962,2024,00398808,4825596112.0,16307824826.0,29918879375.0,25765662630.0,-67166770719.0
10963,2024,00308896,2025045429.0,448770235.0,3644230166.0,-3417258133.0,1322691117.0
10964,2022,00308896,1998972448.0,9002222938.0,1377514156.0,-469025498.0,-7908040892.0
10965,2023,00308896,448770235.0,1998972448.0,-695326566.0,-5641665658.0,4786720168.0
10966,2015,00308896,862990586.0,3485333728.0,-2852389051.0,336100570.0,-106107470.0
10967,2016,00308896,8953452950.0,862990586.0,1958692105.0,2218313742.0,3536183453.0
10968,2017,00308896,1675702286.0,8953452950.0,-2245194312.0,-1278029006.0,-3751766420.0
10969,2018,00308896,2251330679.0,1675702286.0,114817617.0,179117717.0,281049139.0
10970,2019,00308896,1630998202.0,2251330679.0,528751593.0,7646435489.0,-8823503642.0
10971,2020,00308896,5243001357.0,1630998202.0,-185607923.0,-624394687.0,4598514122.0
10972,2021,00308896,9002222938.0,5243001357.0,-1215902743.0,5700754477.0,-828962697.0
10973,2015,00405320,16863033602.0,22690413598.0,99297991949.0,1213600000.0,-106322202457.0
10974,2016,00405320,22963582259.0,16863033602.0,47997420769.0,-5360475100.0,-36769172226.0
10975,2017,00405320,42264397830.0,22963582259.0,37246837830.0,0.0,-17515246492.0
10976,2018,00405320,51924146518.0,42264397830.0,83284296472.0,-4940749300.0,-68697844901.0
10977,2019,00405320,34547337371.0,51924146518.0,25814025162.0,-299704567.0,-42769447237.0
10978,2020,00405320,60829067174.0,34547337371.0,132135521771.0,-8326826286.0,-95421792850.0
10979,2021,00405320,50695780378.0,60829067174.0,89953259802.0,-20531539236.0,-79516591440.0
10980,2022,00405320,33447759267.0,50695780378.0,53292314608.0,-11376903282.0,-58634382160.0
10981,2023,00405320,66971270680.0,33447759267.0,76410691241.0,-13048032411.0,-29803445769.0
10982,2024,00405320,251786198135.0,66971270680.0,95189375445.0,-11036864762.0,100069587798.0
10983,2023,00402989,181449992.0,112999386.0,-1603871727.0,1675689410.0,-3367077.0
10984,2024,00402989,471940792.0,401017871.0,-9612679813.0,6854163731.0,2821267736.0
10985,2015,00402989,15280936444.0,9045451956.0,-1015320225.0,20858686129.0,-13611499442.0
10986,2016,00402989,5196978982.0,15280936444.0,-10925692951.0,11581552063.0,-10749612023.0
10987,2017,00402989,4631252328.0,5196978982.0,1736019502.0,35469895342.0,-37765633774.0
10988,2018,00402989,9767417060.0,4631252328.0,-4267107072.0,55536212978.0,-46119888444.0
10989,2019,00402989,7082537036.0,9767417060.0,24149166926.0,-4485926967.0,-22343190080.0
10990,2020,00402989,163722892.0,7082537036.0,5557708782.0,-1089905755.0,-11384753866.0
10991,2021,00402989,144880971.0,163722892.0,-4163335630.0,-2767588706.0,6911924282.0
10992,2022,00402989,112999386.0,144880971.0,-16591167335.0,191358470.0,16367927280.0
10993,2015,00410997,2723239367.0,2249583081.0,-701621173.0,-1284132319.0,2459409778.0
10994,2016,00410997,4326249016.0,2723239367.0,-2110662903.0,1708318761.0,2005353791.0
10995,2017,00410997,4964255235.0,4326249016.0,545423947.0,450569371.0,-357987099.0
10996,2018,00410997,913466155.0,4964255235.0,-1088456622.0,5270379050.0,-8232711508.0
10997,2019,00410997,1953822342.0,913466155.0,-382652288.0,13366759741.0,-11943751266.0
10998,2020,00410997,1525845732.0,1953822342.0,1273509017.0,-742064985.0,-959420642.0
10999,2021,00410997,346954739.0,1525845732.0,-1732085437.0,1425308062.0,-872113618.0
11000,2022,00410997,5329752772.0,346954739.0,2765800631.0,3198006688.0,-981009286.0
11001,2023,00410997,4303980947.0,5329752772.0,-9165123512.0,6251080752.0,1888270935.0
11002,2024,00410997,3894010791.0,4303980947.0,-323781984.0,157914855.0,-244103027.0
11003,2022,00426086,36640150943.0,8777836607.0,44370414983.0,-79658324305.0,63150223658.0
11004,2023,00426086,53693841923.0,36640150943.0,221808754161.0,-55858935224.0,-148895832395.0
11005,2024,00426086,14111234663.0,53693841923.0,80032902998.0,-45832702785.0,-73782807473.0
11006,2015,00426086,5135251309.0,82472067.0,63214189368.0,-46098917956.0,-12062492170.0
11007,2016,00426086,10099162747.0,5135251309.0,114320965790.0,-46575194666.0,-62781859686.0
11008,2017,00426086,12865461720.0,10099162747.0,158916675864.0,23565089469.0,-179715462813.0
11009,2018,00426086,20166381687.0,12865461720.0,116463007793.0,-74765199263.0,-34396735861.0
11010,2019,00426086,21188044426.0,20166381687.0,108186289642.0,-31914944328.0,-75249682575.0
11011,2020,00426086,23701483947.0,21188044426.0,90070641214.0,-93259664800.0,5720296822.0
11012,2021,00426086,7988158175.0,23701483947.0,83249928645.0,-28716472803.0,-70246745025.0
11013,2024,00400121,8356648725.0,7043750318.0,2714306512.0,-864789891.0,-566571980.0
11014,2015,00400121,357328653.0,1623904516.0,3045115942.0,1136846795.0,-5448881046.0
11015,2016,00400121,244774480.0,357328653.0,2438856616.0,-3217900000.0,666349319.0
11016,2017,00400121,260070386.0,244774480.0,-1762701649.0,2458400000.0,-679877598.0
11017,2018,00400121,61115332.0,260070386.0,-2256969736.0,-6740000000.0,8797835645.0
11018,2019,00400121,487269374.0,61115332.0,-4062484851.0,1214385264.0,3274252261.0
11019,2020,00400121,767031409.0,487269374.0,650742660.0,3085589788.0,-3453697434.0
11020,2021,00400121,1195061708.0,767031409.0,5401616801.0,-6904269514.0,1930749634.0
11021,2022,00400121,3780019131.0,1195061708.0,5400131312.0,-2165029559.0,-617732791.0
11022,2023,00400121,7043750318.0,3780019131.0,2639585054.0,1138594261.0,-476110418.0
11023,2015,00415707,6186256342.0,12221373952.0,-4384416045.0,-244700000.0,-1453534535.0
11024,2016,00415707,9990578127.0,6186256342.0,818166157.0,,2952147151.0
11025,2017,00415707,14994146273.0,9990578127.0,4029037939.0,,1130825992.0
11026,2018,00415707,12151634536.0,14994146273.0,-1152571623.0,-279752580.0,-1524524497.0
11027,2019,00415707,12697922503.0,12151634536.0,344640094.0,-651469042.0,820116908.0
11028,2020,00415707,7168682876.0,12697922503.0,-5571791918.0,-457575687.0,561919238.0
11029,2021,00415707,10837908135.0,7168682876.0,9914650125.0,-242237524.0,-6022257400.0
11030,2022,00415707,16587447029.0,10837908135.0,1419607347.0,-1136273744.0,5490301961.0
11031,2023,00415707,8355053151.0,16587447029.0,-2666818598.0,-138306638.0,-5423654977.0
11032,2024,00415707,6019462242.0,8355053151.0,2055399780.0,-268970618.0,-4125211489.0
11033,2015,00428729,6049334905.0,20800363626.0,7541061360.0,-19623196979.0,-2670285912.0
11034,2016,00428729,3798808019.0,6049334905.0,2886120909.0,-3133755660.0,-2003052698.0
11035,2017,00428729,5858191862.0,3798808019.0,7056439832.0,-2947594412.0,-2041293537.0
11036,2018,00428729,7618940068.0,5858191862.0,6647772841.0,-3044853100.0,-1838706378.0
11037,2019,00428729,5810382313.0,7618940068.0,2030027160.0,-2205433557.0,-1629453541.0
11038,2020,00428729,9946987971.0,5810382313.0,-4646911552.0,18635530403.0,-9838992063.0
11039,2021,00428729,35790241599.0,9946987971.0,-3831573160.0,46188135388.0,-16515700832.0
11040,2022,00428729,35940823853.0,35790241599.0,5065643371.0,6347538091.0,-11236550235.0
11041,2023,00428729,33500466687.0,35940823853.0,6657574531.0,-5078836916.0,-4013204456.0
11042,2024,00428729,29524438982.0,33500466687.0,1352705821.0,3681688446.0,-9056338185.0
11043,2024,00306719,47767761724.0,29580922908.0,24553488735.0,-4246029014.0,-3790179511.0
11044,2015,00306719,13142257977.0,8528369787.0,10331536833.0,-3195800000.0,-2729578000.0
11045,2016,00306719,14546582330.0,13142257977.0,9206563140.0,-2607100000.0,-5403427062.0
11046,2017,00306719,17664211201.0,14546582330.0,10867252845.0,-4205000000.0,-3300417148.0
11047,2018,00306719,15124496389.0,17664211201.0,13816878558.0,-4205000000.0,-12112572324.0
11048,2019,00306719,19834158398.0,15124496389.0,10440582158.0,-4205000000.0,-1415260082.0
11049,2020,00306719,50787169895.0,19834158398.0,10944310113.0,-5049421713.0,25264904832.0
11050,2021,00306719,3962096922.0,50787169895.0,-23704330917.0,-3386742619.0,-19707750135.0
11051,2022,00306719,28658281012.0,3962096922.0,4405692212.0,-41784109.0,25133473759.0
11052,2023,00306719,29580922908.0,32620377934.0,7810310720.0,-2564144683.0,-8208476385.0
11053,2017,00367482,3018743333.0,3803180412.0,-5176896042.0,14936760065.0,-10526090871.0
11054,2018,00367482,4089337534.0,3018743333.0,5298285176.0,36503936419.0,-40731872971.0
11055,2019,00367482,32326324551.0,4089337534.0,21321699029.0,-2108410072.0,9112002762.0
11056,2020,00367482,21723445498.0,32326324551.0,-14240330217.0,-277877951.0,3955482114.0
11057,2021,00367482,28245088169.0,21723445498.0,-2579116430.0,15053161538.0,-5960508296.0
11058,2022,00367482,21239248274.0,28245088169.0,2920474036.0,14648194538.0,-24129709760.0
11059,2023,00367482,2745829644.0,21239248274.0,-12408770927.0,1503874536.0,-7588096517.0
11060,2015,00367482,3474356614.0,7688930123.0,-1651340686.0,-1718607373.0,-862462251.0
11061,2016,00367482,3803180412.0,3474356614.0,-41791579.0,12543075499.0,-12189712484.0
11062,2024,00367482,9797006660.0,2745829644.0,-4586340641.0,16008097131.0,-4372194490.0
11063,2015,00427483,33617234394.0,34821274358.0,37597461933.0,84976626734.0,-123938469834.0
11064,2016,00427483,55645111352.0,33617234394.0,13710904112.0,152238125154.0,-143849637396.0
11065,2017,00427483,42241466296.0,55645111352.0,63297189973.0,-18033911678.0,-58297252919.0
11066,2018,00427483,34808238832.0,42241466296.0,,-7012270689.0,-54324962553.0
11067,2019,00427483,19718513562.0,34808238832.0,,-5098489061.0,-48243879672.0
11068,2020,00427483,52142241479.0,19718513562.0,,70438580168.0,-136446029569.0
11069,2021,00427483,33106569581.0,52142241479.0,,32886962550.0,-100212597090.0
11070,2022,00427483,30988414855.0,33106569581.0,92493752155.0,-6206698112.0,-89107823013.0
11071,2023,00427483,17216659155.0,30988414855.0,132568693215.0,42215207236.0,-188264007393.0
11072,2024,00427483,30290982480.0,17216659155.0,55503480208.0,148599112030.0,-191632410172.0
11073,2015,00357360,12755354164.0,1568118318.0,11592946763.0,8200317719.0,-8606675224.0
11074,2016,00357360,23447605755.0,12755354164.0,12348712556.0,-9168479047.0,7419531532.0
11075,2017,00357360,6342376095.0,23447605755.0,6201205167.0,-15785215336.0,-7203145340.0
11076,2018,00357360,3036954372.0,6342376095.0,22316812885.0,-16804190173.0,-8806038432.0
11077,2019,00357360,738175396.0,3036954372.0,-4253032385.0,7102119042.0,-5150130736.0
11078,2020,00357360,714676642.0,738175396.0,7098425402.0,-7446272973.0,324351992.0
11079,2021,00357360,1976660510.0,714676642.0,7269487338.0,-3345042838.0,-2692656621.0
11080,2022,00357360,4064292743.0,1976660510.0,5018091522.0,6632447088.0,-9542112839.0
11081,2023,00357360,1133018815.0,4064292743.0,-1311996116.0,18518195680.0,-20143432465.0
11082,2024,00357360,2961218014.0,1133018815.0,-16244034520.0,33602035789.0,-15544316435.0
11083,2015,00151298,2608859617.0,1346632631.0,33331813187.0,-25557436813.0,-6512825990.0
11084,2016,00151298,3357755344.0,2608859617.0,13947555647.0,-6782470683.0,-6424880212.0
11085,2017,00151298,2075455966.0,3357755344.0,3808806859.0,5277866479.0,-10362062751.0
11086,2018,00151298,3789518735.0,2075455966.0,10290732328.0,690434879.0,-9254186965.0
11087,2019,00151298,4546949098.0,3789518735.0,14537643170.0,-9136111899.0,-4622137938.0
11088,2020,00151298,3317310309.0,4546949098.0,12729486727.0,-779476163.0,-13155060661.0
11089,2021,00151298,12519868143.0,3317310309.0,-13140394540.0,21223412221.0,1128359041.0
11090,2022,00151298,5241537821.0,12519868143.0,20596556166.0,-11160552379.0,-16704479877.0
11091,2023,00151298,3741647444.0,5241537821.0,41711758096.0,-18820628477.0,-24379427626.0
11092,2024,00151298,14883766414.0,3741647444.0,6221992676.0,-6803927120.0,11711471391.0
11093,2015,00426068,7639685306.0,627602063.0,-3239436377.0,19347385195.0,-9124744884.0
11094,2016,00426068,2677123279.0,7639685306.0,-739565070.0,,-4213885085.0
11095,2017,00426068,15176694735.0,18907343351.0,-5224966725.0,-11196487096.0,13213790409.0
11096,2018,00426068,2039023507.0,15176694735.0,-9272498169.0,10083293370.0,-13888382415.0
11097,2019,00426068,1184282974.0,2039023507.0,,-3244853441.0,-1598038601.0
11098,2020,00426068,2616106755.0,1184282974.0,-855068128.0,3642801761.0,-1309528536.0
11099,2021,00426068,5924907524.0,2616106755.0,-2298322156.0,-13820296724.0,19583393329.0
11100,2022,00426068,5080464751.0,6210962139.0,-18533256183.0,-663481803.0,18568756919.0
11101,2023,00426068,11721637797.0,5080464751.0,485039298.0,-469758400.0,6635336758.0
11102,2024,00426068,4009442325.0,11721637797.0,-9088105947.0,17026391200.0,-15657876854.0
11103,2015,00428251,10033635000.0,10366401000.0,151594139000.0,212719915000.0,-364646820000.0
11104,2016,00428251,14222329000.0,10033635000.0,315446579000.0,115278928000.0,-426536813000.0
11105,2017,00428251,27781424000.0,14222329000.0,292391666000.0,-272263052000.0,-6569519000.0
11106,2018,00428251,160819887000.0,27781424000.0,504307080000.0,-139115689000.0,-232152928000.0
11107,2019,00428251,22044109000.0,160819887000.0,358548559000.0,-54656278000.0,-442668059000.0
11108,2020,00428251,10048286000.0,22044109000.0,261738099000.0,576896055000.0,-850629977000.0
11109,2021,00428251,15606100000.0,10048286000.0,409047057000.0,-433675489000.0,30186246000.0
11110,2022,00428251,15590907000.0,15606100000.0,307395260000.0,736439878000.0,-1043850331000.0
11111,2023,00428251,38250407000.0,15590907000.0,485770772000.0,33834275000.0,-496945547000.0
11112,2024,00428251,37632248000.0,38250407000.0,529125206000.0,-425267644000.0,-104475721000.0
11113,2015,00683007,3994759000.0,2682523000.0,-747081000.0,,2058853000.0
11114,2016,00683007,1341087000.0,3994759000.0,-3323546000.0,876679000.0,-232471000.0
11115,2020,00683007,11684887000.0,1839924000.0,561238000.0,-316159000.0,9600954000.0
11116,2021,00683007,6014055104.0,11684885665.0,437560571.0,-275156043.0,-5834018785.0
11117,2022,00683007,1416264413.0,6014055104.0,867708491.0,-305871570.0,-5163178742.0
11118,2023,00683007,2059123476.0,1416264413.0,-773630796.0,2633580790.0,-1214587663.0
11119,2017,00683007,2504889000.0,1341087000.0,1496341000.0,6645929000.0,-6971196000.0
11120,2018,00683007,1587050000.0,2504889000.0,-1427428000.0,,509594000.0
11121,2019,00683007,1839924000.0,1587050000.0,530224000.0,-305808000.0,28952000.0
11122,2015,00470829,300182285.0,31033860.0,3466538277.0,-2408561151.0,-788773778.0
11123,2016,00470829,255210642.0,300182285.0,-3549255245.0,4141859523.0,-640803133.0
11124,2017,00470829,3160696423.0,255210642.0,12374731624.0,-16099473880.0,6630341190.0
11125,2018,00470829,1189151745.0,3160696423.0,-6350524599.0,-1365650560.0,5745134619.0
11126,2019,00470829,5919592846.0,1189151745.0,4679572662.0,-941424274.0,992292807.0
11127,2020,00470829,21132215562.0,5919592846.0,-2379002900.0,-850310434.0,18441936275.0
11128,2021,00470829,3385039264.0,2872638495.0,-7466700127.0,-1214938820.0,9194039716.0
11129,2022,00470829,3039026878.0,3385039264.0,1189473491.0,-804829429.0,-730656440.0
11130,2023,00470829,6318849214.0,3039026878.0,4185680328.0,-645492048.0,-260365944.0
11131,2024,00470829,2022938040.0,6318849214.0,-4258116677.0,260642747.0,-298437244.0
11132,2024,00365989,12220025051.0,25112421773.0,-100502546287.0,58445303770.0,29164845795.0
11133,2016,00365989,74102349941.0,48001272764.0,-19047194840.0,29589224236.0,15559047781.0
11134,2017,00365989,32132382490.0,74102349941.0,17810276772.0,1684159723.0,-61464403946.0
11135,2018,00365989,59237812525.0,32132382490.0,52429970074.0,-8131436664.0,-17193103375.0
11136,2019,00365989,48816058133.0,59237812525.0,23614041125.0,-13495541559.0,-20540253958.0
11137,2020,00365989,71779602729.0,48816058133.0,51036642560.0,4797885286.0,-32870983250.0
11138,2021,00365989,35300450264.0,71779602729.0,-11535329024.0,5206410538.0,-30150233979.0
11139,2022,00365989,35658591430.0,35300450264.0,25295678463.0,-5480277962.0,-19457259335.0
11140,2023,00365989,25112421773.0,35658591430.0,131031198224.0,-7632558730.0,-133944809151.0
11141,2015,00435312,8716901814.0,1358175248.0,13550693458.0,-3375279625.0,-2817997544.0
11142,2016,00435312,10331129341.0,8716901814.0,6523548917.0,8401651825.0,-13358555457.0
11143,2017,00435312,12356990085.0,10331129341.0,-2047385372.0,-2567137800.0,6817900485.0
11144,2018,00435312,17396593318.0,12356990085.0,13704669013.0,-8499926631.0,-51399350.0
11145,2019,00435312,16870965738.0,17396593318.0,-4412726198.0,5270808680.0,-1379295294.0
11146,2020,00435312,17193430491.0,16870965738.0,3883753545.0,4558420211.0,-7882299042.0
11147,2021,00435312,17705959265.0,17193430491.0,875803513.0,606381562.0,-980374079.0
11148,2022,00435312,19240746030.0,17705959265.0,-165673157.0,6988825442.0,-5153766748.0
11149,2023,00435312,20291508534.0,19240746030.0,19637386441.0,-16351712122.0,-2126181418.0
11150,2024,00435312,20160007173.0,20291508534.0,3075205027.0,-5700682436.0,2273850327.0
11151,2015,00435969,29703794517.0,16631974220.0,6943635831.0,2209526984.0,2707099214.0
