,bsns_year,corp_code,기말의현금,기초의현금,영업활동현금흐름,재무활동현금흐름,투자활동현금흐름
6516,2021,00134510,24458501020.0,42007195096.0,17837772818.0,-18228165432.0,-17154812921.0
6517,2022,00134510,27163773819.0,24458501020.0,8383113978.0,-12213659835.0,6583772687.0
6518,2023,00134510,22254106485.0,27163773819.0,37681530572.0,-35143119434.0,-7415318494.0
6519,2015,00105138,10111354781.0,5180298546.0,4805634645.0,1284954512.0,7317595701.0
6520,2016,00105138,410896166.0,18588483404.0,-21749422176.0,6655953854.0,-3061973023.0
6521,2017,00105138,589973438.0,410896166.0,-3440927956.0,3159501444.0,481105709.0
6522,2018,00105138,799456878.0,589973438.0,-8994819929.0,19230755104.0,-9987233736.0
6523,2019,00105138,830078260.0,799456878.0,10505407025.0,-5199305682.0,-5271350727.0
6524,2020,00105138,3267008561.0,830078260.0,6768754622.0,-6920841400.0,2635566372.0
6525,2021,00105138,26651961313.0,3267008561.0,2829526738.0,19430468873.0,1084739671.0
6526,2022,00105138,55775903594.0,26651961313.0,7302533460.0,57844844296.0,-36068734123.0
6527,2023,00105138,14637051637.0,55775903594.0,-18641537890.0,-3543587614.0,-18983168435.0
6528,2024,00105138,13529602044.0,14637051637.0,991015327.0,10535328679.0,-12927250342.0
6529,2024,00238001,1915930367.0,8307442741.0,12386775718.0,19034202000.0,-37850794092.0
6530,2015,00238001,52133843935.0,26125104707.0,41967924309.0,-7605252400.0,-8778297953.0
6531,2016,00238001,61784086464.0,52133843935.0,15287830847.0,-10305735430.0,2757107546.0
6532,2017,00238001,46526948385.0,60988639002.0,12501198969.0,-7157283480.0,-17413569558.0
6533,2018,00238001,13154478068.0,46526948385.0,-2509177040.0,-902292400.0,-30520134278.0
6534,2019,00238001,5175554871.0,13154478068.0,9510596933.0,,-17482869214.0
6535,2020,00238001,2918747286.0,5175554871.0,-6550773580.0,,4312184593.0
6536,2021,00238001,9394929914.0,2918747286.0,6016237707.0,-8061220.0,469846673.0
6537,2022,00238001,6303471308.0,9394929914.0,3068526109.0,-1114846235.0,-4976540292.0
6538,2023,00238001,8307442741.0,6303471308.0,10133374698.0,54202000.0,-8151691630.0
6539,2018,00264787,431421193.0,70326852.0,-27789208475.0,20673774915.0,7476527901.0
6540,2015,00264787,1690945925.0,742113540.0,-19366727.0,-1772900605.0,2741099717.0
6541,2016,00264787,1414103513.0,1690945925.0,-3346358252.0,3157867786.0,-88351946.0
6542,2017,00264787,70326852.0,1414103513.0,-2814551192.0,-20274430.0,1491048961.0
6543,2023,00243988,322591759544.0,348285859824.0,1073863487835.0,-46473470032.0,-1053092729593.0
6544,2024,00243988,411914374320.0,322591759544.0,1161330347034.0,-196229137480.0,-879838192695.0
6545,2015,00227333,30977610196.0,18127647382.0,44723009940.0,-115221115.0,-31768599972.0
6546,2016,00227333,39276595080.0,30977610196.0,49106225171.0,-8001018874.0,-32828009251.0
6547,2017,00227333,39899254501.0,39276595080.0,60293557848.0,3661472512.0,-63310069346.0
6548,2018,00227333,31223127770.0,39899254501.0,44020966011.0,-36883564317.0,-15806824158.0
6549,2019,00227333,31942335251.0,31223127770.0,68965066634.0,90832268077.0,-159062864271.0
6550,2020,00227333,66338551042.0,31942335251.0,22295816466.0,45439842775.0,-33320367541.0
6551,2021,00227333,60382057253.0,66338551042.0,43538536978.0,27623298407.0,-77118022350.0
6552,2022,00227333,38382364338.0,60382057253.0,43085385977.0,5348749973.0,-70433378503.0
6553,2023,00227333,53427773695.0,38382364338.0,49226823686.0,37337150546.0,-71518327294.0
6554,2024,00227333,16167902443.0,53427773695.0,58841939316.0,-100688293738.0,4585777865.0
6555,2015,00244455,208146724055.0,195362010725.0,1318304581560.0,-429249674870.0,-876292530875.0
6556,2016,00244455,528371808155.0,208146724055.0,1352796920286.0,-427789142070.0,-604964310916.0
6557,2017,00244455,589765862776.0,528371808155.0,1103557805828.0,-449748911500.0,-592096968206.0
6558,2018,00244455,748123323519.0,589765862776.0,658309046702.0,-505060508000.0,5526009206.0
6559,2019,00244455,656775412332.0,748123323519.0,770157457290.0,-511118172419.0,-349260247140.0
6560,2020,00244455,1076113853748.0,656775412332.0,1186128383369.0,-778477470287.0,13287903556.0
6561,2021,00244455,590603139764.0,1076113853748.0,1103678444553.0,-954153562201.0,-635132982127.0
6562,2022,00244455,939549506970.0,590603139764.0,822519619816.0,-941345332118.0,470356895657.0
6563,2023,00244455,210392000000.0,939550000000.0,969780000000.0,-741289000000.0,-955834000000.0
6564,2024,00244455,588812000000.0,210392000000.0,810106000000.0,-314244000000.0,-160817000000.0
6565,2015,00276083,2734273316.0,4101593039.0,4624338022.0,235445000.0,-6246618435.0
6566,2016,00276083,1676804047.0,2734273316.0,-1129632137.0,0.0,78421538.0
6567,2017,00276083,26367482230.0,1676804047.0,-4593537894.0,39576612960.0,-10282237023.0
6568,2018,00276083,17801807207.0,26367482230.0,-1393092180.0,-2005716036.0,-5172632465.0
6569,2019,00276083,10648483980.0,17828581731.0,-7918681280.0,-16808320215.0,17546903325.0
6570,2020,00276083,5595464837.0,10648483980.0,-340006975.0,-1575387689.0,-3137594109.0
6571,2021,00276083,10215117138.0,5595464837.0,-302357274.0,-79494000.0,5001461820.0
6572,2022,00276083,10377530647.0,10215117138.0,1589813271.0,-1355185213.0,-46050457.0
6573,2023,00276083,7947304962.0,10479240729.0,-2499571535.0,8000000.0,-11946408.0
6574,2024,00276083,71368643054.0,7947304962.0,-677132751.0,77668192537.0,-13593366094.0
6575,2015,00204642,639185487.0,256693520.0,4302197869.0,-1955141210.0,-1964564692.0
6576,2016,00204642,2339221270.0,639185487.0,2454419829.0,-1807801040.0,1053416994.0
6577,2017,00204642,751203443.0,2339221270.0,7621662885.0,-711606640.0,-8498074072.0
6578,2018,00204642,3235073396.0,751203443.0,600652050.0,-959156500.0,2842374403.0
6579,2019,00204642,1333672440.0,3235073396.0,1716379643.0,-1088595174.0,-2529185425.0
6580,2020,00204642,4399299883.0,1333672440.0,6372114200.0,-1659607506.0,-1646879251.0
6581,2021,00204642,4973510340.0,4399299883.0,8850630945.0,-1050781132.0,-7225639356.0
6582,2022,00204642,2304465858.0,4973510340.0,-2085867862.0,-1378615682.0,795439062.0
6583,2023,00204642,2989095147.0,2304465858.0,1692846170.0,-1550263065.0,542046184.0
6584,2024,00204642,5682391590.0,2989095147.0,10598525169.0,-1828067196.0,-6077161530.0
6585,2015,00121543,23961954317.0,20458969490.0,76273166100.0,-11150814589.0,-61653709142.0
6586,2024,00121543,239764705715.0,20380468180.0,21827217205.0,-9568158160.0,207125178490.0
6587,2016,00121543,40487135073.0,23961954317.0,53686611755.0,-11604632287.0,-25612311108.0
6588,2017,00121543,46500235990.0,40487135073.0,21175370448.0,20204596200.0,-35366865731.0
6589,2018,00121543,17046275493.0,46500235990.0,-14062862337.0,2134596200.0,-17525694360.0
6590,2019,00121543,59405640175.0,17046275493.0,787343348.0,-15584895573.0,57156916907.0
6591,2020,00121543,23600392656.0,59405640175.0,8427259086.0,-33204471703.0,-11028034902.0
6592,2021,00121543,10531610898.0,23600392656.0,47018358462.0,48738925154.0,-108826459008.0
6593,2022,00121543,19231408386.0,10531610898.0,28101612530.0,-27234807270.0,7832787682.0
6594,2023,00121543,20380468180.0,19231408386.0,14295482885.0,-21245077994.0,8102539795.0
6595,2022,00159616,307351155785.0,423695206240.0,271743599417.0,32376551421.0,-430610527224.0
6596,2023,00159616,733013687734.0,307351155785.0,865977990171.0,-212264097377.0,-231580741019.0
6597,2024,00159616,645087000000.0,733014000000.0,-113720000000.0,344549000000.0,-391238000000.0
6598,2015,00159616,754506961500.0,295172572341.0,-241769865688.0,1112516426464.0,-417895201057.0
6599,2016,00159616,344209445119.0,754506961500.0,544293141891.0,7767542011.0,-964783537802.0
6600,2017,00159616,461228066068.0,344209445119.0,-63838709562.0,552082204337.0,-336904623565.0
6601,2018,00159616,525737852074.0,461228066068.0,139515296057.0,-271561293065.0,187400963788.0
6602,2019,00159616,345832725637.0,525737852074.0,-170537822335.0,444819927468.0,-457981258686.0
6603,2020,00159616,281631480208.0,345832725637.0,-639568322881.0,1126970360917.0,-542348333819.0
6604,2021,00159616,423695206240.0,281631480208.0,561060480357.0,-979386603498.0,543817593275.0
6605,2015,00130772,24397524311.0,38098359539.0,31755859737.0,54896893700.0,-100353588665.0
6606,2016,00130772,3699469267.0,24397524311.0,937470612.0,5746543350.0,-27408233903.0
6607,2017,00130772,1241655658.0,3699469267.0,82983756832.0,39558906000.0,-125000476441.0
6608,2018,00130772,3965594184.0,1241655658.0,54655951662.0,-47889066000.0,-4013997471.0
6609,2019,00130772,4137994894.0,3965594184.0,-33871785032.0,128094030606.0,-94049844864.0
6610,2020,00130772,11001692524.0,4137994894.0,76768613138.0,-41925686878.0,-27577061163.0
6611,2021,00130772,2628622535.0,11001692524.0,94468310129.0,-2856420612.0,-99977414802.0
6612,2022,00130772,71935347938.0,2628622535.0,-316026092.0,-57672155487.0,127313657453.0
6613,2023,00130772,21960406223.0,71935347938.0,23758742043.0,-57350117510.0,-16380931396.0
6614,2024,00130772,684225299.0,21960406223.0,-6271848578.0,20514525102.0,-35536833642.0
6615,2024,00105873,238477000000.0,334502000000.0,97365000000.0,1152241000000.0,-1345631000000.0
6616,2015,00105873,108044000000.0,100558000000.0,1596311000000.0,-297752000000.0,-1291073000000.0
6617,2016,00105873,259467000000.0,108044000000.0,1719626000000.0,265311000000.0,-1833514000000.0
6618,2017,00105873,566408000000.0,259467000000.0,4271814000000.0,299498000000.0,-4264371000000.0
6619,2018,00105873,473283000000.0,566408000000.0,3685474000000.0,1714582000000.0,-5493181000000.0
6620,2019,00105873,1105245000000.0,473283000000.0,1792225000000.0,2276392000000.0,-3436655000000.0
6621,2020,00105873,1220098000000.0,1105245000000.0,1311814000000.0,-328944000000.0,-868017000000.0
6622,2021,00105873,950847000000.0,1220098000000.0,3297031000000.0,-881689000000.0,-2684593000000.0
6623,2022,00105873,692312000000.0,950847000000.0,2699454000000.0,1228245000000.0,-4186234000000.0
6624,2023,00105873,334502000000.0,692312000000.0,-640775000000.0,561067000000.0,-278102000000.0
6625,2024,00171265,291386013395.0,479772387333.0,54760910236.0,-101534115686.0,-142566056683.0
6626,2015,00171265,160304583567.0,233264763848.0,-31802761396.0,-51473303700.0,9989303068.0
6627,2016,00171265,131726359284.0,160304583567.0,83512312477.0,-31944171375.0,-80503521680.0
6628,2017,00171265,102536909915.0,131726359284.0,-13109907232.0,74146342900.0,-90411662474.0
6629,2018,00171265,94853122238.0,102536909915.0,45035747565.0,51481554300.0,-104717104585.0
6630,2019,00171265,144561193904.0,94853122238.0,34757663337.0,76309384142.0,-61738123071.0
6631,2020,00171265,93128694980.0,144561193904.0,-48655870139.0,177034398172.0,-179924653582.0
6632,2021,00171265,56706134781.0,93128694980.0,-12447012756.0,90411371198.0,-114629137794.0
6633,2022,00171265,306516342609.0,56706134781.0,-1415821821.0,-113425984047.0,364201305818.0
6634,2023,00171265,479772387333.0,306516342609.0,145306669721.0,117837673108.0,-90426562073.0
6635,2024,00217947,571852090433.0,126012578114.0,-445964392549.0,805827215886.0,85976688982.0
6636,2015,00217947,10985482648.0,1164531938.0,77860929497.0,-63501119200.0,-4538859587.0
6637,2016,00217947,31897470420.0,10985482648.0,20570799795.0,7310222740.0,-6969034763.0
6638,2017,00217947,3617804015.0,31897470420.0,-62261829506.0,41322964605.0,-7340801504.0
6639,2018,00217947,43536489217.0,3617804015.0,63627432228.0,-10994206050.0,-12714540976.0
6640,2019,00217947,83719052753.0,43536489217.0,60218373918.0,-19628677238.0,-407133144.0
6641,2020,00217947,36196813378.0,83719052753.0,36253398255.0,-61934718131.0,-21840919499.0
6642,2021,00217947,70690340187.0,36196813378.0,76930608740.0,-6707031053.0,-35730050878.0
6643,2022,00217947,54243969323.0,70690340187.0,-17815307615.0,26498469455.0,-25129532704.0
6644,2023,00217947,126012578114.0,54243969323.0,-174645953285.0,275833386015.0,-29418823939.0
6645,2017,00158316,6162647541.0,7123491164.0,15888449778.0,-8278508130.0,-8579398360.0
6646,2016,00158316,7123491164.0,2004524287.0,16928684640.0,-6255416120.0,-5556862321.0
6647,2018,00158316,1718631082.0,6162647541.0,24167520853.0,29647675498.0,-58247347737.0
6648,2019,00158316,3558123458.0,1718631082.0,26795950540.0,18561919227.0,-43529841590.0
6649,2020,00158316,7928118290.0,3558123458.0,20291134906.0,32730581975.0,-48653558354.0
6650,2021,00158316,8658722053.0,7928118290.0,21259315099.0,-16752193017.0,-3776968020.0
6651,2022,00158316,15748327924.0,8658722053.0,27082040956.0,624129720.0,-20619681471.0
6652,2023,00158316,5726890941.0,15748327924.0,21958059900.0,-16704558093.0,-15279195598.0
6653,2024,00158316,3734915795.0,5726890941.0,40645541017.0,-12100195105.0,-30603129399.0
6654,2015,00158316,2004524287.0,2518997025.0,7860176395.0,16499141890.0,-24873791023.0
6655,2015,00145862,45376214914.0,46384386205.0,20120357242.0,-5944295524.0,-15184233009.0
6656,2016,00145862,77314675196.0,45376214914.0,50522555328.0,-7006568070.0,-11577526976.0
6657,2017,00145862,87004853662.0,77314675196.0,22196601005.0,-7148488144.0,-5357934395.0
6658,2018,00145862,50374328509.0,87004853662.0,-26851931014.0,-6176302785.0,-3602291354.0
6659,2019,00145862,53620937602.0,50374328509.0,28697535677.0,-6279782182.0,-19171144402.0
6660,2020,00145862,42051184894.0,53620937602.0,11006249787.0,-7800716516.0,-14775285979.0
6661,2021,00145862,49565405026.0,42051184894.0,40566449704.0,-17202686506.0,-15849543066.0
6662,2022,00145862,17989078533.0,49565405026.0,15317571384.0,-7079604296.0,-39814293581.0
6663,2023,00145862,15786154249.0,18580426860.0,38861111507.0,-7292032285.0,-34363351833.0
6664,2024,00145862,27581291207.0,15786154249.0,36042212135.0,-6922676096.0,-17324399081.0
6665,2017,00181712,84482000000.0,158963000000.0,741768000000.0,935815000000.0,-1750772000000.0
6666,2018,00181712,123858000000.0,84482000000.0,805319000000.0,-6760000000.0,-759172000000.0
6667,2019,00181712,57805000000.0,123858000000.0,1276702000000.0,-362377000000.0,-980659000000.0
6668,2020,00181712,79743000000.0,57805000000.0,1588704000000.0,-1221447000000.0,-344868000000.0
6669,2021,00181712,70011000000.0,79743000000.0,320001000000.0,903183000000.0,-1233555000000.0
6670,2022,00181712,115840000000.0,70011000000.0,328341000000.0,758547000000.0,-1036218000000.0
6671,2023,00181712,368906000000.0,115840000000.0,1387461000000.0,-187375000000.0,-946303000000.0
6672,2024,00181712,,368906000000.0,703687000000.0,-835552000000.0,11086000000.0
6673,2016,00181712,158963000000.0,97835000000.0,650429000000.0,123512000000.0,-712936000000.0
6674,2015,00181712,97835000000.0,145210000000.0,69324000000.0,-644819000000.0,527974000000.0
6675,2020,00219361,8793312668.0,7988157514.0,29819515271.0,-7328736402.0,-21685623715.0
6676,2021,00219361,10841036677.0,8793312668.0,4130941098.0,-1031243494.0,-1051973595.0
6677,2022,00219361,11347395299.0,10841036677.0,11046764792.0,9554643790.0,-20095049960.0
6678,2023,00219361,8079674529.0,11347395299.0,17251960581.0,26948859553.0,-47468540904.0
6679,2024,00219361,3973458409.0,8079674529.0,6255625683.0,-16576477765.0,6214635962.0
6680,2015,00219361,2341607100.0,7001081652.0,3796044175.0,-978000000.0,-7477518727.0
6681,2016,00219361,3602761522.0,2341607100.0,1707104051.0,3700000000.0,-4145949629.0
6682,2017,00219361,4219845735.0,3602761522.0,663842085.0,7387500000.0,-7434257872.0
6683,2018,00219361,4890787187.0,4219845735.0,5091744944.0,18489500000.0,-22910303492.0
6684,2019,00219361,6619878413.0,4890787187.0,5811443919.0,22094721061.0,-24808794653.0
6685,2015,00231831,3889196545.0,3699210178.0,1089655406.0,-109136061.0,-781057229.0
6686,2016,00231831,2142716761.0,3889196545.0,865192825.0,-535120263.0,-2098615690.0
6687,2017,00231831,10207774280.0,2142716761.0,-685104377.0,7901568334.0,936623581.0
6688,2018,00231831,9259272742.0,10207774280.0,1510673415.0,-1161000000.0,-1432393468.0
6689,2019,00231831,9477368161.0,9259272742.0,4724217631.0,-1806671000.0,-2905517059.0
6690,2020,00231831,3916788512.0,9477368161.0,1948853991.0,-3402106555.0,-4206408371.0
6691,2021,00231831,4719856716.0,3916788512.0,-1195035645.0,5175612110.0,-3229131245.0
6692,2022,00231831,3112322008.0,4719856716.0,-1527461514.0,2312830002.0,-2367441715.0
6693,2023,00231831,1703163200.0,3112322008.0,-971691320.0,-1182887360.0,771627530.0
6694,2024,00231831,1360669401.0,1703163200.0,-3956996219.0,5687413810.0,-2200104107.0
6695,2024,00156956,68182446670.0,58430192271.0,27758223329.0,-17207506958.0,-798461972.0
6696,2015,00156956,8237850371.0,16648289426.0,10620833467.0,-7503185022.0,-11528087500.0
6697,2016,00156956,4681054936.0,8237850371.0,8866800594.0,-6856358727.0,-5567237302.0
6698,2017,00156956,6317266709.0,4681054936.0,14958078008.0,-15287404917.0,1965538682.0
6699,2018,00156956,7968955688.0,6317266709.0,13503307072.0,-19071496900.0,7219878807.0
6700,2019,00156956,8124872775.0,7968955688.0,23587445792.0,-1255887705.0,-22175641000.0
6701,2020,00156956,48630962358.0,8124872775.0,19438090099.0,-38503220011.0,59571219495.0
6702,2021,00156956,52581829417.0,48630962358.0,23196604940.0,-13492306433.0,-5753431448.0
6703,2022,00156956,64323078051.0,52581829417.0,28739731556.0,-15688829211.0,-1309653711.0
6704,2023,00156956,58430192271.0,64323078051.0,24111426570.0,-29381606955.0,-622705395.0
6705,2024,00140168,44731645806.0,78575817488.0,-8645755444.0,-11584408909.0,-14093978811.0
6706,2016,00140168,185884185.0,153326736.0,3042237723.0,-3241528800.0,231848526.0
6707,2017,00140168,327405250.0,185884185.0,13863108029.0,-4051911000.0,-9676395889.0
6708,2018,00140168,128458603.0,327405250.0,3693800407.0,-4051911000.0,159163946.0
6709,2019,00140168,7173197697.0,128458603.0,11092051496.0,-4457801454.0,450094052.0
6710,2020,00140168,931607011.0,7173197697.0,-10060116269.0,-5270045417.0,9088571000.0
6711,2021,00140168,6201373935.0,931607011.0,-795859773.0,-5269754303.0,11335381000.0
6712,2022,00140168,6030731989.0,6201373935.0,-186083527.0,-6074461712.0,6089903293.0
6713,2015,00140168,153326736.0,297973313.0,-273067714.0,-3241528800.0,3368089327.0
6714,2022,00244561,58083278983.0,18444393921.0,-68287251957.0,-23010661868.0,130936812458.0
6715,2023,00244561,68019605627.0,58083278983.0,12003799212.0,-2002280398.0,-65192170.0
6716,2024,00244561,93801148415.0,68019605627.0,545430462.0,-17473698628.0,42709810954.0
6717,2020,00244561,13528585574.0,15602510.0,-8607119329.0,-17278117401.0,39398547722.0
6718,2021,00244561,2652625761.0,13528585574.0,22962520772.0,8915220972.0,-26961956054.0
6719,2017,00244561,6026000.0,600940.0,7851584935.0,-6422406134.0,-1423753741.0
6720,2018,00244561,920086930.0,6026000.0,5564172054.0,-7422678621.0,2772567497.0
6721,2016,00244561,600940.0,1967440.0,-2590782918.0,-7586529547.0,10175945965.0
6722,2015,00244561,1967440.0,311590814.0,4203313069.0,7195508427.0,-11708444870.0
6723,2019,00244561,15602510.0,920086930.0,5968487361.0,-8752476889.0,1879505108.0
6724,2024,00122551,37965900848.0,18287661507.0,50255177611.0,-39749850540.0,8870171833.0
6725,2015,00122551,7582324661.0,5764646691.0,3586828534.0,-3197526870.0,1410272347.0
6726,2016,00122551,8022394729.0,7582324661.0,17948106516.0,-16115370361.0,-1431728661.0
6727,2017,00122551,21932854053.0,8022394729.0,17215841125.0,3123248228.0,-5915817035.0
6728,2018,00122551,9230283365.0,21932854053.0,6535704694.0,41687844583.0,-60884666128.0
6729,2019,00122551,11526982474.0,9230283365.0,21031830020.0,-9773640818.0,-8930210452.0
6730,2020,00122551,15092052387.0,11526982474.0,31097957808.0,7474844546.0,-34829419324.0
6731,2021,00122551,47323388703.0,15092052387.0,22717744217.0,-7442754287.0,16816078825.0
6732,2022,00122551,27723743159.0,47323388703.0,40144903188.0,-20023606610.0,-38252864320.0
6733,2023,00122551,18287661507.0,27723743159.0,32016389719.0,-23879366480.0,-17342827222.0
6734,2024,00356389,1962146463.0,982323813.0,2102178799.0,-324558871.0,-797797278.0
6735,2015,00356389,2470426188.0,112858556.0,2866042697.0,-3210641938.0,2702166873.0
6736,2016,00356389,2426644033.0,2470426188.0,812496092.0,-214102501.0,-642175746.0
6737,2017,00356389,3885901648.0,2426644033.0,5825513945.0,-1716859645.0,-2645045337.0
6738,2018,00356389,6674566690.0,3885901648.0,6526732905.0,-728750489.0,-3003941094.0
6739,2019,00356389,5207134955.0,6674566690.0,6073646412.0,-2841523511.0,-4699508673.0
6740,2020,00356389,3194308040.0,5207134955.0,4106668339.0,-1861633751.0,-4257861503.0
6741,2021,00356389,4190779742.0,3194308040.0,1001178787.0,-698487922.0,693780837.0
6742,2022,00356389,1917490437.0,4190779742.0,99946092.0,-51944284.0,-2321291113.0
6743,2023,00356389,982323813.0,1017490437.0,2650994119.0,66418293.0,-2752579036.0
6744,2015,00255619,103417087125.0,93386076805.0,581804341393.0,-172328148300.0,-399445182773.0
6745,2016,00255619,91359339494.0,103417087125.0,600686651468.0,-198684218040.0,-414060181059.0
6746,2017,00255619,103274378872.0,91359339494.0,465968987411.0,-200711608020.0,-253342340013.0
6747,2018,00255619,47367942100.0,103274378872.0,366067885426.0,-200711608020.0,-205028726365.0
6748,2019,00255619,59132598933.0,47367942100.0,408994810078.0,-184472054828.0,-212758098417.0
6749,2020,00255619,64500002180.0,59132598933.0,-657703237963.0,-183481707474.0,846552348684.0
6750,2021,00255619,,64500002180.0,215114774694.0,-1147103391.0,-75175336339.0
6751,2022,00255619,99686648521.0,203292337144.0,419875334258.0,-1060385587.0,-522420637294.0
6752,2023,00255619,164891829918.0,99686648521.0,338584158523.0,-72272846437.0,-201106130689.0
6753,2024,00255619,241520704115.0,164891829918.0,488512610295.0,-229916181282.0,-181967554816.0
6754,2021,00249502,4068331148.0,7841108565.0,2035558915.0,-423594416.0,-5392460861.0
6755,2022,00249502,,4068331148.0,-572067378.0,255081537.0,4787855548.0
6756,2023,00249502,,8559101608.0,-517676123.0,-172336313.0,-6915181101.0
6757,2024,00249502,,953419150.0,291772230.0,550903417.0,-1420011393.0
6758,2017,00249502,2141862092.0,480060705.0,-940910392.0,7871373722.0,-5268661943.0
6759,2018,00249502,15251654517.0,2141862092.0,-2810496262.0,28913273009.0,-12992585852.0
6760,2019,00249502,758085242.0,15251654517.0,-6246634655.0,-3273255077.0,-4973679543.0
6761,2020,00249502,7841108565.0,758085242.0,-498312570.0,6671045209.0,913872561.0
6762,2015,00249502,518919978.0,124562971.0,2167956186.0,3746551982.0,-5520151161.0
6763,2016,00249502,480060705.0,518919978.0,1667960269.0,-1819362902.0,112543360.0
6764,2024,00266961,886721942097.0,961792099745.0,2553656740707.0,-479638020407.0,-2166184106329.0
6765,2016,00266961,203718076301.0,355121986568.0,842858855457.0,-436568076930.0,-557336623859.0
6766,2017,00266961,457779230883.0,203718076301.0,911508643320.0,465868760075.0,-1122126781599.0
6767,2018,00266961,,457779230883.0,980430301789.0,-316928641866.0,-1009576123965.0
6768,2019,00266961,,111029337132.0,1398627149171.0,-153370751111.0,-950630469318.0
6769,2020,00266961,369314307214.0,414429035373.0,1287119454572.0,-48313674433.0,-1284562175225.0
6770,2021,00266961,964418443986.0,369314307214.0,1365965764648.0,2051785152074.0,-2825494181055.0
6771,2022,00266961,841798144735.0,964418443986.0,1451634975801.0,-155928395383.0,-1430279344276.0
6772,2023,00266961,961792099745.0,841798144735.0,1627845864966.0,-89732802887.0,-1419516270694.0
6773,2015,00266961,355121987000.0,393569582000.0,791566782000.0,-173836730000.0,-656067074000.0
6774,2023,00249034,20189042360.0,17143999834.0,23354921058.0,-2732943080.0,-17576935452.0
6775,2024,00249034,13407078732.0,20189042360.0,15533054167.0,-1167868852.0,-21147148943.0
6776,2015,00258421,20701294836.0,12118517067.0,6283219618.0,-22816718.0,2327289976.0
6777,2016,00258421,10748142561.0,20701294836.0,-1680119095.0,-1625185295.0,-6745004013.0
6778,2017,00258421,12520759913.0,-228160124.0,2647044835.0,-685385406.0,39118047.0
6779,2018,00258421,5986415788.0,12520759913.0,-2276208917.0,-529528256.0,-3968651295.0
6780,2019,00258421,13458086950.0,5986415788.0,5501406233.0,3040710190.0,-1044707950.0
6781,2020,00258421,10922690487.0,13458086950.0,-2584105709.0,869346065.0,-753813800.0
6782,2021,00258421,8542982294.0,10922690487.0,-479429464.0,-764378959.0,-1194371921.0
6783,2022,00258421,4396837312.0,8542982294.0,472143615.0,-113739743.0,-4408384895.0
6784,2023,00258421,7754235620.0,4396837312.0,-609212840.0,4411888678.0,-436037632.0
6785,2024,00258421,3352313730.0,7754235620.0,2414760470.0,4154472730.0,-11049670524.0
6786,2016,00255141,8028212353.0,10227693810.0,-7141013724.0,46445824222.0,-41523633471.0
6787,2017,00255141,306672246.0,8028212353.0,-14690517987.0,17818022840.0,-10849598853.0
6788,2018,00255141,17129850172.0,331990365.0,-3948366631.0,-7938342397.0,28681349309.0
6789,2017,00219486,28624967269.0,30952189132.0,16472341539.0,-6826303700.0,-11964028150.0
6790,2018,00219486,28663291628.0,28624967269.0,13753809998.0,-3981906219.0,-9648587542.0
6791,2019,00219486,34996679103.0,28663291628.0,-2353743258.0,-4348153317.0,13131247385.0
6792,2020,00219486,46670494263.0,34996679103.0,37226916946.0,-58464973734.0,32860056404.0
6793,2021,00219486,70426952306.0,46670494263.0,31880470265.0,24173534537.0,-32296943348.0
6794,2022,00219486,102770589085.0,70426952306.0,18269750366.0,-5998467180.0,20104641957.0
6795,2023,00219486,110794513068.0,102770589085.0,59326800680.0,-9598700727.0,-41672117001.0
6796,2024,00219486,64013903454.0,110794513068.0,66441024479.0,-8359636160.0,-105163017246.0
6797,2016,00219486,30952189132.0,16871058542.0,25452025346.0,-1588139700.0,-9790943300.0
6798,2015,00219486,16871058542.0,20717509865.0,15878502967.0,-2380475400.0,-17344478890.0
6799,2015,00264547,11524228847.0,42659313200.0,-69239579076.0,16660080715.0,21444414008.0
6800,2016,00264547,35720630878.0,11524228847.0,73054351430.0,19140190750.0,-67998140149.0
6801,2017,00264547,117396737005.0,35720630878.0,206382956295.0,-40290413070.0,-84407454762.0
6802,2018,00264547,114590194871.0,117396737005.0,15611487193.0,-16124222932.0,-2297035553.0
6803,2019,00264547,143991107289.0,114590194871.0,110596339109.0,-16467486749.0,-64730762656.0
6804,2020,00264547,145215704318.0,143991107289.0,102886455585.0,-9325709423.0,-92330782562.0
6805,2021,00264547,173465958421.0,145215704318.0,40822924917.0,-10850628775.0,-1729516832.0
6806,2022,00264547,125547015281.0,173465958421.0,47338518618.0,-2680169452.0,-92582925330.0
6807,2023,00264547,66928399747.0,125547015281.0,52349168224.0,-1534197605.0,-109414982517.0
6808,2024,00264547,22610990498.0,66928399747.0,10217427724.0,44109696250.0,-98613617772.0
6809,2017,00249982,5364514007.0,7486258517.0,-9506312.0,,-1766258230.0
6810,2018,00249982,3557122519.0,5364514007.0,96802621.0,,-1879823042.0
6811,2019,00249982,4675127510.0,3557122519.0,-537793063.0,,1223508156.0
6812,2020,00249982,1827939270.0,4675127510.0,1789569024.0,,-4539702152.0
6813,2021,00249982,1777705008.0,1827939270.0,1068864485.0,,-1135972049.0
6814,2022,00249982,630612730.0,1777705008.0,500592789.0,,-1659199195.0
6815,2023,00249982,342418696.0,630612730.0,-265937046.0,,-23477857.0
6816,2024,00249982,136898048.0,342418696.0,1329421518.0,1500000000.0,-3035816270.0
6817,2015,00249982,8676925142.0,22869090573.0,-345314064.0,,-14341304835.0
6818,2016,00249982,7486258517.0,8676925142.0,1155884069.0,,-2442045514.0
