회사코드,회사명,종목코드,사업연도,금융상품관련순손익_당기,당기순이익_당기,당기순이익(손실)_당기,매출액_당기,법인세차감전 순이익_당기,순수수료손익_당기,순이자손익_당기,영업비용_당기,영업이익_당기,영업이익(손실)_당기,이자비용_당기,이자수익_당기,총포괄손익_당기,파생상품관련손익_당기,금융상품관련순손익_전기,당기순이익_전기,당기순이익(손실)_전기,매출액_전기,법인세차감전 순이익_전기,순수수료손익_전기,순이자손익_전기,영업비용_전기,영업이익_전기,영업이익(손실)_전기,이자비용_전기,이자수익_전기,총포괄손익_전기,파생상품관련손익_전기
133335,성창기업지주,180,2019,,2091300116.0,2091300116.0,,2294980103.0,,,,210798385.0,,,,,,,2467539100.0,2467539100.0,,2754304674.0,,,,540735527.0,,,,,
133335,성창기업지주,180,2020,,1037812878.0,1037812878.0,,993536990.0,,,,410737970.0,,,,,,,2091300116.0,2091300116.0,,2294980103.0,,,,210798385.0,,,,,
133335,성창기업지주,180,2021,,619531506.0,619531506.0,,753285712.0,,,,442171678.0,,,,,,,1037812878.0,1037812878.0,,993536990.0,,,,410737970.0,,,,,
133335,성창기업지주,180,2022,,246393195.0,246393195.0,,683546690.0,,,,532444787.0,,,,,,,619531506.0,619531506.0,,753285712.0,,,,442171678.0,,,,,
133335,성창기업지주,180,2023,,2914892007.0,2914892007.0,,2413882311.0,,,,455816327.0,,,,3002487408.0,,,246393195.0,246393195.0,,683546690.0,,,,532444787.0,,,,31083042969.0,
133511,SG세계물산,4060,2015,,2641886886.0,2641886886.0,315376986199.0,3348136666.0,,,,3859455950.0,,,,,,,-11457354206.0,-11457354206.0,340528691358.0,-12982795005.0,,,,-2153600976.0,,,,,
133511,SG세계물산,4060,2016,,-3906468539.0,-3906468539.0,305134793740.0,-4436066681.0,,,,1005884105.0,,,,,,,2641886886.0,2641886886.0,315376986199.0,3348136666.0,,,,3859455950.0,,,,,
133511,SG세계물산,4060,2017,,-7500006480.0,-7500006480.0,257343341499.0,-8087714215.0,,,,-1787446196.0,,,,,,,-3906468539.0,-3906468539.0,305134793740.0,-4436066681.0,,,,1005884105.0,,,,,
133511,SG세계물산,4060,2018,,5735725398.0,5735725398.0,317555834270.0,-606868715.0,,,,7317756456.0,,,,,,,-7500006480.0,-7500006480.0,257343341499.0,-8087714215.0,,,,-1787446196.0,,,,,
133511,SG세계물산,4060,2019,,15699891049.0,15699891049.0,309596141962.0,15888114215.0,,,,5266316706.0,,,,,,,5735725398.0,5735725398.0,317555834270.0,-606868715.0,,,,7317756456.0,,,,,
133511,SG세계물산,4060,2020,,-16221446397.0,-16221446397.0,166834406565.0,-21221923534.0,,,,-18572613581.0,,,,,,,15699891049.0,15699891049.0,244392924364.0,26185125933.0,,,,1763628564.0,,,,,
133511,SG세계물산,4060,2021,,50053578941.0,50053578941.0,133439060488.0,66654078908.0,,,,-2676422235.0,,,,,,,-16221446397.0,-16221446397.0,166834406565.0,-21221923534.0,,,,-18572613581.0,,,,,
133511,SG세계물산,4060,2022,,3596185576.0,3596185576.0,145338427578.0,4270332088.0,,,,7111577755.0,,,,,,,50053578941.0,50053578941.0,133439060488.0,66654078908.0,,,,-2676422235.0,,,,,
133511,SG세계물산,4060,2023,,646852671.0,646852671.0,124712415235.0,3861804141.0,,,,1917853469.0,,,,-1215465479.0,,,3596185576.0,3596185576.0,145338427578.0,4270332088.0,,,,7111577755.0,,,,4665479423.0,
133557,PN풍년,24940,2015,,1319384016.0,1319384016.0,74519448732.0,1568524952.0,,,,1869130981.0,,,,,,,1061857634.0,1061857634.0,74554804354.0,1210578319.0,,,,1421606537.0,,,,,
133557,PN풍년,24940,2016,,1753874242.0,1753874242.0,76146752402.0,2105637661.0,,,,2170437522.0,,,,,,,1319384016.0,1319384016.0,74519448732.0,1568524952.0,,,,1869130981.0,,,,,
133557,PN풍년,24940,2017,,1434999425.0,1434999425.0,67111332558.0,2094715405.0,,,,1563901289.0,,,,,,,1753874242.0,1753874242.0,76146752402.0,2105637661.0,,,,2170437522.0,,,,,
133557,PN풍년,24940,2018,,1197017621.0,1197017621.0,61842455200.0,1247657943.0,,,,888293015.0,,,,,,,1434999425.0,1434999425.0,67111332558.0,2094715405.0,,,,1563901289.0,,,,,
133557,PN풍년,24940,2019,,5421554062.0,5421554062.0,54592806441.0,6287941289.0,,,,-1344581315.0,,,,,,,1197017621.0,1197017621.0,61842455200.0,1247657943.0,,,,888293015.0,,,,,
133557,PN풍년,24940,2020,,2412158631.0,2412158631.0,57690337329.0,2625322783.0,,,,552269164.0,,,,,,,5421554062.0,5421554062.0,54592806441.0,6287941289.0,,,,-1344581315.0,,,,,
133557,PN풍년,24940,2021,,2230344327.0,2230344327.0,58206683987.0,2647483299.0,,,,2443903026.0,,,,,,,2412158631.0,2412158631.0,57690337329.0,2625322783.0,,,,552269164.0,,,,,
133557,PN풍년,24940,2022,,1737021942.0,1737021942.0,57147281547.0,1950915430.0,,,,1376999163.0,,,,,,,2230344327.0,2230344327.0,58206683987.0,2647483299.0,,,,2443903026.0,,,,,
133557,PN풍년,24940,2023,,2140133894.0,2140133894.0,56675391374.0,2475378716.0,,,,2056787337.0,,,,2140133894.0,,,1670179585.0,1670179585.0,57147281547.0,1867891382.0,,,,1293975115.0,,,,1670179585.0,
133618,세기상사,2420,2015,,-1265558662.0,-1265558662.0,5477133640.0,-1265558662.0,,,,-891102701.0,,,,,,,-1427255875.0,-1427255875.0,5535295324.0,-1427255875.0,,,,-989779545.0,,,,,
133618,세기상사,2420,2016,,-1142181148.0,-1142181148.0,5466215280.0,-1142181148.0,,,,-730717046.0,,,,,,,-1265558662.0,-1265558662.0,5477133640.0,-1265558662.0,,,,-891102701.0,,,,,
133618,세기상사,2420,2017,,94891091.0,94891091.0,5629905618.0,107742591.0,,,,-370416747.0,,,,,,,-1142181148.0,-1142181148.0,5466215280.0,-1142181148.0,,,,-730717046.0,,,,,
133618,세기상사,2420,2018,,-345959561.0,-345959561.0,5182509391.0,-297341561.0,,,,-386636320.0,,,,,,,94891091.0,94891091.0,5629905618.0,107742591.0,,,,-370416747.0,,,,,
133618,세기상사,2420,2019,,-941242588.0,-941242588.0,5146682984.0,-941242588.0,,,,-456521470.0,,,,,,,-345959561.0,-345959561.0,5182509391.0,-297341561.0,,,,-386636320.0,,,,,
133618,세기상사,2420,2020,,-1536832840.0,-1536832840.0,2234196226.0,-1536832840.0,,,,-1202523191.0,,,,,,,-941242588.0,-941242588.0,5146682984.0,-941242588.0,,,,-456521470.0,,,,,
133618,세기상사,2420,2021,,-1944921160.0,-1944921160.0,17880222962.0,-1944921160.0,,,,-1552340389.0,,,,,,,-1536832840.0,-1536832840.0,2234196226.0,-1536832840.0,,,,-1202523191.0,,,,,
133618,세기상사,2420,2022,,-1271122483.0,-1271122483.0,33710303333.0,-1488159160.0,,,,-789291696.0,,,,,,,-1944921160.0,-1944921160.0,17880222962.0,-1944921160.0,,,,-1552340389.0,,,,,
133618,세기상사,2420,2023,,-1559060836.0,-1559060836.0,31328511051.0,-1580764504.0,,,,-815790576.0,,,,-1607547523.0,,,-1271122483.0,-1271122483.0,33710303333.0,-1488159160.0,,,,-789291696.0,,,,-1232627906.0,
133663,세동,53060,2015,,369377248.0,369377248.0,119626787385.0,618766442.0,,,,386129601.0,,,,,,,-2017200911.0,-2017200911.0,116923790791.0,-2096013763.0,,,,-313139130.0,,,,,
133663,세동,53060,2016,,-6662379690.0,-6662379690.0,114182074296.0,-7182524223.0,,,,-978252445.0,,,,,,,369377248.0,369377248.0,119626787385.0,618766442.0,,,,386129601.0,,,,,
133663,세동,53060,2017,,-10707527761.0,-10707527761.0,109625428556.0,-11489428356.0,,,,-6540755272.0,,,,,,,-6662379690.0,-6662379690.0,114182074296.0,-7182524223.0,,,,-978252445.0,,,,,
133663,세동,53060,2018,,-6651486039.0,-6651486039.0,131687786327.0,-8081294258.0,,,,-4861519997.0,,,,,,,-10707527761.0,-10707527761.0,109625428556.0,-11489428356.0,,,,-6540755272.0,,,,,
133663,세동,53060,2019,,-14609436273.0,-14609436273.0,135817124954.0,-11936827880.0,,,,2395006358.0,,,,-16332360346.0,,,-6651486039.0,-6651486039.0,131687786327.0,-8081294258.0,,,,-4861519997.0,,,,-2922320567.0,
133663,세동,53060,2020,,-1504205848.0,-1504205848.0,109841713136.0,-2514743777.0,,,,-271946800.0,,,,,,,-14609436273.0,-14609436273.0,135817124954.0,-11936827880.0,,,,2395006358.0,,,,,
133663,세동,53060,2021,,519094035.0,519094035.0,125781228470.0,1311321996.0,,,,3027227276.0,,,,,,,-1504205848.0,-1504205848.0,109841713136.0,-2514743777.0,,,,-271946800.0,,,,,
133663,세동,53060,2022,,4421809675.0,4421809675.0,147727151037.0,5751856805.0,,,,9861374226.0,,,,,,,519094035.0,519094035.0,125781228470.0,1311321996.0,,,,3027227276.0,,,,,
133663,세동,53060,2023,,7742535695.0,7742535695.0,158038605095.0,8986425743.0,,,,10551391402.0,,,,7343648812.0,,,4421809675.0,4421809675.0,147727151037.0,5751856805.0,,,,10140026980.0,,,,4542268552.0,
133706,한국제지,27970,2015,,-34637819152.0,-34637819152.0,147953492985.0,-35331858714.0,,,,-8468243322.0,,,,,,,-22013710745.0,-22013710745.0,151055419777.0,-21854563888.0,,,,-3157608794.0,,,,,
133706,한국제지,27970,2016,,5472854558.0,5472854558.0,159354399688.0,5979816267.0,,,,10867512596.0,,,,,,,-34637819152.0,-34637819152.0,147953492985.0,-35331858714.0,,,,-8468243322.0,,,,,
133706,한국제지,27970,2017,,-2478177876.0,-2478177876.0,164484704230.0,-3099862076.0,,,,721823799.0,,,,,,,5472854558.0,5472854558.0,159354399688.0,5979816267.0,,,,10867512596.0,,,,,
133706,한국제지,27970,2018,,5318864811.0,5318864811.0,177242604244.0,5168260835.0,,,,10036109627.0,,,,,,,-2478177876.0,-2478177876.0,164484704230.0,-3099862076.0,,,,721823799.0,,,,,
133706,한국제지,27970,2019,,11222339597.0,11222339597.0,177653878962.0,9655683959.0,,,,14104417238.0,,,,,,,5318864811.0,5318864811.0,177242604244.0,5168260835.0,,,,10036109627.0,,,,,
133706,한국제지,27970,2020,,13282298403.0,13282298403.0,189516847155.0,17188181258.0,,,,21056356849.0,,,,,,,11222339597.0,11222339597.0,177653878962.0,9655683959.0,,,,14104417238.0,,,,,
133706,한국제지,27970,2021,,10243436335.0,10243436335.0,204434563252.0,11716760708.0,,,,13286618165.0,,,,,,,13282298403.0,13282298403.0,189516847155.0,17188181258.0,,,,21056356849.0,,,,,
133706,한국제지,27970,2022,,2263257653.0,2263257653.0,227325039390.0,2194853255.0,,,,3503433098.0,,,,,,,10243436335.0,10243436335.0,204434563252.0,11716760708.0,,,,13286618165.0,,,,,
133706,한국제지,27970,2023,,-66585581167.0,-66585581167.0,712020528340.0,-87446855776.0,,,,13436654407.0,,,,-71993956910.0,,,13030387421.0,13030387421.0,684364969176.0,15974430145.0,,,,21169889135.0,,,,16659233871.0,
133751,세명전기,17510,2015,,4034481791.0,4034481791.0,20084613323.0,4826049573.0,,,,5229422429.0,,,,,,,3194252869.0,3194252869.0,19729642234.0,3800906864.0,,,,4040745143.0,,,,,
133751,세명전기,17510,2016,,3154899798.0,3154899798.0,16636026914.0,3750224863.0,,,,3390865924.0,,,,,,,4034481791.0,4034481791.0,20084613323.0,4826049573.0,,,,5229422429.0,,,,,
133751,세명전기,17510,2017,,3668871226.0,3668871226.0,20871760652.0,4518832944.0,,,,3957941098.0,,,,,,,3154899798.0,3154899798.0,16636026914.0,3750224863.0,,,,3390865924.0,,,,,
133751,세명전기,17510,2018,,3603418781.0,3603418781.0,19017116130.0,4488334356.0,,,,3282894164.0,,,,,,,3668871226.0,3668871226.0,20871760652.0,4518832944.0,,,,3957941098.0,,,,,
133751,세명전기,17510,2019,,3421229671.0,3421229671.0,18453516433.0,4043754081.0,,,,1670563839.0,,,,,,,3603418781.0,3603418781.0,19017116130.0,4488334356.0,,,,3282894164.0,,,,,
133751,세명전기,17510,2020,,2144373501.0,2144373501.0,14311511991.0,2496028902.0,,,,201125486.0,,,,,,,3421229671.0,3421229671.0,18453516433.0,4043754081.0,,,,1670563839.0,,,,,
133751,세명전기,17510,2021,,2327485635.0,2327485635.0,15029594450.0,2659997368.0,,,,1616527636.0,,,,,,,2144373501.0,2144373501.0,14311511991.0,2496028902.0,,,,201125486.0,,,,,
133751,세명전기,17510,2022,,2253654261.0,2253654261.0,13966161594.0,2242123147.0,,,,1022697460.0,,,,,,,2327485635.0,2327485635.0,15029594450.0,2659997368.0,,,,1616527636.0,,,,,
133751,세명전기,17510,2023,,1306545862.0,1306545862.0,11835001413.0,1421026669.0,,,,1351879736.0,,,,1306545862.0,,,2253654261.0,2253654261.0,13966161594.0,2242123147.0,,,,1022697460.0,,,,2250885548.0,
133812,세방,4360,2015,,13241331687.0,13241331687.0,563696714939.0,19649911127.0,,,,21452379387.0,,,,,,,14120120388.0,14120120388.0,567009184426.0,20925555181.0,,,,24334557603.0,,,,,
133812,세방,4360,2016,,15087454229.0,15087454229.0,557125402057.0,21167079659.0,,,,14837264907.0,,,,,,,13241331687.0,13241331687.0,563696714939.0,19649911127.0,,,,21452379387.0,,,,,
133812,세방,4360,2017,,14579772157.0,14579772157.0,570767358535.0,22761875858.0,,,,8419415290.0,,,,,,,15087454229.0,15087454229.0,557125402057.0,21167079659.0,,,,14837264907.0,,,,,
133812,세방,4360,2018,,12493278548.0,12493278548.0,563000756416.0,16576006151.0,,,,9018642953.0,,,,,,,14579772157.0,14579772157.0,570767358535.0,22761875858.0,,,,8419415290.0,,,,,
133812,세방,4360,2019,,-19583598179.0,-19583598179.0,570753163523.0,-21520561746.0,,,,13583454811.0,,,,,,,12505147668.0,12505147668.0,563000756416.0,16589213381.0,,,,9018642953.0,,,,,
133812,세방,4360,2020,,9684227066.0,9684227066.0,577261592406.0,17462392549.0,,,,12665108996.0,,,,,,,-19583598179.0,-19583598179.0,570753163523.0,-21520561746.0,,,,13583454811.0,,,,,
133812,세방,4360,2021,,17644729036.0,17644729036.0,620992573147.0,28799600139.0,,,,16641774588.0,,,,,,,9684227066.0,9684227066.0,577261592406.0,17462392549.0,,,,12665108996.0,,,,,
133812,세방,4360,2022,,39359122595.0,39359122595.0,708635836506.0,35564998607.0,,,,24543012104.0,,,,,,,17644729036.0,17644729036.0,620992573147.0,28799600139.0,,,,16641774588.0,,,,,
133812,세방,4360,2023,,27277239552.0,27277239552.0,735835413981.0,35245540013.0,,,,23580195873.0,,,,20039858045.0,,,39359122595.0,39359122595.0,708635836506.0,35564998607.0,,,,24543012104.0,,,,46840789269.0,
133858,세방전지,4490,2015,,79241404740.0,79241404740.0,956255738545.0,104106100822.0,,,,96389859663.0,,,,,,,61409743801.0,61409743801.0,955578135704.0,87634623276.0,,,,81017044792.0,,,,,
133858,세방전지,4490,2016,,63787092732.0,63787092732.0,958982088874.0,83478488339.0,,,,76034219291.0,,,,,,,79241404740.0,79241404740.0,956255738545.0,104106100822.0,,,,96389859663.0,,,,,
133858,세방전지,4490,2017,,66425641386.0,66425641386.0,1108228132369.0,88846070943.0,,,,69021895876.0,,,,,,,63787092732.0,63787092732.0,958982088874.0,83478488339.0,,,,76034219291.0,,,,,
133858,세방전지,4490,2018,,95066299668.0,95066299668.0,1165728777090.0,125210310473.0,,,,110152511689.0,,,,,,,66425641386.0,66425641386.0,1108228132369.0,88846070943.0,,,,69021895876.0,,,,,
133858,세방전지,4490,2019,,75929035099.0,75929035099.0,1129805364875.0,109446292398.0,,,,106461029281.0,,,,,,,95066299668.0,95066299668.0,1165728777090.0,125210310473.0,,,,110152511689.0,,,,,
133858,세방전지,4490,2020,,60797697660.0,60797697660.0,1077016196453.0,79303807812.0,,,,86323321239.0,,,,,,,75929035099.0,75929035099.0,1129805364875.0,109446292398.0,,,,106461029281.0,,,,,
133858,세방전지,4490,2021,,85495354031.0,85495354031.0,1243923315980.0,115557795908.0,,,,93461571850.0,,,,,,,60797697660.0,60797697660.0,1077016196453.0,79303807812.0,,,,86323321239.0,,,,,
133858,세방전지,4490,2022,,48458346391.0,48458346391.0,1278383545650.0,70696989819.0,,,,73366427070.0,,,,,,,85495354031.0,85495354031.0,1243923315980.0,115557795908.0,,,,93461571850.0,,,,,
133858,세방전지,4490,2023,,95822936241.0,95822936241.0,1357671112584.0,116766597620.0,,,,95268241526.0,,,,85406887327.0,,,48458346391.0,48458346391.0,1278383545650.0,70696989819.0,,,,73366427070.0,,,,53713091014.0,
133876,세보엠이씨,11560,2015,,10438581726.0,10438581726.0,277308188121.0,13765628306.0,,,,12799490058.0,,,,,,,5705076740.0,5705076740.0,347028130234.0,7489982099.0,,,,7073152210.0,,,,,
133876,세보엠이씨,11560,2016,,13952660767.0,13952660767.0,359073551986.0,22470493073.0,,,,19264496298.0,,,,,,,10438581726.0,10438581726.0,277308188121.0,13765628306.0,,,,12799490058.0,,,,,
133876,세보엠이씨,11560,2017,,21300312688.0,21300312688.0,590307232429.0,28535763106.0,,,,29217038708.0,,,,,,,13952660767.0,13952660767.0,359073551986.0,22470493073.0,,,,19264496298.0,,,,,
133876,세보엠이씨,11560,2018,,23999694909.0,23999694909.0,458624846705.0,32502481750.0,,,,27514232352.0,,,,,,,21300312688.0,21300312688.0,590307232429.0,28535763106.0,,,,29217038708.0,,,,,
133876,세보엠이씨,11560,2019,,-4882071396.0,-4882071396.0,605016446615.0,-4804188712.0,,,,-7734597583.0,,,,,,,23999694909.0,23999694909.0,458624846705.0,32502481750.0,,,,27514232352.0,,,,,
133876,세보엠이씨,11560,2020,,8148843878.0,8148843878.0,638235326384.0,9698263548.0,,,,7925852964.0,,,,,,,-4882071396.0,-4882071396.0,605016446615.0,-4804188712.0,,,,-7734597583.0,,,,,
133876,세보엠이씨,11560,2021,,11465467309.0,11465467309.0,430676784141.0,14874719628.0,,,,8875967744.0,,,,,,,8148843878.0,8148843878.0,638235326384.0,9698263548.0,,,,7925852964.0,,,,,
133876,세보엠이씨,11560,2022,,24685456101.0,24685456101.0,1031905188364.0,34029617208.0,,,,33642908777.0,,,,,,,11465467309.0,11465467309.0,430676784141.0,14874719628.0,,,,8875967744.0,,,,,
133876,세보엠이씨,11560,2023,,31645137929.0,31645137929.0,871724995143.0,40099730350.0,,,,38053999464.0,,,,33377725485.0,,,24685456101.0,24685456101.0,1031905188364.0,34029617208.0,,,,33642908777.0,,,,24273680629.0,
133991,세아특수강,19440,2015,,21346005397.0,21346005397.0,605069630853.0,27984117764.0,,,,32751045213.0,,,,,,,29792083878.0,29792083878.0,670291972504.0,37746513535.0,,,,43863975057.0,,,,,
133991,세아특수강,19440,2016,,24544980692.0,24544980692.0,572013623130.0,31833614127.0,,,,36054112996.0,,,,,,,21346005397.0,21346005397.0,605069630853.0,27984117764.0,,,,32751045213.0,,,,,
133991,세아특수강,19440,2017,,24118192952.0,24118192952.0,618668067385.0,31196541471.0,,,,33267030713.0,,,,,,,24544980692.0,24544980692.0,572013623130.0,31833614127.0,,,,36054112996.0,,,,,
133991,세아특수강,19440,2018,,12108348131.0,12108348131.0,594482379079.0,16205733387.0,,,,18179599535.0,,,,,,,24118192952.0,24118192952.0,618668067385.0,31196541471.0,,,,33267030713.0,,,,,
133991,세아특수강,19440,2019,,11949211807.0,11949211807.0,587357186731.0,15812412562.0,,,,17813698168.0,,,,,,,12108348131.0,12108348131.0,594482379079.0,16205733387.0,,,,18179599535.0,,,,,
133991,세아특수강,19440,2020,,-1855426659.0,-1855426659.0,471793047290.0,-2430329805.0,,,,96148216.0,,,,,,,11949211807.0,11949211807.0,587357186731.0,15812412562.0,,,,17813698168.0,,,,,
133991,세아특수강,19440,2021,,22497812671.0,22497812671.0,634630429694.0,29013730914.0,,,,26940814355.0,,,,,,,-1855426659.0,-1855426659.0,471793047290.0,-2430329805.0,,,,96148216.0,,,,,
133991,세아특수강,19440,2022,,11419399457.0,11419399457.0,760247863871.0,15455406233.0,,,,21390920545.0,,,,,,,22497812671.0,22497812671.0,634630429694.0,29013730914.0,,,,26940814355.0,,,,,
133991,세아특수강,19440,2023,,13777543352.0,13777543352.0,742390188234.0,16433862850.0,,,,20372499241.0,,,,13118460941.0,,,11419399457.0,11419399457.0,760247863871.0,15455406233.0,,,,21390920545.0,,,,12774083150.0,
134176,세우글로벌,13000,2015,,1308266233.0,1308266233.0,36745763302.0,1784167334.0,,,,2023222760.0,,,,,,,793870074.0,793870074.0,42874306821.0,2000077347.0,,,,3058294096.0,,,,,
134176,세우글로벌,13000,2016,,1714537990.0,1714537990.0,40304677536.0,2169920500.0,,,,1935160166.0,,,,,,,1308266233.0,1308266233.0,36745763302.0,1784167334.0,,,,2023222760.0,,,,,
134176,세우글로벌,13000,2017,,-727919527.0,-727919527.0,33446418526.0,-855257671.0,,,,1835102638.0,,,,,,,1714537990.0,1714537990.0,40304677536.0,2169920500.0,,,,1935160166.0,,,,,
134176,세우글로벌,13000,2018,,-1348472484.0,-1348472484.0,28386023777.0,-1768328112.0,,,,1528253090.0,,,,,,,-727919527.0,-727919527.0,33446418526.0,-855257671.0,,,,1835102638.0,,,,,
134176,세우글로벌,13000,2019,,848098580.0,848098580.0,25316586339.0,1213553373.0,,,,1080527264.0,,,,,,,-1348472484.0,-1348472484.0,28386023777.0,-1768328112.0,,,,1528253090.0,,,,,
134176,세우글로벌,13000,2020,,3096620696.0,3096620696.0,27452348123.0,-14098088.0,,,,1818515980.0,,,,,,,82817639.0,82817639.0,25316586339.0,1221681270.0,,,,1080527264.0,,,,,
134176,세우글로벌,13000,2021,,2113393096.0,2113393096.0,32394255916.0,2723886876.0,,,,2626139125.0,,,,,,,-260347582.0,-260347582.0,27452348123.0,-158134689.0,,,,1818515980.0,,,,,
134176,세우글로벌,13000,2022,,1307422632.0,1307422632.0,28065827220.0,2149604369.0,,,,1582371419.0,,,,,,,1488166094.0,1488166094.0,32394255916.0,1883106876.0,,,,2626139125.0,,,,,
134176,세우글로벌,13000,2023,,2571246305.0,2571246305.0,36127556606.0,3199860682.0,,,,2390758425.0,,,,2610068339.0,,,1307422632.0,1307422632.0,28065827220.0,2149604369.0,,,,1582371419.0,,,,1389176778.0,
134316,세원정공,21820,2015,,11859891617.0,11859891617.0,56141998281.0,14096896592.0,,,,-5107076060.0,,,,,,,13528076809.0,13528076809.0,60869810849.0,16691881194.0,,,,-788168495.0,,,,,
134316,세원정공,21820,2016,,8780044313.0,8780044313.0,49215833963.0,9593259782.0,,,,-2070988667.0,,,,,,,11859891617.0,11859891617.0,56141998281.0,14096896592.0,,,,-5107076060.0,,,,,
134316,세원정공,21820,2017,,9446428053.0,9446428053.0,53718376184.0,10537086894.0,,,,2795451856.0,,,,,,,8780044313.0,8780044313.0,49215833963.0,9593259782.0,,,,-2070988667.0,,,,,
134316,세원정공,21820,2018,,2872186646.0,2872186646.0,54947970300.0,3489148047.0,,,,-1280513644.0,,,,,,,9446428053.0,9446428053.0,53718376184.0,10537086894.0,,,,2795451856.0,,,,,
134316,세원정공,21820,2019,,4460800383.0,4460800383.0,48917348972.0,5391278027.0,,,,681140347.0,,,,,,,2872186646.0,2872186646.0,54947970300.0,3489148047.0,,,,-1280513644.0,,,,,
134316,세원정공,21820,2020,,7087220224.0,7087220224.0,50533996014.0,7894246119.0,,,,3741802351.0,,,,,,,4460800383.0,4460800383.0,48917348972.0,5391278027.0,,,,681140347.0,,,,,
134316,세원정공,21820,2021,,11472775877.0,11472775877.0,58380395755.0,11110558458.0,,,,7618717467.0,,,,,,,7087220224.0,7087220224.0,50533996014.0,7894246119.0,,,,3741802351.0,,,,,
134316,세원정공,21820,2022,,7926238594.0,7926238594.0,55615777398.0,9739774250.0,,,,4744808742.0,,,,,,,11472775877.0,11472775877.0,58380395755.0,11110558458.0,,,,7618717467.0,,,,,
134316,세원정공,21820,2023,,15160950958.0,15160950958.0,58348281690.0,19578012181.0,,,,7706755442.0,,,,,,,7926238594.0,7926238594.0,55615777398.0,9739774250.0,,,,4744808742.0,,,,,
134477,SNT다이내믹스,3570,2015,,32212254483.0,32212254483.0,443175886490.0,39565059962.0,,,,36674814654.0,,,,,,,775662815.0,775662815.0,504532590393.0,-2556605216.0,,,,-7013716246.0,,,,,
134477,SNT다이내믹스,3570,2016,,-23625342779.0,-23625342779.0,398982562965.0,-22567534223.0,,,,-1942045618.0,,,,,,,32212254483.0,32212254483.0,443175886490.0,39565059962.0,,,,36674814654.0,,,,,
134477,SNT다이내믹스,3570,2017,,-28425565348.0,-28425565348.0,370450188934.0,-37204077583.0,,,,-36005754018.0,,,,,,,-23625342779.0,-23625342779.0,398982562965.0,-22567534223.0,,,,-1942045618.0,,,,,
134477,SNT다이내믹스,3570,2018,,16332935450.0,16332935450.0,331676568402.0,22385910586.0,,,,14498066192.0,,,,,,,-28425565348.0,-28425565348.0,370450188934.0,-37204077583.0,,,,-36005754018.0,,,,,
134477,SNT다이내믹스,3570,2019,,19378460146.0,19378460146.0,295847914877.0,26411945991.0,,,,17766197452.0,,,,,,,16332935450.0,16332935450.0,331676568402.0,22385910586.0,,,,14498066192.0,,,,,
134477,SNT다이내믹스,3570,2020,,8940255055.0,8940255055.0,227822935466.0,13640980319.0,,,,14591746800.0,,,,,,,19378460146.0,19378460146.0,295847914877.0,26411945991.0,,,,17766197452.0,,,,,
134477,SNT다이내믹스,3570,2021,,61763870062.0,61763870062.0,258982134498.0,83594817348.0,,,,22031643552.0,,,,,,,8940255055.0,8940255055.0,227822935466.0,13640980319.0,,,,14591746800.0,,,,,
134477,SNT다이내믹스,3570,2022,,22824948737.0,22824948737.0,320369756097.0,28857901820.0,,,,25070424273.0,,,,,,,61763870062.0,61763870062.0,258982134498.0,83594817348.0,,,,22031643552.0,,,,,
134477,SNT다이내믹스,3570,2023,,47880103724.0,47880103724.0,389799119335.0,56097625216.0,,,,40012677915.0,,,,51242444307.0,,,22824948737.0,22824948737.0,320369756097.0,28857901820.0,,,,25070424273.0,,,,15345500620.0,
134565,이스타코,15020,2015,,1456331412.0,1456331412.0,6668262281.0,1801396752.0,,,,-1503138108.0,,,,,,,-2735727233.0,-2735727233.0,7266949961.0,-3053176382.0,,,,-2714183509.0,,,,,
134565,이스타코,15020,2016,,-8132298863.0,-8132298863.0,5041829346.0,-8202426842.0,,,,-1776268869.0,,,,,,,1456331412.0,1456331412.0,6668262281.0,1801396752.0,,,,-1503138108.0,,,,,
134565,이스타코,15020,2017,,-388879438.0,-388879438.0,37523201177.0,-371050455.0,,,,2034422425.0,,,,,,,-8132298863.0,-8132298863.0,5041829346.0,-8202426842.0,,,,-1776268869.0,,,,,
134565,이스타코,15020,2018,,-7330422157.0,-7330422157.0,6010263385.0,-6555603050.0,,,,-658997977.0,,,,,,,-388879438.0,-388879438.0,37523201177.0,-371050455.0,,,,2034422425.0,,,,,
134565,이스타코,15020,2019,,10952189640.0,10952189640.0,23815643734.0,9836259976.0,,,,3933073214.0,,,,,,,-5224269219.0,-5224269219.0,5164479050.0,-1543517432.0,,,,-378512880.0,,,,,
134565,이스타코,15020,2020,,-57403066.0,-57403066.0,5892497727.0,-89499763.0,,,,345326367.0,,,,,,,10952189640.0,10952189640.0,23815643734.0,9836259976.0,,,,3933073214.0,,,,,
134565,이스타코,15020,2021,,1497240167.0,1497240167.0,7060649411.0,1534434405.0,,,,-329699958.0,,,,,,,-57403066.0,-57403066.0,5892497727.0,-89499763.0,,,,345326367.0,,,,,
134565,이스타코,15020,2022,,-5021732071.0,-5021732071.0,7626732046.0,-5021732071.0,,,,-3170883298.0,,,,,,,1497240167.0,1497240167.0,7060649411.0,1534434405.0,,,,-329699958.0,,,,,
