,회사코드,회사명,종목코드,사업연도,기타포괄손익-공정가치측정금융자산,당기손익-공정가치측정금융자산,보험계약부채,보험계약자산,부채총계,비유동부채,비유동자산,상각후원가측정금융자산,예수부채,유동부채,유동자산,이익잉여금,자본금,자본총계,자산총계,차입부채,파생상품부채,파생상품자산
3660,141246,SGC E&C,16250,2018,,,,,453673815548.0,28022289910.0,128227623874.0,,,425651525638.0,487313713885.0,144687013567.0,14000000000.0,161867522211.0,615541337759.0,,,
3661,141246,SGC E&C,16250,2019,,,,,476810262356.0,32190045596.0,305112585411.0,,,444620216760.0,493381202441.0,306515358272.0,14000000000.0,321683525496.0,798493787852.0,,,
3662,141246,SGC E&C,16250,2020,,,,,513680441519.0,34372279539.0,116486714769.0,,,479308161980.0,544671511730.0,455855335014.0,7906915000.0,147477784980.0,661158226499.0,,,
3663,141246,SGC E&C,16250,2021,,,,,379798252306.0,29840041477.0,150917722200.0,,,349958210829.0,435862345046.0,176958669750.0,10121235000.0,206981814940.0,586780067246.0,,,
3664,141246,SGC E&C,16250,2022,,,,,724642923985.0,18521313172.0,180084176851.0,,,706121610813.0,790589246199.0,218507286510.0,12997225000.0,246030499065.0,970673423050.0,,,
3665,141246,SGC E&C,16250,2023,,,,,638308210101.0,15224757242.0,137629532209.0,,,623083452859.0,719103995122.0,166386085928.0,16733065000.0,218425317230.0,856733527331.0,,,
3666,141273,웰바이오텍,10600,2015,,,,,12849896615.0,465045472.0,26414929590.0,,,12384851143.0,29258688320.0,-28350778439.0,7624942000.0,42823721295.0,55673617910.0,,,
3667,141273,웰바이오텍,10600,2016,,,,,15412052379.0,515731107.0,26908846959.0,,,14896321272.0,32961146287.0,-26716558867.0,7624942000.0,44457940867.0,59869993246.0,,,
3668,141273,웰바이오텍,10600,2017,,,,,48870113341.0,1179152344.0,38165945434.0,,,47690960997.0,33323148392.0,-49064896928.0,7624942000.0,22618980485.0,71489093826.0,,,
3669,141273,웰바이오텍,10600,2018,,,,,24263349194.0,283836819.0,38420981758.0,,,23979512375.0,59027918296.0,-62985354698.0,18479719000.0,73185550860.0,97448900054.0,,,
3670,141273,웰바이오텍,10600,2019,,,,,22536923149.0,1563676771.0,42046451722.0,,,20973246378.0,54006072873.0,-80380691807.0,21505053000.0,73515601446.0,96052524595.0,,,
3671,141273,웰바이오텍,10600,2020,,,,,41201456482.0,8459483801.0,45855643456.0,,,32741972681.0,14701777412.0,-144804262085.0,22655163500.0,19355964386.0,60557420868.0,,,
3672,141273,웰바이오텍,10600,2021,,,,,42553645433.0,589591424.0,19777146144.0,,,41964054009.0,54595507976.0,-186145444943.0,29338622000.0,31819008687.0,74372654120.0,,,
3673,141273,웰바이오텍,10600,2022,,,,,6949583873.0,237674161.0,20170007795.0,,,6711909712.0,13396104169.0,-110308487764.0,33216052000.0,26616528091.0,33566111964.0,,,
3674,141273,웰바이오텍,10600,2023,,,,,11581696325.0,1636876098.0,28305762610.0,,,9944820227.0,15632161364.0,-172777390809.0,45461703500.0,32356227649.0,43937923974.0,,,
3675,141282,에이치디씨영창,1890,2023,,,,,20435029538.0,837904104.0,20010997031.0,,,19597125434.0,16404726896.0,-66185676327.0,111887914500.0,15980694389.0,36415723927.0,,,
3676,141307,영풍,670,2015,,,,,432703956821.0,333924385859.0,1660123132962.0,,,98779570962.0,418661581608.0,1642900438010.0,,1646080757749.0,2078784714570.0,,,
3677,141307,영풍,670,2016,,,,,425334513199.0,318546019370.0,1614301635332.0,,,106788493829.0,520457931998.0,1706244734392.0,,1709425054131.0,2134759567330.0,,,
3678,141307,영풍,670,2017,,,,,461993126594.0,307516581283.0,1625600501398.0,,,154476545311.0,587666516204.0,1748093571269.0,9210200000.0,1751273891008.0,2213267017602.0,,,
3679,141307,영풍,670,2018,,,,,514467002131.0,288411456157.0,1600296694931.0,,,226055545974.0,682191017058.0,1780244684918.0,9210200000.0,1768020709858.0,2282487711989.0,,,
3680,141307,영풍,670,2019,,,,,462704604322.0,261345186185.0,1579679349860.0,,,201359418137.0,703273846909.0,1834365237300.0,9210200000.0,1820248592447.0,2282953196769.0,,,
3681,141307,영풍,670,2020,,,,,494311177324.0,262991960049.0,1612157628852.0,,,231319217275.0,727719977693.0,1861025492074.0,9210200000.0,1845566429221.0,2339877606545.0,,,
3682,141307,영풍,670,2021,,,,,742654266961.0,301242845492.0,1651348653279.0,,,441411421469.0,908528848727.0,1826893567629.0,9210200000.0,1817223235045.0,2559877502006.0,,,
3683,141307,영풍,670,2022,,,,,702985537455.0,325786129848.0,1678766027016.0,,,377199407607.0,795088347074.0,1767032811098.0,9210200000.0,1770868836635.0,2473854374090.0,,,
3684,141307,영풍,670,2023,,,,,669088884680.0,311311121940.0,1808909616609.0,,,357777762740.0,570181192642.0,1705406579382.0,9210200000.0,1710001924571.0,2379090809251.0,,,
3685,141389,KZ정밀,36560,2015,,,,,61698966496.0,48669890810.0,290903792069.0,,,13029075686.0,68154615449.0,119999122818.0,7875000000.0,297359441022.0,359058407518.0,,,
3686,141389,KZ정밀,36560,2016,,,,,60667468926.0,46945361723.0,299768570082.0,,,13722107203.0,61595050866.0,123990659001.0,7875000000.0,300696152022.0,361363620948.0,,,
3687,141389,KZ정밀,36560,2017,,,,,58989645831.0,47539354420.0,299356243925.0,,,11450291411.0,71301287590.0,130144674242.0,7875000000.0,311667885684.0,370657531515.0,,,
3688,141389,KZ정밀,36560,2018,,,,,51436910441.0,37531674905.0,253989850623.0,,,13905235536.0,82190592503.0,138017598616.0,7875000000.0,284743532685.0,336180443126.0,,,
3689,141389,KZ정밀,36560,2019,,,,,50621091560.0,35965120127.0,246909716797.0,,,14655971433.0,88111586097.0,145706970765.0,7875000000.0,284400211334.0,335021302894.0,,,
3690,141389,KZ정밀,36560,2020,,,,,45326810621.0,31878534112.0,232859706076.0,,,13448276509.0,93884548815.0,154881311001.0,7875000000.0,281417444270.0,326744254891.0,,,
3691,141389,KZ정밀,36560,2021,,,,,58462307947.0,41665712815.0,299716413740.0,,,16796595132.0,78595010721.0,160729267145.0,7875000000.0,319849116514.0,378311424461.0,,,
3692,141389,KZ정밀,36560,2022,,,,,71656711563.0,41197222190.0,334783359847.0,,,30459489373.0,77424118656.0,171094848362.0,7875000000.0,340550766940.0,412207478503.0,,,
3693,141389,KZ정밀,36560,2023,,,,,59903006583.0,34526634724.0,302289199716.0,,,25376371859.0,94061494310.0,192414263869.0,7875000000.0,336447687443.0,396350694026.0,,,
3694,141404,영풍제지,6740,2015,,,,,25765161322.0,9792510581.0,81045319269.0,,,15972650741.0,33796609753.0,62303112716.0,,89076767700.0,114841929022.0,,,
3695,141404,영풍제지,6740,2016,,,,,26992875368.0,8547489280.0,71275334395.0,,,18445386088.0,50104199119.0,67660573188.0,,94386658146.0,121379533514.0,,,
3696,141404,영풍제지,6740,2017,,,,,30343495023.0,847895906.0,57030927250.0,,,29495599117.0,70991478404.0,70857574384.0,11100000000.0,97678910631.0,128022405654.0,,,
3697,141404,영풍제지,6740,2018,,,,,27812434674.0,1808558986.0,56860319151.0,,,26003875688.0,82094762989.0,84293057702.0,11100000000.0,111142647466.0,138955082140.0,,,
3698,141404,영풍제지,6740,2019,,,,,19796821633.0,2785416692.0,85735374861.0,,,17011404941.0,53577723963.0,92635356597.0,11100000000.0,119516277191.0,139313098824.0,,,
3699,141404,영풍제지,6740,2020,,,,,75552254403.0,58101005776.0,129559207635.0,,,17451248627.0,72429058761.0,100741470471.0,11100000000.0,126436011993.0,201988266396.0,,,
3700,141404,영풍제지,6740,2021,,,,,77558898577.0,58193108648.0,124171847473.0,,,19365789929.0,85367527763.0,106285935137.0,11100000000.0,131980476659.0,209539375236.0,,,
3701,141404,영풍제지,6740,2022,,,,,67128963181.0,49862087401.0,149269316222.0,,,17266875780.0,54384838954.0,110495395473.0,11147500000.0,136525191995.0,203654155176.0,,,
3702,141404,영풍제지,6740,2023,,,,,74969954780.0,56452349987.0,132681469781.0,,,18517604793.0,65294493658.0,93985082822.0,24397993000.0,123006008659.0,197975963439.0,,,
3703,141413,영화금속,12280,2015,,,,,54537236128.0,16816259868.0,63792612652.0,,,37720976260.0,48750247979.0,33210117535.0,23597333000.0,58005624503.0,112542860631.0,,,
3704,141413,영화금속,12280,2016,,,,,70140039257.0,29189969679.0,82067709586.0,,,40950069578.0,55721600345.0,42853763706.0,23597333000.0,67649270674.0,137789309931.0,,,
3705,141413,영화금속,12280,2017,,,,,109623537442.0,55165125837.0,112681481985.0,,,54458411605.0,67130107934.0,45392545509.0,23597333000.0,70188052477.0,179811589919.0,,,
3706,141413,영화금속,12280,2018,,,,,138829452608.0,61346468983.0,128877726581.0,,,77482983625.0,79520148244.0,45769952919.0,23597333000.0,69568422217.0,208397874825.0,,,
3707,141413,영화금속,12280,2019,,,,,131162598567.0,66812740651.0,126335717014.0,,,64349857916.0,75544739867.0,46919389016.0,23597333000.0,70717858314.0,201880456881.0,,,
3708,141413,영화금속,12280,2020,,,,,123903361898.0,50763317880.0,119202570298.0,,,73140044018.0,78387454347.0,38093167174.0,27569082500.0,73686662747.0,197590024645.0,,,
3709,141413,영화금속,12280,2021,,,,,150705229837.0,51437153506.0,114698535400.0,,,99268076331.0,96861837417.0,20734381615.0,27569082500.0,60855142980.0,211560372817.0,,,
3710,141413,영화금속,12280,2022,,,,,158037883342.0,39529273310.0,107173201639.0,,,118508610032.0,113565734719.0,22580291651.0,27569082500.0,62701053016.0,220738936358.0,,,
3711,141413,영화금속,12280,2023,,,,,142474702201.0,35978119378.0,96834780670.0,,,106496582823.0,113167877781.0,28407137173.0,27569082500.0,67527956250.0,210002658451.0,,,
3712,141477,영흥,12160,2015,,,,,104699351321.0,33389243988.0,184876810577.0,,,71310107333.0,75630830648.0,115888114481.0,39194601000.0,155808289904.0,260507641225.0,,,
3713,141477,영흥,12160,2016,,,,,129464779479.0,43306374710.0,212594717820.0,,,86158404769.0,94162906537.0,115183888280.0,42913254500.0,177292844878.0,306757624357.0,,,
3714,141477,영흥,12160,2017,,,,,133604878445.0,42410431005.0,199870361006.0,,,91194447440.0,100675052244.0,117843761637.0,42913254500.0,166940534805.0,300545413250.0,,,
3715,141477,영흥,12160,2018,,,,,128254632230.0,36671588402.0,188927354390.0,,,91583043828.0,96159787326.0,105357018522.0,42913254500.0,159454205544.0,287708837774.0,,,
3716,141477,영흥,12160,2019,,,,,142810696068.0,46632917187.0,164456355083.0,,,96177778881.0,117139507093.0,107220084257.0,42913254500.0,161105842504.0,303916538572.0,,,
3717,141477,영흥,12160,2020,,,,,168868635444.0,45583694459.0,188867774619.0,,,123284940985.0,127994675827.0,91433041057.0,46367016000.0,147993815002.0,316862450446.0,,,
3718,141477,영흥,12160,2021,,,,,173491694699.0,43195098750.0,217848151510.0,,,130296595949.0,127901241222.0,96376346550.0,50655186000.0,172257698033.0,345749392732.0,,,
3719,141477,영흥,12160,2022,,,,,177065864426.0,36057401172.0,212406830705.0,,,141008463254.0,141742412891.0,98704810767.0,50655186000.0,177083379170.0,354149243596.0,,,
3720,141477,영흥,12160,2023,,,,,165547646939.0,38705318553.0,251420988911.0,,,126842328386.0,125139444390.0,90920178097.0,50655186000.0,211012786362.0,376560433301.0,,,
3721,141529,오뚜기,7310,2015,,,,,451300558480.0,117459475443.0,695316688894.0,,,333841083037.0,535544950476.0,760251153361.0,17200000000.0,779561080890.0,1230861639370.0,,,
3722,141529,오뚜기,7310,2016,,,,,474249883211.0,105333911353.0,749262086665.0,,,368915971858.0,593485694993.0,856971886347.0,17200000000.0,868497898447.0,1342747781658.0,,,
3723,141529,오뚜기,7310,2017,,,,,440413114074.0,43089478771.0,809827811717.0,,,397323635303.0,595973315377.0,954196867790.0,17200000000.0,965388013020.0,1405801127094.0,,,
3724,141529,오뚜기,7310,2018,,,,,555376133556.0,149129733027.0,997789117976.0,,,406246400529.0,656668313195.0,1069686608569.0,18026185000.0,1099081297615.0,1654457431171.0,,,
3725,141529,오뚜기,7310,2019,,,,,538577284592.0,127757422580.0,1187566641754.0,,,410819862012.0,513514944911.0,1133281620359.0,18026185000.0,1162504302073.0,1701081586665.0,,,
3726,141529,오뚜기,7310,2020,,,,,603034103551.0,178512701497.0,1345419226846.0,,,424521402054.0,560392534612.0,1244408933660.0,18359905000.0,1302777657907.0,1905811761458.0,,,
3727,141529,오뚜기,7310,2021,,,,,797978808586.0,240522777129.0,1361265007069.0,,,557456031457.0,814336157762.0,1319362284783.0,18359905000.0,1377622356245.0,2175601164831.0,,,
3728,141529,오뚜기,7310,2022,,,,,978121555752.0,210127758808.0,1610372954424.0,,,767993796944.0,915598920770.0,1490140703775.0,20039150000.0,1547850319442.0,2525971875194.0,,,
3729,141529,오뚜기,7310,2023,,,,,861985553852.0,297590457860.0,1606061591289.0,,,564395095992.0,883427308977.0,1570015679201.0,20039150000.0,1627503346414.0,2489488900266.0,,,
3730,141556,오로라,39830,2015,,,,,65895772559.0,16528312777.0,87927774137.0,,,49367459782.0,60143300580.0,64180268787.0,,82175302158.0,148071074717.0,,,
3731,141556,오로라,39830,2016,,,,,72786788972.0,20690743372.0,92973150401.0,,,52096045600.0,63271194677.0,67759395115.0,,83457556106.0,156244345078.0,,,
3732,141556,오로라,39830,2017,,,,,83048264952.0,20903096773.0,113953894245.0,,,62145168179.0,61087655334.0,76295123636.0,5381445000.0,91993284627.0,175041549579.0,,,
3733,141556,오로라,39830,2018,,,,,79345039485.0,19413851581.0,124798468838.0,,,59931187904.0,49474162312.0,80125159734.0,5381445000.0,94927591665.0,174272631150.0,,,
3734,141556,오로라,39830,2019,,,,,97421466500.0,19139248727.0,146323286930.0,,,78282217773.0,49236847383.0,83336235882.0,5381445000.0,98138667813.0,195560134313.0,,,
3735,141556,오로라,39830,2020,,,,,122282165264.0,27734734968.0,172795831608.0,,,94547430296.0,52823505510.0,88534739923.0,5381445000.0,103337171854.0,225619337118.0,,,
3736,141556,오로라,39830,2021,,,,,211266364066.0,90079469147.0,247144858541.0,,,121186894919.0,68908101091.0,89984163635.0,5381445000.0,104786595566.0,316052959632.0,,,
3737,141556,오로라,39830,2022,,,,,241328159700.0,80494066982.0,249915418738.0,,,160834092718.0,98306417621.0,93087217678.0,5381445000.0,106893676659.0,348221836359.0,,,
3738,141556,오로라,39830,2023,,,,,254061843240.0,21279535386.0,271843193565.0,,,232782307854.0,90561619168.0,95262801622.0,5381445000.0,108342969493.0,362404812733.0,,,
3739,141608,오리엔탈정공,14940,2015,,,,,51871167990.0,10590743653.0,48937533396.0,,,41280424337.0,33040830619.0,-213992880717.0,20272980000.0,30107196025.0,81978364015.0,,,
3740,141608,오리엔탈정공,14940,2016,,,,,37639311760.0,10368551288.0,33679390216.0,,,27270760472.0,26654257043.0,-221404333523.0,20272980000.0,22694335499.0,60333647259.0,,,
3741,141608,오리엔탈정공,14940,2017,,,,,31540626613.0,10081336026.0,39430607242.0,,,21459290587.0,17499114381.0,1958507824.0,20272980000.0,25389095010.0,56929721623.0,,,
3742,141608,오리엔탈정공,14940,2018,,,,,33500701912.0,10470499558.0,33038069254.0,,,23030202354.0,27915655246.0,-324347822.0,22786830500.0,27453022588.0,60953724500.0,,,
3743,141608,오리엔탈정공,14940,2019,,,,,30984180544.0,11932345538.0,35011047719.0,,,19051835006.0,30078397644.0,1677791809.0,22786830500.0,34105264819.0,65089445363.0,,,
3744,141608,오리엔탈정공,14940,2020,,,,,26157972216.0,11431688714.0,62902232952.0,,,14726283502.0,29187977698.0,33504765424.0,22786830500.0,65932238434.0,92090210650.0,,,
3745,141608,오리엔탈정공,14940,2021,,,,,23800054123.0,9964174832.0,62062651144.0,,,13835879291.0,34863624495.0,40877598606.0,22786830500.0,73126221516.0,96926275639.0,,,
3746,141608,오리엔탈정공,14940,2022,,,,,19569860841.0,9335237762.0,60838162037.0,,,10234623079.0,40344455121.0,49306809657.0,22786830500.0,81612756317.0,101182617158.0,,,
3747,141608,오리엔탈정공,14940,2023,,,,,19574102469.0,9325014691.0,60486607049.0,,,10249087778.0,42263828480.0,50864654025.0,22786830500.0,83176333060.0,102750435529.0,,,
3748,141626,오리엔트바이오,2630,2015,,,,,18837583710.0,4894518112.0,49719654762.0,,,13943065598.0,20291592723.0,-8498507443.0,,51173663775.0,70011247485.0,,,
3749,141626,오리엔트바이오,2630,2016,,,,,20418067344.0,6365059440.0,66066895383.0,,,14053007904.0,28783820935.0,-3452988065.0,,74432648974.0,94850716318.0,,,
3750,141626,오리엔트바이오,2630,2017,,,,,22904895363.0,4223790069.0,57720165021.0,,,18681105294.0,36921875798.0,-17791589860.0,,71737145456.0,94642040819.0,,,
3751,141626,오리엔트바이오,2630,2018,,,,,64695946793.0,5913604221.0,68765473326.0,,,58782342572.0,54076537417.0,-25047442673.0,81573255500.0,58146063950.0,122842010743.0,,,
3752,141626,오리엔트바이오,2630,2019,,,,,21298649061.0,5600996038.0,55039362875.0,,,15697653023.0,35617332431.0,-48319893846.0,114267552000.0,69358046245.0,90656695306.0,,,
3753,141626,오리엔트바이오,2630,2020,,,,,17613650763.0,8718770938.0,46373942102.0,,,8894879825.0,20352110481.0,-5187468127.0,50899498000.0,49112401820.0,66726052583.0,,,
3754,141626,오리엔트바이오,2630,2021,,,,,21136119163.0,7742853098.0,40212480419.0,,,13393266065.0,22141651972.0,-22084611920.0,59286024500.0,41218013228.0,62354132391.0,,,
3755,141626,오리엔트바이오,2630,2022,,,,,21764271008.0,8120158181.0,34453722262.0,,,13644112827.0,70498286259.0,,,83187737513.0,104952008521.0,,,
3756,141626,오리엔트바이오,2630,2023,,,,,9657861933.0,5765562485.0,31800648488.0,,,3892299448.0,49249571579.0,,,71392358134.0,81050220067.0,,,
3757,141671,오리콤,10470,2015,,,,,88744102421.0,9876627698.0,66421068804.0,,,78867474723.0,85341735247.0,29421459136.0,11271250000.0,63018701630.0,151762804051.0,,,
3758,141671,오리콤,10470,2016,,,,,76365478075.0,9217891929.0,73384452112.0,,,67147586146.0,68792540260.0,31780496803.0,11498750000.0,65811514297.0,142176992372.0,,,
3759,141671,오리콤,10470,2017,,,,,81946984809.0,8260744624.0,72991604576.0,,,73686240185.0,75706265796.0,32051944611.0,11498750000.0,66750885563.0,148697870372.0,,,
3760,141671,오리콤,10470,2018,,,,,85147676722.0,8157012711.0,72363419815.0,,,76990664011.0,82642802259.0,35159604400.0,11498750000.0,69858545352.0,155006222074.0,,,
3761,141671,오리콤,10470,2019,,,,,69644776720.0,9897507225.0,74534845201.0,,,59747269495.0,66382345569.0,34869961726.0,11704050000.0,71272414050.0,140917190770.0,,,
3762,141671,오리콤,10470,2020,,,,,53128237355.0,11467320528.0,76422879191.0,,,41660916827.0,45624336031.0,32220425543.0,11845050000.0,68918977867.0,122047215222.0,,,
3763,141671,오리콤,10470,2021,,,,,67223749782.0,12625539921.0,84995993637.0,,,54598209861.0,59602339179.0,32575820230.0,11975050000.0,77374583034.0,144598332816.0,,,
3764,141671,오리콤,10470,2022,,,,,65013938392.0,12967973012.0,77902337462.0,,,52045965380.0,70835530188.0,38787246970.0,11975050000.0,83723929258.0,148737867650.0,,,
3765,141671,오리콤,10470,2023,,,,,78253169744.0,14005417576.0,85748704229.0,,,64247752168.0,84684236378.0,40829745574.0,11975050000.0,92179770863.0,170432940607.0,,,
3766,141875,사조오양,6090,2015,,,,,165283008195.0,42410762537.0,214300505475.0,,,122872245658.0,68209229882.0,47563131908.0,,117226727162.0,282509735357.0,,,
3767,141875,사조오양,6090,2016,,,,,164101688824.0,34321327136.0,207791433058.0,,,129780361688.0,84609634834.0,58512265884.0,,128299379068.0,292401067892.0,,,
3768,141875,사조오양,6090,2017,,,,,153715083836.0,34204881350.0,216301672524.0,,,119510202486.0,86098290639.0,81199303763.0,47113695000.0,148684879327.0,302399963163.0,,,
3769,141875,사조오양,6090,2018,,,,,152586146983.0,28313290495.0,217169926238.0,,,124272856488.0,91120209263.0,88026282980.0,47113695000.0,155703988518.0,308290135501.0,,,
3770,141875,사조오양,6090,2019,,,,,143598138355.0,23662207435.0,207053686175.0,,,119935930920.0,104102876244.0,99938740672.0,47113695000.0,167558424064.0,311156562419.0,,,
3771,141875,사조오양,6090,2020,,,,,133950267799.0,20609364812.0,188032679986.0,,,113340902987.0,130709215806.0,117642438411.0,47113695000.0,184791627993.0,318741895792.0,,,
3772,141875,사조오양,6090,2021,,,,,119243893874.0,13500091196.0,189256775364.0,,,105743802678.0,126691707365.0,132429502893.0,47113695000.0,196704588855.0,315948482729.0,,,
3773,141875,사조오양,6090,2022,,,,,137261542247.0,7996598925.0,206629626586.0,,,129264943322.0,136578328509.0,141961155748.0,47113695000.0,205946412848.0,343207955095.0,,,
3774,141875,사조오양,6090,2023,,,,,125447760254.0,7200192822.0,207950990802.0,,,118247567432.0,138289185761.0,159225760565.0,47113695000.0,220792416309.0,346240176563.0,,,
3775,142661,우성,6980,2015,,,,,79700755884.0,7775538270.0,94401808839.0,,,71925217614.0,140818321695.0,144157491800.0,,155519374650.0,235220130534.0,,,
3776,142661,우성,6980,2016,,,,,69770851561.0,10087797061.0,98446511065.0,,,59683054500.0,125534856123.0,142754415797.0,,154210515627.0,223981367188.0,,,
3777,142661,우성,6980,2017,,,,,76908385235.0,6636842175.0,123129309537.0,,,70271543060.0,109296628230.0,144090075582.0,15450000000.0,155517552532.0,232425937767.0,,,
3778,142661,우성,6980,2018,,,,,111152042272.0,24864920650.0,134567641423.0,,,86287121622.0,125413019472.0,138125477051.0,15450000000.0,148828618623.0,259980660895.0,,,
3779,142661,우성,6980,2019,,,,,150435001455.0,13607043023.0,121643183675.0,,,136827958432.0,190018076409.0,150155896099.0,15450000000.0,161226258629.0,311661260084.0,,,
3780,142661,우성,6980,2020,,,,,124386179139.0,10202793154.0,121160216296.0,,,114183385985.0,166301943224.0,151566292211.0,15450000000.0,163075980381.0,287462159520.0,,,
3781,142661,우성,6980,2021,,,,,24510082520.0,14749185308.0,160119870762.0,,,9760897212.0,21262906845.0,145205091027.0,15450000000.0,156872695087.0,181382777607.0,,,
3782,142661,우성,6980,2022,,,,,22136579086.0,9811975939.0,158892176159.0,,,12324603147.0,19874495583.0,145428804098.0,15450000000.0,156630092656.0,178766671742.0,,,
3783,142661,우성,6980,2023,,,,,23775838357.0,13711329133.0,162681086483.0,,,10064509224.0,17743687414.0,145652142544.0,15450000000.0,156648935540.0,180424773897.0,,,
3784,142713,형지I&C,11080,2015,,,,,61277320907.0,13787671027.0,40480687844.0,,,47489649880.0,71256988977.0,12027160553.0,,50460355914.0,111737676821.0,,,
3785,142713,형지I&C,11080,2016,,,,,54874991505.0,8647422778.0,38720565678.0,,,46227568727.0,70370422850.0,7186491144.0,,54215997023.0,109090988528.0,,,
3786,142713,형지I&C,11080,2017,,,,,49362422965.0,8837867155.0,21176852853.0,,,40524555810.0,54758246991.0,-20456829000.0,19477834000.0,26572676879.0,75935099844.0,,,
3787,142713,형지I&C,11080,2018,,,,,47186374783.0,3392670509.0,12102109804.0,,,43793704274.0,55993306152.0,-26235356990.0,19477834000.0,20909041173.0,68095415956.0,,,
3788,142713,형지I&C,11080,2019,,,,,41092393765.0,4418721397.0,15504210286.0,,,36673672368.0,48218148940.0,-26395794714.0,19477834000.0,22629965461.0,63722359226.0,,,
3789,142713,형지I&C,11080,2020,,,,,33865404071.0,7155375248.0,14638845509.0,,,26710028823.0,34978414618.0,-32874492272.0,19477834000.0,15751856056.0,49617260127.0,,,
3790,142713,형지I&C,11080,2021,,,,,45268589504.0,20472001472.0,14022372036.0,,,24796588032.0,43262561748.0,-36741465612.0,19506824500.0,12016344280.0,57284933784.0,,,
3791,142713,형지I&C,11080,2022,,,,,30997209950.0,4134057992.0,20129535021.0,,,26863151958.0,39936106451.0,-37355842491.0,12751681500.0,29068431522.0,60065641472.0,,,
3792,142713,형지I&C,11080,2023,,,,,30146416679.0,6693815693.0,23340839184.0,,,23452600986.0,36985652260.0,-36273591906.0,12751681500.0,30180074765.0,60326491444.0,,,
3793,142865,WISCOM,24070,2015,,,,,11575321805.0,2538552763.0,55019003793.0,,,9036769042.0,73958192380.0,88119644442.0,,117401874368.0,128977196173.0,,,
3794,142865,WISCOM,24070,2016,,,,,13599572907.0,2227648456.0,53121835236.0,,,11371924451.0,78122086050.0,88474381867.0,,117644348379.0,131243921286.0,,,
3795,142865,WISCOM,24070,2017,,,,,11816365966.0,2327725548.0,49962651312.0,,,9488640418.0,78449345392.0,87462944535.0,7512960000.0,116595630738.0,128411996704.0,,,
3796,142865,WISCOM,24070,2018,,,,,9701523860.0,2530570336.0,56247948971.0,,,7170953524.0,70615366985.0,88029105893.0,7512960000.0,117161792096.0,126863315956.0,,,
3797,142865,WISCOM,24070,2019,,,,,14115906333.0,2510636078.0,63521751297.0,,,11605270255.0,68839262163.0,88656443160.0,7663219000.0,118245107127.0,132361013460.0,,,
3798,142865,WISCOM,24070,2020,,,,,12189901644.0,2041129162.0,64426200301.0,,,10148772482.0,64999870734.0,87647505424.0,7663219000.0,117236169391.0,129426071035.0,,,
3799,142865,WISCOM,24070,2021,,,,,12968646006.0,1027942790.0,71657891707.0,,,11940703216.0,61818293047.0,90918874781.0,7663219000.0,120507538748.0,133476184754.0,,,
3800,142865,WISCOM,24070,2022,,,,,14294276969.0,531736480.0,60962065969.0,,,13762540489.0,64763292274.0,81842417307.0,7663219000.0,111431081274.0,125725358243.0,,,
3801,142865,WISCOM,24070,2023,,,,,10705098832.0,324172074.0,71314138967.0,,,10380926758.0,49723233191.0,80743609359.0,7663219000.0,110332273326.0,121037372158.0,,,
3802,142883,우신시스템,17370,2015,,,,,65733277171.0,4997083772.0,96505771091.0,,,60736193399.0,64747578774.0,58474603021.0,7929677000.0,95520072694.0,161253349865.0,,,
3803,142883,우신시스템,17370,2016,,,,,56464003391.0,19890463744.0,108557773773.0,,,36573539647.0,52955141589.0,64017427972.0,9137614000.0,105048911971.0,161512915362.0,,,
3804,142883,우신시스템,17370,2017,,,,,60703389339.0,19115000165.0,107278155109.0,,,41588389174.0,61716834466.0,68150396045.0,9157027000.0,108291600236.0,168994989575.0,,,
3805,142883,우신시스템,17370,2018,,,,,72068110059.0,16670917877.0,105417633406.0,,,55397192182.0,76404754379.0,69628800519.0,9157027000.0,109754277726.0,181822387785.0,,,
3806,142883,우신시스템,17370,2019,,,,,82367393491.0,26371178278.0,99785940707.0,,,55996215213.0,82486738038.0,60451318330.0,9157027000.0,99905285254.0,182272678745.0,,,
3807,142883,우신시스템,17370,2020,,,,,93000519800.0,27011054210.0,96168079989.0,,,65989465590.0,96240884204.0,77528990660.0,9157027000.0,99408444393.0,192408964193.0,,,
3808,142883,우신시스템,17370,2021,,,,,108250619579.0,18275099335.0,82051137379.0,,,89975520244.0,114500983337.0,66272644437.0,9157027000.0,88301501137.0,196552120716.0,,,
3809,142883,우신시스템,17370,2022,,,,,65804541005.0,10607786441.0,82484012869.0,,,55196754564.0,79112186168.0,75355435592.0,9157027000.0,95791658032.0,161596199037.0,,,
3810,142883,우신시스템,17370,2023,,,,,150605465676.0,7579821360.0,83263516357.0,,,143025644316.0,175308127397.0,88225144744.0,9157027000.0,107966178078.0,258571643754.0,,,
3811,143262,우진아이엔에스,10400,2018,,,,,13109264505.0,1460654088.0,27462352950.0,,,11648610417.0,94764508094.0,82038859356.0,3811000000.0,109117596539.0,122226861044.0,,,
3812,143262,우진아이엔에스,10400,2019,,,,,26299457769.0,3516357077.0,38656423880.0,,,22783100692.0,94593630769.0,80859823203.0,3811000000.0,106950596880.0,133250054649.0,,,
3813,143262,우진아이엔에스,10400,2020,,,,,19595740184.0,2747019329.0,41772988709.0,,,16848720855.0,79255756996.0,80568409032.0,3811000000.0,101433005521.0,121028745705.0,,,
