,회사코드,회사명,종목코드,사업연도,금융상품관련순손익,당기순이익,당기순이익(손실),매출액,법인세차감전 순이익,순수수료손익,순이자손익,영업비용,영업이익,영업이익(손실),이자비용,이자수익,총포괄손익,파생상품관련손익
3099,135467,승일,49830,2016,,3178474204.0,3178474204.0,138451582677.0,4923485806.0,,,,5733721765.0,,,,,
3100,135467,승일,49830,2017,,2732414616.0,2732414616.0,135816977937.0,3679332422.0,,,,3746791019.0,,,,,
3101,135467,승일,49830,2018,,7933278975.0,7933278975.0,151026586704.0,10359576210.0,,,,2222744310.0,,,,,
3102,135467,승일,49830,2019,,-585952178.0,-585952178.0,136635791237.0,-776563774.0,,,,-1379746630.0,,,,,
3103,135467,승일,49830,2020,,803732728.0,803732728.0,132798715970.0,365584604.0,,,,320443808.0,,,,,
3104,135467,승일,49830,2021,,3879078148.0,3879078148.0,147274736531.0,4500061161.0,,,,3858105628.0,,,,,
3105,135467,승일,49830,2022,,1312374310.0,1312374310.0,158939395096.0,1613457039.0,,,,1286649592.0,,,,,
3106,135467,승일,49830,2023,,417448069.0,417448069.0,141948416534.0,454132498.0,,,,597884268.0,,,,447110569.0,
3107,135777,신대양제지,16590,2015,,-14745654108.0,-14745654108.0,227669016140.0,-19175692350.0,,,,8222642328.0,,,,,
3108,135777,신대양제지,16590,2016,,6099048013.0,6099048013.0,220230482505.0,16511646310.0,,,,7321099099.0,,,,,
3109,135777,신대양제지,16590,2017,,20387023857.0,20387023857.0,317852082021.0,26240479734.0,,,,24314080873.0,,,,,
3110,135777,신대양제지,16590,2018,,59357749974.0,59357749974.0,322765575056.0,74576815854.0,,,,63235295260.0,,,,,
3111,135777,신대양제지,16590,2019,,32369781977.0,32369781977.0,258433073787.0,45607637891.0,,,,40366782651.0,,,,,
3112,135777,신대양제지,16590,2020,,24030566686.0,24030566686.0,189037601792.0,32677360682.0,,,,29600371032.0,,,,,
3113,135777,신대양제지,16590,2021,,25007603907.0,25007603907.0,245038661571.0,32880617152.0,,,,27514996560.0,,,,,
3114,135777,신대양제지,16590,2022,,20262546955.0,20262546955.0,226067372405.0,24456144102.0,,,,21433374868.0,,,,,
3115,135777,신대양제지,16590,2023,,29318653543.0,29318653543.0,218069628022.0,39168000713.0,,,,32639551973.0,,,,28969003910.0,
3116,135795,신도리코,29530,2015,,14301808886.0,14301808886.0,474963360053.0,20801716345.0,,,,7063329609.0,,,,,
3117,135795,신도리코,29530,2016,,22036020961.0,22036020961.0,480114247853.0,27139233453.0,,,,13623023200.0,,,,,
3118,135795,신도리코,29530,2017,,32930932118.0,32930932118.0,531267060325.0,39087848070.0,,,,28715840819.0,,,,,
3119,135795,신도리코,29530,2018,,31635088550.0,31635088550.0,524068949396.0,36473883384.0,,,,18032535339.0,,,,,
3120,135795,신도리코,29530,2019,,9313443732.0,9313443732.0,397786844020.0,15800748713.0,,,,2873389342.0,,,,,
3121,135795,신도리코,29530,2020,,-8969525300.0,-8969525300.0,322076517994.0,-13075223156.0,,,,-13484745246.0,,,,,
3122,135795,신도리코,29530,2021,,98833689361.0,98833689361.0,308631358874.0,131829996759.0,,,,5643760109.0,,,,,
3123,135795,신도리코,29530,2022,,30885058526.0,30885058526.0,361238885330.0,39403607361.0,,,,-5063089978.0,,,,,
3124,135795,신도리코,29530,2023,,58997926512.0,58997926512.0,377909994576.0,73935252815.0,,,,19847515856.0,,,,57684231555.0,
3125,135962,신라교역,4970,2015,,23735060366.0,23735060366.0,280824951434.0,30003459915.0,,,,-6345262828.0,,,,,
3126,135962,신라교역,4970,2016,,22836677029.0,22836677029.0,295147952945.0,34561422209.0,,,,5891986066.0,,,,,
3127,135962,신라교역,4970,2017,,21423400372.0,21423400372.0,393387212632.0,28294910118.0,,,,28558231378.0,,,,,
3128,135962,신라교역,4970,2018,,39566184793.0,39566184793.0,337367198663.0,50850011699.0,,,,6771684160.0,,,,,
3129,135962,신라교역,4970,2019,,10489220342.0,10489220342.0,331855108276.0,14990272737.0,,,,-5543240424.0,,,,,
3130,135962,신라교역,4970,2020,,5764883295.0,5764883295.0,316974130241.0,7070431535.0,,,,-10104790428.0,,,,,
3131,135962,신라교역,4970,2021,,44424603898.0,44424603898.0,301584982769.0,58360276195.0,,,,11203120702.0,,,,,
3132,135962,신라교역,4970,2022,,15665849031.0,15665849031.0,383845599785.0,19845163046.0,,,,10768868452.0,,,,,
3133,135962,신라교역,4970,2023,,29427734526.0,29427734526.0,375984674076.0,34452327293.0,,,,18230456964.0,,,,31322120990.0,
3134,135999,신라섬유,1000,2015,,-2732872243.0,-2732872243.0,3453289434.0,-2732872243.0,,,,-2563198173.0,,,,,
3135,135999,신라섬유,1000,2016,,255892273.0,255892273.0,3823664127.0,260466016.0,,,,769315590.0,,,,,
3136,135999,신라섬유,1000,2017,,408753558.0,408753558.0,3996989238.0,424392322.0,,,,537530136.0,,,,,
3137,135999,신라섬유,1000,2018,,171299165.0,171299165.0,4702692231.0,173061569.0,,,,757838310.0,,,,,
3138,135999,신라섬유,1000,2019,,227501272.0,227501272.0,4180812574.0,227501272.0,,,,732137403.0,,,,,
3139,135999,신라섬유,1000,2020,,347807062.0,347807062.0,4179072810.0,347807062.0,,,,685773228.0,,,,,
3140,135999,신라섬유,1000,2021,,670274558.0,670274558.0,4350723533.0,376314760.0,,,,668527818.0,,,,,
3141,135999,신라섬유,1000,2022,,-35839884.0,-35839884.0,4429624973.0,-12400432.0,,,,464547764.0,,,,,
3142,135999,신라섬유,1000,2023,,-671622657.0,-671622657.0,3777530598.0,-378693206.0,,,,391543799.0,,,,-659561000.0,
3143,136004,신라에스지,25870,2015,,-3246688400.0,-3246688400.0,58013010972.0,-3539148753.0,,,,-314145770.0,,,,,
3144,136004,신라에스지,25870,2016,,1023907571.0,1023907571.0,72850922756.0,1263565841.0,,,,2536044329.0,,,,,
3145,136004,신라에스지,25870,2017,,1002132979.0,1002132979.0,70166991820.0,1401588384.0,,,,1546905718.0,,,,,
3146,136004,신라에스지,25870,2018,,-900133579.0,-900133579.0,58796468937.0,-642947284.0,,,,957025157.0,,,,,
3147,136004,신라에스지,25870,2019,,-3823002608.0,-3823002608.0,76853354242.0,-3323788825.0,,,,2482873356.0,,,,,
3148,136004,신라에스지,25870,2020,,1752554884.0,1752554884.0,58763522628.0,881167117.0,,,,1572401765.0,,,,,
3149,136004,신라에스지,25870,2021,,1594124480.0,1594124480.0,71031603286.0,2008714059.0,,,,2449198292.0,,,,,
3150,136004,신라에스지,25870,2022,,892176570.0,892176570.0,71824861831.0,863933466.0,,,,2016251985.0,,,,,
3151,136004,신라에스지,25870,2023,,293219135.0,293219135.0,87697861186.0,475507877.0,,,,1690884033.0,,,,-214065588.0,
3152,136086,무림페이퍼,9200,2015,,4974664846.0,4974664846.0,557322672425.0,9109982080.0,,,,29029372376.0,,,,,
3153,136086,무림페이퍼,9200,2016,,10523187505.0,10523187505.0,477390702763.0,13268433268.0,,,,30799451598.0,,,,,
3154,136086,무림페이퍼,9200,2017,,8395121467.0,8395121467.0,452156895664.0,10838114323.0,,,,14384858912.0,,,,,
3155,136086,무림페이퍼,9200,2018,,-7342547092.0,-7342547092.0,482776099729.0,-9362572564.0,,,,2378109764.0,,,,,
3156,136086,무림페이퍼,9200,2019,,-1767505423.0,-1767505423.0,495818140966.0,-3092897780.0,,,,10821950324.0,,,,,
3157,136086,무림페이퍼,9200,2020,,3144587390.0,3144587390.0,404975197213.0,3541885801.0,,,,8308081908.0,,,,,
3158,136086,무림페이퍼,9200,2021,,-17260538589.0,-17260538589.0,456065042099.0,-22125164467.0,,,,-18404330475.0,,,,,
3159,136086,무림페이퍼,9200,2022,,-10780213369.0,-10780213369.0,546050065424.0,-12037418053.0,,,,11138261050.0,,,,,
3160,136086,무림페이퍼,9200,2023,,10660004784.0,10660004784.0,514307632238.0,13275190738.0,,,,27742779953.0,,,,7556747313.0,
3161,136165,스페코,13810,2015,,6310174201.0,6310174201.0,67334236718.0,8243033154.0,,,,7956935287.0,,,,,
3162,136165,스페코,13810,2016,,2864259766.0,2864259766.0,50452747275.0,3785004537.0,,,,3542240537.0,,,,,
3163,136165,스페코,13810,2017,,-2111108530.0,-2111108530.0,37963618568.0,-1982375949.0,,,,829625273.0,,,,,
3164,136165,스페코,13810,2018,,-4779140506.0,-4779140506.0,42102826854.0,-3896036066.0,,,,-593061287.0,,,,,
3165,136165,스페코,13810,2019,,2772290407.0,2772290407.0,31268020111.0,3412463238.0,,,,2975579119.0,,,,,
3166,136165,스페코,13810,2020,,2599106184.0,2599106184.0,29287742537.0,3671403812.0,,,,4048197783.0,,,,,
3167,136165,스페코,13810,2021,,613934259.0,613934259.0,30517725480.0,2235807553.0,,,,2004402730.0,,,,,
3168,136165,스페코,13810,2022,,1579892720.0,1579892720.0,30300883523.0,501834420.0,,,,99831177.0,,,,,
3169,136165,스페코,13810,2023,,717840269.0,717840269.0,22277862905.0,833929435.0,,,,254106572.0,,,,-1237686783.0,
3170,136226,신성델타테크,65350,2015,,6480364472.0,6480364472.0,146444009924.0,8085113022.0,,,,6418987936.0,,,,,
3171,136226,신성델타테크,65350,2016,,1469515571.0,1469515571.0,150030274344.0,2271669967.0,,,,5871925480.0,,,,,
3172,136226,신성델타테크,65350,2017,,2598085746.0,2598085746.0,175199579888.0,5104772288.0,,,,10958295908.0,,,,,
3173,136226,신성델타테크,65350,2018,,518600773.0,518600773.0,149578245532.0,726867533.0,,,,3472171720.0,,,,,
3174,136226,신성델타테크,65350,2019,,7307397027.0,7307397027.0,134676346216.0,7536782197.0,,,,7994422766.0,,,,,
3175,136226,신성델타테크,65350,2020,,9090011009.0,9090011009.0,130275196404.0,9013946010.0,,,,8477019819.0,,,,,
3176,136226,신성델타테크,65350,2021,,25191018100.0,25191018100.0,159123625272.0,26040149683.0,,,,24956384022.0,,,,,
3177,136226,신성델타테크,65350,2022,,14895787724.0,14895787724.0,144765414218.0,15441599240.0,,,,14702359757.0,,,,,
3178,136226,신성델타테크,65350,2023,,12967942496.0,12967942496.0,154693878981.0,13712999567.0,,,,13536262795.0,,,,15876303849.0,
3179,136271,신성이엔지,11930,2015,,2087585601.0,2087585601.0,170569624519.0,4253922526.0,,,,7631085511.0,,,,,
3180,136271,신성이엔지,11930,2016,,14488611680.0,14488611680.0,211860882978.0,15883437947.0,,,,-9544596721.0,,,,,
3181,136271,신성이엔지,11930,2017,,-46165865278.0,-46165865278.0,888339550083.0,-47197216715.0,,,,-14192673255.0,,,,,
3182,136271,신성이엔지,11930,2018,,-6749699724.0,-6749699724.0,320628826301.0,-29638629490.0,,,,-10522501556.0,,,,,
3183,136271,신성이엔지,11930,2019,,8668284863.0,8668284863.0,317968149725.0,14811866294.0,,,,4091145456.0,,,,,
3184,136271,신성이엔지,11930,2020,,-19883902088.0,-19883902088.0,366980012342.0,-4300772929.0,,,,11336550602.0,,,,,
3185,136271,신성이엔지,11930,2021,,-22776017573.0,-22776017573.0,329555144489.0,-25129902822.0,,,,-5390425467.0,,,,,
3186,136271,신성이엔지,11930,2022,,4586002390.0,4586002390.0,489623722995.0,10678684712.0,,,,11866394029.0,,,,,
3187,136271,신성이엔지,11930,2023,,36594516654.0,36594516654.0,394854881049.0,37824797412.0,,,,2806737780.0,,,,52809011219.0,
3188,136341,신성통상,5390,2015,,9059536558.0,9059536558.0,826345602322.0,16490082192.0,,,,40502900167.0,,,,,
3189,136341,신성통상,5390,2016,,11939672446.0,11939672446.0,902348809816.0,17359177473.0,,,,40333166760.0,,,,,
3190,136341,신성통상,5390,2017,,-4394748617.0,-4394748617.0,866552323732.0,-9058208746.0,,,,19098479885.0,,,,,
3191,136341,신성통상,5390,2018,,3116911100.0,3116911100.0,816673196900.0,6854224987.0,,,,24850168194.0,,,,,
3192,136341,신성통상,5390,2019,,4733843247.0,4733843247.0,939797814690.0,11533742214.0,,,,47135966614.0,,,,,
3193,136341,신성통상,5390,2020,,4464135452.0,4464135452.0,1020453496725.0,16358764742.0,,,,53974120757.0,,,,,
3194,136341,신성통상,5390,2021,,29430004370.0,29430004370.0,1199406333303.0,48814911107.0,,,,84084205828.0,,,,,
3195,136341,신성통상,5390,2022,,84457579157.0,84457579157.0,1463883743976.0,118763976440.0,,,,144479752446.0,,,,,
3196,136341,신성통상,5390,2023,,81110547507.0,81110547507.0,1538380830085.0,111289935878.0,,,,152640965998.0,,,,,
3197,136378,신세계,4170,2015,,395319478172.0,395319478172.0,1486078871098.0,520091670353.0,,,,184618396873.0,,,,,
3198,136378,신세계,4170,2016,,159039843512.0,159039843512.0,1643709943259.0,205564018769.0,,,,197827097030.0,,,,,
3199,136378,신세계,4170,2017,,142101940209.0,142101940209.0,1665520575699.0,187433924452.0,,,,219809131225.0,,,,,
3200,136378,신세계,4170,2018,,186754859100.0,186754859100.0,1739326807289.0,244753115853.0,,,,242259489808.0,,,,,
3201,136378,신세계,4170,2019,,705956104999.0,705956104999.0,1557606954646.0,945562075852.0,,,,222095779954.0,,,,,
3202,136378,신세계,4170,2020,,214085442439.0,214085442439.0,1459802055854.0,188222098004.0,,,,126800778307.0,,,,,
3203,136378,신세계,4170,2021,,218625609696.0,218625609696.0,1671594565275.0,226226610266.0,,,,261518611325.0,,,,,
3204,136378,신세계,4170,2022,,247588340877.0,247588340877.0,1865707316112.0,294941948140.0,,,,348026286461.0,,,,,
3205,136378,신세계,4170,2023,,209572674819.0,209572674819.0,1911758589480.0,262402145071.0,,,,276595294123.0,,,,199285794483.0,
3206,136402,신송홀딩스,6880,2015,,18675233.0,18675233.0,2040000000.0,-5538897.0,,,,-432319050.0,,,,,
3207,136402,신송홀딩스,6880,2016,,-7069334576.0,-7069334576.0,2550000000.0,-9135458991.0,,,,283760335.0,,,,,
3208,136402,신송홀딩스,6880,2017,,-6677440239.0,-6677440239.0,1470000000.0,-8588972616.0,,,,-228971009.0,,,,,
3209,136402,신송홀딩스,6880,2018,,-13182548709.0,-13182548709.0,1200000000.0,-16896027736.0,,,,-214532951.0,,,,,
3210,136402,신송홀딩스,6880,2019,,-4890511822.0,-4890511822.0,1404000000.0,-6294826841.0,,,,-200229769.0,,,,,
3211,136402,신송홀딩스,6880,2020,,-1309128773.0,-1309128773.0,1644000000.0,-1693411913.0,,,,-150428666.0,,,,,
3212,136402,신송홀딩스,6880,2021,,2344157242.0,2344157242.0,4482000000.0,2347799663.0,,,,2346842695.0,,,,,
3213,136402,신송홀딩스,6880,2022,,3929161540.0,3929161540.0,5482000000.0,3041888540.0,,,,2970082429.0,,,,,
3214,136402,신송홀딩스,6880,2023,,22694835297.0,22694835297.0,23037961600.0,19868405421.0,,,,20308262841.0,,,,22665443662.0,
3215,136448,신신제약,2800,2016,,4441173636.0,4441173636.0,58068777730.0,5498649610.0,,,,5533390074.0,,,,,
3216,136448,신신제약,2800,2017,,3729126277.0,3729126277.0,61731693248.0,4561627673.0,,,,4726616553.0,,,,,
3217,136448,신신제약,2800,2018,,3043247333.0,3043247333.0,63768951050.0,3618368921.0,,,,3294164622.0,,,,,
3218,136448,신신제약,2800,2019,,2610977049.0,2610977049.0,67767542957.0,2722023289.0,,,,2614837749.0,,,,,
3219,136448,신신제약,2800,2020,,585251337.0,585251337.0,66958480641.0,135864704.0,,,,-3773337343.0,,,,,
3220,136448,신신제약,2800,2021,,-2225981534.0,-2225981534.0,73687232036.0,-2537117225.0,,,,-1318934551.0,,,,,
3221,136448,신신제약,2800,2022,,4580373438.0,4580373438.0,91904033945.0,4339236546.0,,,,5694198109.0,,,,,
3222,136448,신신제약,2800,2023,,4621068290.0,4621068290.0,102191952227.0,3929842956.0,,,,5902450862.0,,,,3291881007.0,
3223,136457,SH에너지화학,2360,2015,,12639344147.0,12639344147.0,213882181111.0,17658991630.0,,,,22899622429.0,,,,,
3224,136457,SH에너지화학,2360,2016,,17574100750.0,17574100750.0,214380014819.0,22810993605.0,,,,23600205174.0,,,,,
3225,136457,SH에너지화학,2360,2017,,8905103866.0,8905103866.0,184672638456.0,11580831915.0,,,,13189274091.0,,,,,
3226,136457,SH에너지화학,2360,2018,,2766802179.0,2766802179.0,180753288568.0,3422206951.0,,,,2811556713.0,,,,,
3227,136457,SH에너지화학,2360,2019,,-3151629018.0,-3151629018.0,138161816279.0,-3369600884.0,,,,-2363194461.0,,,,,
3228,136457,SH에너지화학,2360,2020,,-7218777635.0,-7218777635.0,91354317562.0,-9614069805.0,,,,-7104115528.0,,,,,
3229,136457,SH에너지화학,2360,2021,,753349942.0,753349942.0,139283568627.0,1354102047.0,,,,721605327.0,,,,,
3230,136457,SH에너지화학,2360,2022,,1231472113.0,1231472113.0,160633871429.0,1851231681.0,,,,548817367.0,,,,,
3231,136457,SH에너지화학,2360,2023,,-3287858540.0,-3287858540.0,130236662556.0,-3969320933.0,,,,-4638826406.0,,,,-3321960338.0,
3232,136624,신영와코루,5800,2015,,10423968443.0,10423968443.0,177238032433.0,13767565752.0,,,,6839436539.0,,,,,
3233,136624,신영와코루,5800,2016,,17938190665.0,17938190665.0,177671483541.0,23545309668.0,,,,4071165162.0,,,,,
3234,136624,신영와코루,5800,2017,,8456385145.0,8456385145.0,180658696081.0,10403360704.0,,,,6511024845.0,,,,,
3235,136624,신영와코루,5800,2018,,3232198863.0,3232198863.0,169818530548.0,4405632687.0,,,,1066230756.0,,,,,
3236,136624,신영와코루,5800,2019,,3296380552.0,3296380552.0,177071146228.0,3721762442.0,,,,219874667.0,,,,,
3237,136624,신영와코루,5800,2020,,2984651030.0,2984651030.0,177639796886.0,3705552384.0,,,,449147426.0,,,,,
3238,136624,신영와코루,5800,2021,,7272678645.0,7272678645.0,189003207991.0,8816252912.0,,,,3585267602.0,,,,,
3239,136624,신영와코루,5800,2022,,11593733268.0,11593733268.0,201337780202.0,11002723805.0,,,,7473489487.0,,,,,
3240,136624,신영와코루,5800,2023,,6264175583.0,6264175583.0,202775168754.0,7761512676.0,,,,3351955110.0,,,,6283127634.0,
3241,136642,에스유앤피,19590,2023,,-9775918700.0,-9775918700.0,,-9775918700.0,,,,,-10737772935.0,1154034070.0,90530595.0,-9714280490.0,628477594.0
3242,136776,제이준코스메틱,25620,2015,,-15202499748.0,-15202499748.0,8011256725.0,-15538793060.0,,,,-10584893610.0,,,,,
3243,136776,제이준코스메틱,25620,2016,,13013184036.0,13013184036.0,80888163371.0,9692450685.0,,,,13434455931.0,,,,,
3244,136776,제이준코스메틱,25620,2017,,27396804638.0,27396804638.0,129713291469.0,23085099150.0,,,,22303352210.0,,,,,
3245,136776,제이준코스메틱,25620,2018,,-762013367.0,-762013367.0,131786244606.0,1034594821.0,,,,8074451755.0,,,,,
3246,136776,제이준코스메틱,25620,2019,,-79408643765.0,-79408643765.0,40813125184.0,-76760250211.0,,,,-44965860564.0,,,,,
3247,136776,제이준코스메틱,25620,2020,,-16897631158.0,-16897631158.0,26027248023.0,-13363018552.0,,,,-11245904171.0,,,,,
3248,136776,제이준코스메틱,25620,2021,,-45208131505.0,-45208131505.0,14587157870.0,-45216009875.0,,,,-14107957932.0,,,,,
3249,136776,제이준코스메틱,25620,2022,,-20743315545.0,-20743315545.0,5828494763.0,-20743315545.0,,,,-10342506456.0,,,,,
3250,136776,제이준코스메틱,25620,2023,,-10492601310.0,-10492601310.0,14388627937.0,-10492601310.0,,,,-9027890325.0,,,,-10492601310.0,
3251,136864,신원,9270,2015,,3293032075.0,3293032075.0,629235091744.0,7136587195.0,,,,14204290626.0,,,,,
3252,136864,신원,9270,2016,,-4952935398.0,-4952935398.0,631250270524.0,-3883991096.0,,,,13982662983.0,,,,,
3253,136864,신원,9270,2017,,-8394649812.0,-8394649812.0,634684341903.0,-10526703949.0,,,,1255816758.0,,,,,
3254,136864,신원,9270,2018,,-5824128515.0,-5824128515.0,617516948326.0,-8893146609.0,,,,8634594917.0,,,,,
3255,136864,신원,9270,2019,,554469519.0,554469519.0,671016121914.0,86539279.0,,,,11389540312.0,,,,,
3256,136864,신원,9270,2020,,-13065423645.0,-13065423645.0,690237640165.0,-15193436771.0,,,,3330719078.0,,,,,
3257,136864,신원,9270,2021,,13004979909.0,13004979909.0,870189485078.0,18246729493.0,,,,28306888879.0,,,,,
3258,136864,신원,9270,2022,,18247911218.0,18247911218.0,982793786006.0,26113400423.0,,,,37103295718.0,,,,,
3259,136864,신원,9270,2023,,6815371252.0,6815371252.0,823249919023.0,9209537592.0,,,,23607786629.0,,,,4829457229.0,
3260,136925,신원종합개발,17000,2015,,-1859416095.0,-1859416095.0,52054272548.0,-1859416095.0,,,,-1900680181.0,,,,,
3261,136925,신원종합개발,17000,2016,,2277605136.0,2277605136.0,115841689397.0,2277605136.0,,,,1566942086.0,,,,,
3262,136925,신원종합개발,17000,2017,,14125011664.0,14125011664.0,193110777939.0,14125011664.0,,,,13486540158.0,,,,,
3263,136925,신원종합개발,17000,2018,,12091051563.0,12091051563.0,217373892153.0,12091051563.0,,,,13998447457.0,,,,,
3264,136925,신원종합개발,17000,2019,,15020122031.0,15020122031.0,251690727575.0,1481987825.0,,,,8975032210.0,,,,,
3265,136925,신원종합개발,17000,2020,,-14314964341.0,-14314964341.0,123807109583.0,-14542142271.0,,,,3126194151.0,,,,,
3266,136925,신원종합개발,17000,2021,,3690554665.0,3690554665.0,139060809283.0,4294939615.0,,,,5119302038.0,,,,,
3267,136925,신원종합개발,17000,2022,,4440252586.0,4440252586.0,188210171518.0,9124637217.0,,,,2032585973.0,,,,,
3268,136925,신원종합개발,17000,2023,,8253167612.0,8253167612.0,309755353209.0,10778762230.0,,,,3128726284.0,,,,7769723151.0,
3269,137012,에스앤더블류,103230,2015,,2615040137.0,2615040137.0,48783036497.0,3301798517.0,,,,104946129.0,,,,,
3270,137012,에스앤더블류,103230,2016,,-1072386695.0,-1072386695.0,42197863747.0,-1406856262.0,,,,-2065390738.0,,,,,
3271,137012,에스앤더블류,103230,2017,,-4191839002.0,-4191839002.0,32736657969.0,-4161794380.0,,,,-4625047936.0,,,,,
3272,137012,에스앤더블류,103230,2018,,-10219574982.0,-10219574982.0,30239760962.0,-8508416274.0,,,,-8324956244.0,,,,,
3273,137012,에스앤더블류,103230,2019,,-2754369508.0,-2754369508.0,36022929834.0,-2491609364.0,,,,-2208122991.0,,,,,
3274,137012,에스앤더블류,103230,2020,,623689323.0,623689323.0,33495871526.0,570813421.0,,,,-858248923.0,,,,,
3275,137012,에스앤더블류,103230,2021,,-1278559630.0,-1278559630.0,29962986771.0,-1349757493.0,,,,-305878811.0,,,,,
3276,137012,에스앤더블류,103230,2022,,2325140936.0,2325140936.0,36015871826.0,1805662794.0,,,,2499623094.0,,,,,
3277,137012,에스앤더블류,103230,2023,,3466819341.0,3466819341.0,43633590030.0,3616869384.0,,,,3232674061.0,,,,2902345371.0,
3278,137058,신일제약,12790,2015,,8763517965.0,8763517965.0,44702921952.0,10545666805.0,,,,10512337605.0,,,,,
3279,137058,신일제약,12790,2016,,10038406462.0,10038406462.0,50212038099.0,11736495105.0,,,,11347873640.0,,,,,
3280,137058,신일제약,12790,2017,,8198127312.0,8198127312.0,50941907434.0,9469799402.0,,,,9238902471.0,,,,,
3281,137058,신일제약,12790,2018,,5713846859.0,5713846859.0,53276933555.0,5779494371.0,,,,6021456281.0,,,,,
3282,137058,신일제약,12790,2019,,7256932157.0,7256932157.0,60648342084.0,8345333610.0,,,,9414590394.0,,,,,
3283,137058,신일제약,12790,2020,,7544184576.0,7544184576.0,61438037702.0,8161698459.0,,,,6821215161.0,,,,,
3284,137058,신일제약,12790,2021,,6678822217.0,6678822217.0,61754169306.0,8341326142.0,,,,7981819542.0,,,,,
3285,137058,신일제약,12790,2022,,12157083331.0,12157083331.0,80007072042.0,14644761095.0,,,,13656373682.0,,,,,
3286,137058,신일제약,12790,2023,,13641351348.0,13641351348.0,89135208847.0,14953210323.0,,,,13991301307.0,,,,12803494270.0,
3287,137207,유니켐,11330,2015,,1153446917.0,1153446917.0,13734440807.0,1178737301.0,,,,686069698.0,,,,,
3288,137207,유니켐,11330,2016,,1748564352.0,1748564352.0,36760723498.0,1377716967.0,,,,2307865449.0,,,,,
3289,137207,유니켐,11330,2017,,2385769725.0,2385769725.0,66051124871.0,1538742574.0,,,,3636676634.0,,,,,
3290,137207,유니켐,11330,2018,,9400068831.0,9400068831.0,79075006129.0,6521929951.0,,,,9955565576.0,,,,,
3291,137207,유니켐,11330,2019,,13160505284.0,13160505284.0,96931214280.0,11502470576.0,,,,13424980574.0,,,,,
3292,137207,유니켐,11330,2020,,10779884631.0,10779884631.0,117550682197.0,9803919829.0,,,,13011549721.0,,,,,
3293,137207,유니켐,11330,2021,,3196532168.0,3196532168.0,113112128591.0,2495424587.0,,,,8803114805.0,,,,,
3294,137207,유니켐,11330,2022,,3447673894.0,3447673894.0,103067188396.0,926543829.0,,,,4420274012.0,,,,,
3295,137207,유니켐,11330,2023,,-6253840152.0,-6253840152.0,108288136804.0,899334146.0,,,,4743669656.0,,,,-6253840152.0,
3296,137234,모베이스전자,12860,2015,,11589458050.0,11589458050.0,563840947258.0,11715154734.0,,,,1584945018.0,,,,,
3297,137234,모베이스전자,12860,2016,,13019482420.0,13019482420.0,574275654374.0,12158472834.0,,,,5299948810.0,,,,,
3298,137234,모베이스전자,12860,2017,,-29771797467.0,-29771797467.0,584945911153.0,-41935124992.0,,,,-6457854593.0,,,,,
3299,137234,모베이스전자,12860,2018,,-2389672088.0,-2389672088.0,606411908375.0,-3646404822.0,,,,4373135113.0,,,,,
3300,137234,모베이스전자,12860,2019,,-8421792488.0,-8421792488.0,616170567649.0,-7209281220.0,,,,6933172429.0,,,,,
3301,137234,모베이스전자,12860,2020,,-10191975552.0,-10191975552.0,607684482793.0,-9801585828.0,,,,-7542479331.0,,,,,
3302,137234,모베이스전자,12860,2021,,-869323969.0,-869323969.0,601087703813.0,368185223.0,,,,8616513412.0,,,,,
3303,137234,모베이스전자,12860,2022,,6784424244.0,6784424244.0,708067443340.0,11092875459.0,,,,23232055212.0,,,,,
3304,137234,모베이스전자,12860,2023,,8410257236.0,8410257236.0,744542934471.0,9696115455.0,,,,18102825531.0,,,,17890583584.0,
3305,137252,사조동아원,8040,2015,,-46495381250.0,-46495381250.0,446850949843.0,-45635373041.0,,,,4988971965.0,,,,,
3306,137252,사조동아원,8040,2016,,9100524605.0,9100524605.0,363732805180.0,9805235231.0,,,,25142415453.0,,,,,
3307,137252,사조동아원,8040,2017,,14016922429.0,14016922429.0,374082379448.0,15967483046.0,,,,27706366670.0,,,,,
3308,137252,사조동아원,8040,2018,,16056615444.0,16056615444.0,407961401253.0,16468850833.0,,,,24109245851.0,,,,,
3309,137252,사조동아원,8040,2019,,-4198197459.0,-4198197459.0,412516589381.0,-5760552472.0,,,,12452078213.0,,,,,
3310,137252,사조동아원,8040,2020,,9190555554.0,9190555554.0,391913286722.0,13743632140.0,,,,16037788436.0,,,,,
3311,137252,사조동아원,8040,2021,,2719991199.0,2719991199.0,415276863555.0,2881528111.0,,,,19110101101.0,,,,,
3312,137252,사조동아원,8040,2022,,1035242285.0,1035242285.0,631567233187.0,-2691447737.0,,,,15251124105.0,,,,,
3313,137252,사조동아원,8040,2023,,10738977757.0,10738977757.0,678497886892.0,16584865893.0,,,,38636740353.0,,,,11654746150.0,
3314,137289,이엘씨,41520,2015,,16293925358.0,16293925358.0,545967398552.0,21480019124.0,,,,36577063791.0,,,,,
3315,137289,이엘씨,41520,2016,,7386459083.0,7386459083.0,273537246153.0,11637371992.0,,,,5985058444.0,,,,,
3316,137289,이엘씨,41520,2017,,-10559700851.0,-10559700851.0,272139134873.0,-8392859562.0,,,,2370423808.0,,,,,
3317,137289,이엘씨,41520,2018,,4579140370.0,4579140370.0,324070076472.0,8105030047.0,,,,4751991267.0,,,,,
