corp_name,bsns_year,부채총계,비유동자산,유동자산,자본총계,자산총계
미래오토스,2016,42049673089.0,39694624505.0,57596131316.0,55241082732.0,97290755821.0
미래오토스,2017,53927485977.0,43791279333.0,59667773332.0,49531566688.0,103459052665.0
미래오토스,2018,54137790780.0,43917118871.0,60342653480.0,50121981571.0,104259772351.0
미래오토스,2019,59774483207.0,59451366756.0,59703530019.0,59380413568.0,119154896775.0
미래오토스,2020,17499313611.0,26698780323.0,18312822818.0,27512289530.0,45011603141.0
미래오토스,2021,8586287371.0,4745082708.0,17596712501.0,13755507838.0,22341795209.0
미래컴퍼니,2015,24747962000.0,43767884000.0,45631113000.0,64651035000.0,89398997000.0
미래컴퍼니,2016,28240458000.0,43666350000.0,55884421000.0,71310313000.0,99550771000.0
미래컴퍼니,2017,65802428645.0,43240104137.0,121408520381.0,98846195873.0,164648624518.0
미래컴퍼니,2018,38496475686.0,38081451347.0,103779136583.0,103364112244.0,141860587930.0
미래컴퍼니,2019,20859933036.0,52250762805.0,81517046794.0,112907876563.0,133767809599.0
미래컴퍼니,2020,25450695559.0,59293262427.0,62912415009.0,96754981877.0,122205677436.0
미래컴퍼니,2021,56645832781.0,55566479014.0,105121036827.0,104041683060.0,160687515841.0
미래컴퍼니,2022,38066077305.0,64796551062.0,106151092033.0,132881565790.0,170947643095.0
미래테크놀로지,2015,2023481799.0,3642716343.0,41328087276.0,42947321820.0,44970803619.0
미래테크놀로지,2016,1644395509.0,3963983857.0,43641937992.0,45961526340.0,47605921849.0
미래테크놀로지,2017,25545495529.0,52922283688.0,47413673498.0,74790461657.0,100335957186.0
미래테크놀로지,2018,20499247903.0,48048686098.0,45275198433.0,72824636628.0,93323884531.0
미래테크놀로지,2019,34159630598.0,44350896442.0,64417611970.0,74608877814.0,108768508412.0
미래테크놀로지,2020,35121877528.0,43720253685.0,82999679239.0,91598055396.0,126719932924.0
미스터블루,2015,8624299598.0,11806935011.0,18220022022.0,21402657435.0,30026957033.0
미스터블루,2016,7877608218.0,20449468901.0,14051652774.0,26623513457.0,34501121675.0
미스터블루,2017,8734598184.0,22009414029.0,15976412762.0,29251228607.0,37985826791.0
미스터블루,2018,12183754664.0,21243681290.0,23032946038.0,32092872664.0,44276627328.0
미스터블루,2019,19396851728.0,22465003211.0,39838330445.0,42906481928.0,62303333656.0
미스터블루,2020,16897147204.0,23042210609.0,47230740417.0,53375803822.0,70272951026.0
미스터블루,2021,15403881147.0,21940130209.0,58803438229.0,65339687291.0,80743568438.0
미스터블루,2022,68160009014.0,75864031234.0,60546199155.0,68250221375.0,136410230389.0
미스토홀딩스,2015,499829700915.0,565145561999.0,413786108957.0,479101970041.0,978931670956.0
미스토홀딩스,2016,2082752072816.0,2143922993750.0,1240991904970.0,1302162825904.0,3384914898720.0
미스토홀딩스,2017,1844594260841.0,1924843410552.0,1154080807587.0,1234329957298.0,3078924218139.0
미스토홀딩스,2018,1797845631911.0,1966461579498.0,1337877928572.0,1506493876159.0,3304339508070.0
미스토홀딩스,2019,1969305510636.0,2183439305209.0,1586809823252.0,1800943617825.0,3770249128461.0
미스토홀딩스,2020,1901113441815.0,2072377026522.0,1686064222278.0,1857327806985.0,3758441248800.0
미스토홀딩스,2021,1982367579088.0,2247726423604.0,2041130391810.0,2306489236326.0,4288856815414.0
미스토홀딩스,2022,2247238042986.0,2528481275271.0,2293320102517.0,2574563334802.0,4821801377788.0
미원상사,2015,67619909412.0,135070151880.0,96124497654.0,163574740122.0,231194649534.0
미원상사,2016,90359268103.0,185223964454.0,144349695271.0,239214391622.0,329573659725.0
미원상사,2017,82925831247.0,174106869692.0,115995906667.0,207176945112.0,290102776359.0
미원상사,2018,47856988303.0,133837773139.0,111709083166.0,197689868002.0,245546856305.0
미원상사,2019,56138292339.0,160463237006.0,120230353383.0,224555298050.0,280693590389.0
미원상사,2020,61380690918.0,191258780343.0,137696042475.0,267574131900.0,328954822818.0
미원상사,2021,76426655424.0,200851257138.0,171562461940.0,295987063654.0,372413719078.0
미원상사,2022,73770759382.0,218422247615.0,197197076947.0,341848565180.0,415619324562.0
미원홀딩스,2015,31916229583.0,82170687664.0,142169759694.0,192424217775.0,224340447358.0
미원홀딩스,2016,38301796127.0,98568826064.0,156268713953.0,216535743890.0,254837540017.0
미원홀딩스,2017,41459750275.0,114053897340.0,49773292213.0,122367439278.0,163827189553.0
미원홀딩스,2018,89947021923.0,153638551999.0,68376926848.0,132068456924.0,222015478847.0
미원홀딩스,2019,117560804316.0,222246107336.0,92925242350.0,197610545370.0,315171349686.0
미원홀딩스,2020,132989917528.0,235058387387.0,96198875353.0,198267345212.0,331257262740.0
미원홀딩스,2021,191049963834.0,291738132873.0,135070272422.0,235758441462.0,426808405295.0
미원홀딩스,2022,229582717353.0,327313241075.0,158573166004.0,256303689726.0,485886407079.0
미원화학,2015,13587499849.0,49227352338.0,47176641717.0,82816494206.0,96403994055.0
미원화학,2016,9869844000.0,52663811357.0,45565717642.0,88359684999.0,98229528999.0
미원화학,2017,12326859489.0,58077403668.0,37578438082.0,83328982261.0,95655841750.0
미원화학,2018,7967096497.0,61959252825.0,35849206621.0,89841362949.0,97808459446.0
미원화학,2019,16927799387.0,80288259987.0,38769284064.0,102129744664.0,119057544051.0
미원화학,2020,12430856368.0,85344549860.0,39991007407.0,112904700899.0,125335557267.0
미원화학,2021,13888347755.0,79768053376.0,54075256534.0,119954962155.0,133843309910.0
미원화학,2022,15155439398.0,85026353313.0,62837682419.0,132708596334.0,147864035732.0
미창석유공업,2015,35767888645.0,70991347585.0,180668600561.0,215892059501.0,251659948146.0
미창석유공업,2016,36363198501.0,51715022814.0,228490782983.0,243842607296.0,280205805797.0
미창석유공업,2017,32917386168.0,52284718292.0,228558836915.0,247926169039.0,280843555207.0
미창석유공업,2018,33109945110.0,70435963508.0,212732012890.0,250058031288.0,283167976398.0
미창석유공업,2019,37418991515.0,85878352251.0,209489145960.0,257948506696.0,295367498211.0
미창석유공업,2020,34685536549.0,92703349192.0,219109626176.0,277127438819.0,311812975368.0
미창석유공업,2021,45615051049.0,87171106629.0,260425873174.0,301981928754.0,347596979803.0
미창석유공업,2022,36181495521.0,90811803325.0,266514399188.0,321144706992.0,357326202513.0
미코,2015,94729206771.0,94999326118.0,64737285277.0,65007404624.0,159736611395.0
미코,2016,88114597932.0,94581357877.0,72387217634.0,78853977579.0,166968575511.0
미코,2017,85231920230.0,111056594873.0,91025782659.0,116850457302.0,202082377532.0
미코,2018,183673219364.0,173806212593.0,158247633185.0,148380626414.0,332053845778.0
미코,2019,236190782544.0,236930259004.0,168047918728.0,168787395188.0,404978177732.0
미코,2020,284480485605.0,278700193854.0,240303226981.0,234522935230.0,519003420835.0
미코,2021,342066706932.0,433991950728.0,287546072339.0,379471316135.0,721538023067.0
미코,2022,354853046152.0,428809733809.0,302343352339.0,376300039996.0,731153086148.0
미투온,2016,1834471617.0,8350508861.0,38988994476.0,45505031720.0,47339503337.0
미투온,2017,83899504492.0,99024959239.0,50394239976.0,65519694723.0,149419199215.0
미투온,2018,61179903854.0,101164522602.0,51320507968.0,91305126716.0,152485030570.0
미투온,2019,76356793230.0,97022523807.0,78097009226.0,98762739803.0,175119533033.0
미투온,2020,52558876787.0,90693890838.0,127002055438.0,165137069489.0,217695946276.0
미투온,2021,48790850669.0,104506771629.0,119693546461.0,175409467421.0,224200318090.0
미투온,2022,31001279628.0,125051428548.0,95601887079.0,189652035999.0,220653315627.0
바디텍메드,2015,12201174507.0,27033636187.0,44671436866.0,59503898546.0,71705073053.0
바디텍메드,2016,13301797006.0,49240085740.0,41551542348.0,77489831082.0,90791628088.0
바디텍메드,2017,37828046197.0,48862012472.0,59304344774.0,70338311049.0,108166357246.0
바디텍메드,2018,35418031204.0,40623079119.0,62819224831.0,68024272746.0,103442303950.0
바디텍메드,2019,24155089206.0,43545490424.0,57716699798.0,77107101016.0,101262190222.0
바디텍메드,2020,37374317608.0,42034836765.0,121439988038.0,126100507195.0,163474824803.0
바디텍메드,2021,31008949218.0,61159223990.0,131082832164.0,161233106936.0,192242056154.0
바디텍메드,2022,20825159656.0,78348976656.0,117306931524.0,174830748524.0,195655908180.0
바른손,2015,18412941472.0,20787538273.0,5884624489.0,8259221290.0,26672162762.0
바른손,2016,10275008019.0,26160214925.0,2881056336.0,18766263242.0,29041271261.0
바른손,2017,4551031212.0,23054091725.0,17797220325.0,36300280838.0,40851312050.0
바른손,2018,10960670366.0,32069590676.0,9759908210.0,30868828520.0,41829498886.0
바른손,2019,12234652547.0,15060200385.0,24183770208.0,27009318046.0,39243970593.0
바른손,2020,10854521688.0,27894867635.0,23853901392.0,40894247339.0,51748769027.0
바른손,2021,11299583097.0,30362777049.0,48446667108.0,67509861060.0,78809444157.0
바른손,2022,30030710404.0,56074908639.0,32853790412.0,58897988647.0,88928699051.0
바른손이앤에이,2015,18304729087.0,39342353897.0,8490502448.0,29528127258.0,47832856345.0
바른손이앤에이,2016,23545150925.0,44090196841.0,24692059688.0,45237105604.0,68782256529.0
바른손이앤에이,2017,34780043205.0,27103514715.0,44970215775.0,37293687285.0,72073730490.0
바른손이앤에이,2018,23264354220.0,76912130770.0,37060664302.0,90731133921.0,113995488141.0
바른손이앤에이,2019,32171069521.0,93600121958.0,9569152074.0,70998204511.0,103169274032.0
바른손이앤에이,2020,31962478744.0,95028398831.0,9793380160.0,72859300247.0,104821778991.0
바른손이앤에이,2021,31484769176.0,128924202238.0,11901754965.0,109377852489.0,140862621665.0
바른손이앤에이,2022,42405037706.0,115661512100.0,12412931785.0,85669406179.0,128074443885.0
바이넥스,2015,31970452302.0,122094067081.0,54020789390.0,144144404169.0,176114856471.0
바이넥스,2016,35325148784.0,128667325879.0,48432698899.0,141774875994.0,177100024778.0
바이넥스,2017,34683705485.0,113682806255.0,54091262044.0,133090362814.0,167774068299.0
바이넥스,2018,38154386951.0,131160307312.0,59262452115.0,152268372476.0,190422759427.0
바이넥스,2019,41402634862.0,128949108594.0,73832945353.0,161379419085.0,202782053947.0
바이넥스,2020,96055930773.0,151364297592.0,118727729395.0,174036096214.0,270092026987.0
바이넥스,2021,91313897162.0,164182686806.0,108305485461.0,181174275105.0,272488172267.0
바이넥스,2022,106127186856.0,189458072140.0,108951866607.0,192282751891.0,298409938747.0
바이오니아,2015,37454009695.0,39780725418.0,32204722192.0,34531437915.0,71985447610.0
바이오니아,2016,37594721733.0,40638070131.0,23071555095.0,26114903493.0,63709625226.0
바이오니아,2017,31549597411.0,31585613290.0,27109798185.0,27145814064.0,58695411475.0
바이오니아,2018,31770192790.0,39638189049.0,31168928576.0,39036924835.0,70807117625.0
바이오니아,2019,50480710690.0,39076564954.0,43023300877.0,31619155141.0,82099865831.0
바이오니아,2020,43206087156.0,96107189825.0,95058658836.0,147959761505.0,191165848661.0
바이오니아,2021,54826480986.0,126029725890.0,136388381817.0,207591626721.0,262418107707.0
바이오니아,2022,55197726752.0,164651841716.0,134085503468.0,243539618432.0,298737345184.0
바이오빌,2015,33919241390.0,67408717191.0,23609979573.0,57099455374.0,91018696764.0
바이오빌,2016,37604766490.0,54127971292.0,53634153642.0,70157358444.0,107762124934.0
바이오빌,2017,125845049701.0,128214776943.0,74945795712.0,77315522954.0,203160572655.0
바이오빌,2018,199847910847.0,160785805322.0,92534976007.0,53472870482.0,253320781329.0
바이오빌,2020,123097663410.0,76090375028.0,30418498327.0,8564464929577.41,106508873355.0
바이오솔루션,2018,3801892407.0,4378944273.0,48486250896.0,49063302762.0,52865195169.0
바이오솔루션,2019,3710866149.0,7014622971.0,44792853454.0,48096610276.0,51807476425.0
바이오솔루션,2020,3134032562.0,9110883815.0,40687362016.0,46664213269.0,49798245831.0
바이오솔루션,2021,49390986049.0,7348752422.0,87055199631.0,45012966004.0,94403952053.0
바이오솔루션,2022,47955451542.0,12571702806.0,79158848018.0,43775099282.0,91730550824.0
바이오스마트,2015,17293419301.0,53453775839.0,21122431785.0,57282788323.0,74576207624.0
바이오스마트,2016,54819317977.0,76711143301.0,35454176038.0,57346001362.0,112165319339.0
바이오스마트,2017,49184925442.0,76881931948.0,35853401610.0,63550408116.0,112735333558.0
바이오스마트,2018,58780422704.0,78389400764.0,62994048267.0,82603026327.0,141383449031.0
바이오스마트,2019,77540405100.0,81276571458.0,102267146297.0,106003312655.0,183543717755.0
바이오스마트,2020,78526080713.0,81391688692.0,86836750315.0,89702358294.0,168228439007.0
바이오스마트,2021,134219777810.0,106894486913.0,118956726805.0,91631435908.0,225851213718.0
바이오스마트,2022,144877945180.0,107536401252.0,129646805575.0,92305261647.0,237183206827.0
바이오인프라,2022,14679779243.0,19722399668.0,12866881247.0,17909501672.0,32589280915.0
바이오톡스텍,2015,21794879780.0,31829678573.0,13549331942.0,23584130735.0,45379010515.0
바이오톡스텍,2016,22444930749.0,31673725263.0,16333570564.0,25562365078.0,48007295827.0
바이오톡스텍,2017,28529780906.0,46606880488.0,13163621399.0,31240720981.0,59770501887.0
바이오톡스텍,2018,27386459813.0,47273596421.0,15862206322.0,35749342930.0,63135802743.0
바이오톡스텍,2019,28980519317.0,42997995216.0,17177529092.0,31195004991.0,60175524308.0
바이오톡스텍,2020,29373330017.0,36476909216.0,27178004326.0,34281583525.0,63654913542.0
바이오톡스텍,2021,48891533499.0,52994791503.0,37746103468.0,41849361472.0,90740894971.0
바이오톡스텍,2022,81333510340.0,76570539846.0,49129837510.0,44366867016.0,125700377356.0
바이오플러스,2021,7936944436.0,34045492956.0,54416447918.0,80524996438.0,88461940874.0
바이오플러스,2022,31557510776.0,40458576411.0,106059470734.0,114960536369.0,146518047145.0
바이온,2015,8051128733.0,13007607733.0,13487637363.0,18444116363.0,26495245096.0
바이온,2016,21498819452.0,28982007877.0,16710235451.0,24193423876.0,45692243328.0
바이온,2017,21886702799.0,35412402137.0,19728007798.0,33253707136.0,55140409935.0
바이온,2018,31359777549.0,43271382418.0,34940880738.0,46852485607.0,78212263156.0
바이온,2019,27050709335.0,37439869284.0,24318497908.0,34707657857.0,61758367192.0
바이온,2020,7443815867.0,25976978181.0,20381611902.0,38914774216.0,46358590083.0
바이온,2021,13754700731.0,23969585904.0,23269722179.0,33484607352.0,47239308083.0
바이온,2022,6323816822.0,18836989489.0,11282505795.0,23795678462.0,30119495284.0
바텍,2015,136203160727.0,108721615875.0,161483644233.0,134002099381.0,270205260108.0
바텍,2016,133129906409.0,139619039297.0,250554021044.0,257043153932.0,390173060341.0
바텍,2017,122870900387.0,183192172200.0,138289386144.0,198610657957.0,321481558344.0
바텍,2018,125921912322.0,186636190128.0,162979275566.0,223693553372.0,349615465694.0
바텍,2019,133226782260.0,199710871473.0,187276429885.0,253760519098.0,386987301358.0
바텍,2020,125002292004.0,156285413968.0,197585252794.0,228868374758.0,353870666762.0
바텍,2021,135420086341.0,173601865748.0,246374312230.0,284556091637.0,419976177978.0
바텍,2022,147680630914.0,240755348825.0,270358765241.0,363433483152.0,511114114066.0
방림,2015,80529713225.0,112775300682.0,146425787653.0,178671375110.0,259201088335.0
방림,2016,67000093675.0,96303808918.0,153196944149.0,182500659392.0,249500753067.0
방림,2017,67790305634.0,94360481938.0,158260835647.0,184831011951.0,252621317585.0
방림,2018,60972600319.0,92813269202.0,154851501947.0,186692170830.0,247664771149.0
방림,2019,47038827306.0,88457826702.0,148401104142.0,189820103538.0,236858930844.0
방림,2020,44904870692.0,92711091150.0,144143040076.0,191949260534.0,236854131226.0
방림,2021,57282434832.0,81974115327.0,175106205082.0,199797885577.0,257080320409.0
방림,2022,63058875047.0,135422893923.0,129797149800.0,202161168676.0,265220043723.0
백금T&A,2015,32305734968.0,20258503256.0,35153006206.0,23105774494.0,55411509462.0
백금T&A,2016,34830027309.0,26761401047.0,38208145199.0,30139518937.0,64969546246.0
백금T&A,2017,39165737620.0,27108515464.0,47424495044.0,35367272888.0,74533010508.0
백금T&A,2018,32493184960.0,26017201519.0,51032421309.0,44556437868.0,77049622828.0
백금T&A,2019,40718880656.0,19472401472.0,73876810572.0,52630331388.0,93349212044.0
백금T&A,2020,43021164381.0,14026312596.0,82390547201.0,53395695416.0,96416859797.0
백금T&A,2021,38822440971.0,13241558026.0,90044390152.0,64463507207.0,103285948178.0
백금T&A,2022,38044954127.0,20073076007.0,98977255677.0,81005377557.0,119050331684.0
백산,2015,67008236081.0,70873099043.0,99739202443.0,103604065405.0,170612301486.0
백산,2016,63716322366.0,70426475982.0,116346986350.0,123057139966.0,186773462332.0
백산,2017,66806243782.0,72865324903.0,118981625557.0,125040706678.0,191846950460.0
백산,2018,156642322898.0,117336583051.0,177396052569.0,138090312722.0,294732635620.0
백산,2019,188355179866.0,133928000073.0,196661416747.0,142234236954.0,330589416820.0
백산,2020,168664435422.0,114509681486.0,176587651212.0,122432897276.0,291097332698.0
백산,2021,183147956688.0,120378465353.0,209784107879.0,147014616544.0,330162573232.0
백산,2022,158716154786.0,132996232935.0,205877238959.0,180157317108.0,338873471894.0
버킷스튜디오,2015,2542612244.0,19586250507.0,13649728852.0,30693367115.0,33235979359.0
버킷스튜디오,2016,2998952759.0,17442862177.0,6308444433.0,20752353851.0,23751306610.0
버킷스튜디오,2017,3037634670.0,18433272935.0,6011489389.0,21407127654.0,24444762324.0
버킷스튜디오,2018,18830247819.0,14468975722.0,20081494721.0,15720222624.0,34550470443.0
버킷스튜디오,2019,12774973282.0,38139643729.0,15860237237.0,41224907684.0,53999880966.0
버킷스튜디오,2020,23406198131.0,41239377045.0,31370917104.0,49204096018.0,72610294149.0
버킷스튜디오,2021,157008435184.0,203869117069.0,98445700409.0,145306382294.0,302314817478.0
버킷스튜디오,2022,179848798141.0,254475353319.0,61536340856.0,136162896034.0,316011694175.0
범양건영,2015,35726016939.0,41769663251.0,37429785142.0,43473431454.0,79199448393.0
범양건영,2016,79365741353.0,53594379847.0,68346965721.0,42575604215.0,121941345568.0
범양건영,2017,80751580711.0,54041642477.0,69938924401.0,43228986167.0,123980566878.0
범양건영,2018,68205035479.0,53330052785.0,65024368670.0,50149385976.0,118354421455.0
범양건영,2019,68465634074.0,67613303621.0,70849026125.0,69996695672.0,138462329746.0
범양건영,2020,76477865887.0,69948496585.0,79845306442.0,73315937140.0,149793803027.0
범양건영,2021,112322390976.0,69411818300.0,122357950629.0,79447377953.0,191769768929.0
범양건영,2022,144032362262.0,135575217845.0,79479043859.0,71021899442.0,215054261704.0
베노티앤알,2015,2973337311.0,2079477387.0,23377884141.0,22484024217.0,25457361528.0
베노티앤알,2016,3240325975.0,2707575545.0,17530577601.0,16997827171.0,20238153146.0
베노티앤알,2017,4312823973.0,3223058709.0,14546418796.0,13456653532.0,17769477505.0
베노티앤알,2018,17797724849.0,6657110660.0,18125643454.0,6985029265.0,24782754114.0
베노티앤알,2019,10410109444.0,14330391683.0,29669243030.0,33839081147.0,44249190591.0
베노티앤알,2020,23282314307.0,19587614755.0,54227017881.0,50532318329.0,73814632636.0
베노티앤알,2021,45117820360.0,71321951383.0,58733392259.0,84937523282.0,130055343642.0
베노티앤알,2022,31282418942.0,52755182885.0,48528840236.0,70001604179.0,101284023121.0
베뉴지,2015,187437688584.0,268125129697.0,123642940100.0,204330381213.0,391768069797.0
베뉴지,2016,176309937357.0,349096930069.0,63969105635.0,236756098347.0,413066035704.0
베뉴지,2017,205009109117.0,358024528698.0,78489999068.0,231505418649.0,436514527766.0
베뉴지,2018,274958157896.0,475177843663.0,86119982747.0,286339668514.0,561297826410.0
베뉴지,2019,285958888711.0,487365865703.0,91038581800.0,292445558792.0,578404447503.0
베뉴지,2020,279544650165.0,486054599502.0,92258656958.0,298768606295.0,578313256460.0
베뉴지,2021,286470365444.0,489181201099.0,138613824136.0,341324659791.0,627795025235.0
베뉴지,2022,268629588213.0,513581958088.0,106589916369.0,351542286244.0,620171874457.0
베셀,2015,29643450745.0,20304364374.0,46954384889.0,37615298518.0,67258749263.0
베셀,2016,33827510487.0,26833009381.0,49377802887.0,42383301781.0,76210812268.0
베셀,2017,52400167023.0,30837930353.0,66830620921.0,45268384251.0,97668551274.0
베셀,2018,54704428032.0,28865593780.0,56380519013.0,30541684761.0,85246112793.0
베셀,2019,66743942537.0,27327346020.0,58913694257.0,19497097740.0,86241040277.0
베셀,2020,42102313343.0,34370432442.0,26652657017.0,18920776116.0,61023089459.0
베셀,2021,54679289381.0,61339748936.0,32012339302.0,38672798857.0,93352088238.0
베셀,2022,53929314336.0,52527032561.0,32109752994.0,30707471219.0,84636785555.0
벽산,2015,162137695216.0,172551740164.0,256952641943.0,267366686891.0,429504382107.0
벽산,2016,178134279358.0,194873819338.0,263524900455.0,280264440435.0,458398719793.0
벽산,2017,159814221013.0,208823953597.0,242825596986.0,291835329570.0,451649550583.0
벽산,2018,178853514030.0,247057618988.0,227496067589.0,295700172547.0,474553686577.0
벽산,2019,171172716309.0,261312295890.0,201401690864.0,291541270446.0,462713986754.0
벽산,2020,172690898327.0,258399137396.0,206048542196.0,291756781265.0,464447679592.0
벽산,2021,215128919293.0,297880157339.0,207560308091.0,290311546137.0,505440465430.0
벽산,2022,299532316523.0,351916997527.0,249903036374.0,302287717378.0,601820033901.0
보락,2015,9518956278.0,33251480084.0,16277386247.0,40009910053.0,49528866331.0
보락,2016,10390139683.0,33882122295.0,19257457244.0,42749439856.0,53139579539.0
보락,2017,8609397422.0,33813815621.0,18014195891.0,43218614090.0,51828011512.0
보락,2018,9552032987.0,35599052062.0,17714368257.0,43761387332.0,53313420319.0
보락,2019,11669629443.0,36862132240.0,18754376460.0,43946879257.0,55616508700.0
보락,2020,10107183294.0,36636635565.0,17472493010.0,44001945281.0,54109128575.0
보락,2021,10774060414.0,35624677304.0,20693291909.0,45543908799.0,56317969213.0
보락,2022,12528504457.0,34647823265.0,26264428282.0,48383747090.0,60912251547.0
보령,2015,134988167498.0,128896502030.0,202031884365.0,195940218897.0,330928386395.0
보령,2016,202551723692.0,135885124124.0,262015448761.0,195348849193.0,397900572885.0
보령,2017,152862300411.0,173977168639.0,228539113933.0,249653982161.0,402516282572.0
보령,2018,193914930561.0,225471644545.0,224545928066.0,256102642050.0,450017572611.0
보령,2019,224675238099.0,275777596805.0,231851317305.0,282953676011.0,507628914110.0
보령,2020,307706406419.0,332333741652.0,315660224618.0,340287559851.0,647993966270.0
보령,2021,354327078692.0,391327423002.0,437313716447.0,474314060757.0,828641139449.0
보령,2022,375969361311.0,554007559936.0,338378355243.0,516416553868.0,892385915179.0
보루네오가구,2015,20515179346.0,16167185565.0,27082049516.0,22734055735.0,43249235081.0
보루네오가구,2016,21910482820.0,15954766052.0,14483740302.0,8528023534.0,30438506354.0
보루네오가구,2018,18522679574.0,12148273175.0,4526379880.0,8564464929577.41,16674653055.0
보성파워텍,2015,45512152380.0,48511011887.0,44993557324.0,47992416831.0,93504569211.0
보성파워텍,2016,34836827827.0,52099017932.0,76614087309.0,93876277414.0,128713105241.0
보성파워텍,2017,39314330020.0,54518232084.0,69103575876.0,84307477940.0,123621807960.0
보성파워텍,2018,45888706960.0,53175474575.0,71107116597.0,78393884212.0,124282591172.0
보성파워텍,2019,45682119774.0,53489900072.0,72103480168.0,79911260466.0,125593380240.0
보성파워텍,2020,41085325707.0,50402929823.0,72349900387.0,81667504503.0,122752830210.0
보성파워텍,2021,19948502634.0,50247448634.0,61293242929.0,91592188929.0,111540691563.0
보성파워텍,2022,4681213357.0,42420766359.0,43038670089.0,80778223091.0,85459436448.0
보해양조,2015,115000561576.0,127114012769.0,91348885550.0,103462336743.0,218462898319.0
보해양조,2016,119504933894.0,142850203123.0,76066953735.0,99412222964.0,218917156858.0
보해양조,2017,118225536944.0,151731805335.0,66091558569.0,99597826960.0,217823363904.0
보해양조,2018,131069625174.0,125180538791.0,75276710415.0,69387624032.0,200457249206.0
보해양조,2019,86677023427.0,104978890079.0,58090363425.0,76392230077.0,163069253504.0
보해양조,2020,70469241242.0,99072928922.0,50044696752.0,78648384432.0,149117625674.0
보해양조,2021,68867729120.0,93369979475.0,59746784188.0,84249034543.0,153116763663.0
보해양조,2022,64936220688.0,89486296212.0,57906204735.0,82456280259.0,147392500947.0
부광약품,2015,28506805606.0,101900387101.0,151759804384.0,225153385879.0,253660191485.0
부광약품,2016,23000151483.0,103619231619.0,134014854013.0,214633934149.0,237634085632.0
부광약품,2017,24926592200.0,111898520503.0,124331105949.0,211303034252.0,236229626452.0
부광약품,2018,80172893218.0,271977511122.0,221637864133.0,413442482037.0,493615375255.0
부광약품,2019,62048555734.0,202136589625.0,186397967479.0,326486001370.0,388534557104.0
부광약품,2020,129777604981.0,152759396613.0,248209344942.0,271191136574.0,400968741555.0
부광약품,2021,117355699917.0,177321250715.0,220095332335.0,280060883133.0,397416583050.0
부광약품,2022,129081732482.0,182187929972.0,218741258542.0,271847456032.0,400929188514.0
부국철강,2015,12882278719.0,32811511063.0,87410718795.0,107339951139.0,120222229858.0
부국철강,2016,11396173762.0,34244134007.0,87296126809.0,110144087054.0,121540260816.0
부국철강,2017,17172093822.0,34089248513.0,95604519835.0,112521674526.0,129693768348.0
부국철강,2018,11497812160.0,31637875497.0,92157816881.0,112297880218.0,123795692378.0
부국철강,2019,9715737595.0,31311610529.0,90946977072.0,112542850006.0,122258587601.0
부국철강,2020,18923711690.0,37592926488.0,94599800527.0,113269015325.0,132192727015.0
부국철강,2021,30259504634.0,36371260616.0,114312782072.0,120424538054.0,150684042688.0
부국철강,2022,27614064056.0,44522297307.0,109099706598.0,126007939849.0,153622003905.0
부방,2015,32126056450.0,191970358662.0,34739970601.0,194584272813.0,226710329263.0
부방,2016,80903270194.0,168592554716.0,106552195999.0,194241480521.0,275144750715.0
부방,2017,80721170033.0,174553691901.0,99528025626.0,193360547494.0,274081717527.0
부방,2018,63728207841.0,172157573580.0,85737219413.0,194166585152.0,257894792993.0
부방,2019,78912024251.0,173351499550.0,88146203555.0,182585678854.0,261497703105.0
부방,2020,78822954577.0,171929275523.0,83874583126.0,176980904072.0,255803858649.0
부방,2021,189604420431.0,270133561350.0,76177509322.0,156706650241.0,346311070672.0
부방,2022,183838660440.0,250152557027.0,118361795052.0,184675691639.0,368514352079.0
부산도시가스,2015,304058132611.0,526218271523.0,277941639839.0,500101778751.0,804159911362.0
부산도시가스,2016,296220596608.0,572045651337.0,268595379217.0,544420433946.0,840641030554.0
부산도시가스,2017,327621113046.0,578815288238.0,329723791331.0,580917966523.0,908539079569.0
부산도시가스,2018,354755385196.0,641721093310.0,336589628587.0,623555336701.0,978310721897.0
부산도시가스,2019,367004345159.0,673573791104.0,363166737525.0,669736183470.0,1036740528629.0
부산도시가스,2020,400901056649.0,919287607263.0,348253156447.0,866639707061.0,1267540763710.0
부산도시가스,2021,438821521952.0,780637338345.0,427292610952.0,769108427345.0,1207929949297.0
부산방직공업,2015,22600805720.0,39726841676.0,19216158055.0,36342194011.0,58942999731.0
부산산업,2015,57647704856.0,69226477587.0,45012293247.0,56591065978.0,114238770834.0
부산산업,2016,57613158877.0,69624326946.0,52984492575.0,64995660644.0,122608819521.0
부산산업,2017,56505127652.0,70285862277.0,55088667749.0,68869402374.0,125374530026.0
부산산업,2018,62163523799.0,68542932140.0,65064654072.0,71444062413.0,133607586212.0
부산산업,2019,58344659881.0,68229791786.0,67724406159.0,77609538064.0,135954197945.0
부산산업,2020,47570989372.0,68607641744.0,60412338799.0,81448991171.0,129019980543.0
부산산업,2021,56289943316.0,71540816882.0,62254806937.0,77505680503.0,133795623819.0
부산산업,2022,52615151179.0,72900034189.0,61778892132.0,82063775142.0,134678926321.0
부산주공,2015,206887415996.0,181250462575.0,78935614776.0,53298661355.0,260186077351.0
부산주공,2016,228254932968.0,206084370648.0,69883252439.0,47712690119.0,275967623087.0
부산주공,2017,234277689725.0,230565923262.0,70461548319.0,66749781856.0,301027471581.0
