,회사명,거래소코드,회계년도,자산(*)(IFRS)(천원),비유동자산(*)(IFRS)(천원),유동자산(*)(IFRS)(천원),자본(*)(IFRS)(천원),자본금(*)(IFRS)(천원),이익잉여금(결손금)(*)(IFRS)(천원),부채(*)(IFRS)(천원),비유동부채 (*)(IFRS)(천원),유동부채(*)(IFRS)(천원),현금및현금성자산(*)(IFRS)(천원),영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),투자활동으로 인한 현금흐름(*)(IFRS)(천원),재무활동으로 인한 현금흐름(*)(IFRS)(천원),기초 현금및현금성자산(IFRS)(천원),기말 현금및현금성자산(IFRS)(천원),매출액(수익)(*)(IFRS)(천원),매출총이익(손실)(IFRS)(천원),판매비와 관리비(물류원가 등 포함)(*)(IFRS)(천원),* (정상)영업손익(보고서기재)(IFRS)(천원),매출원가(*)(IFRS)(천원),당기순이익(손실)(IFRS)(천원),재고자산(*)(IFRS)(천원),매출채권(IFRS)(천원),매출채권 및 기타유동채권(*)(IFRS)(천원),상장폐지일
18726,씨싸이트(주),109670 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,
18727,씨싸이트(주),109670 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
18728,씨싸이트(주),109670 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
18729,씨싸이트(주),109670 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,
18730,씨싸이트(주),109670 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,
18731,씨싸이트(주),109670 ,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,
18736,씨아이에스(주),222080 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,
18738,씨아이에스(주),222080 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
18746,씨앤지하이테크(주),264660 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
18766,씨에스베어링(주),297090 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
18767,씨에스베어링(주),297090 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,
18786,씨유테크(주),376290 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
18787,씨유테크(주),376290 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,
18788,씨유테크(주),376290 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
18789,씨유테크(주),376290 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
18790,씨유테크(주),376290 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,
18791,씨유테크(주),376290 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,
18889,씨피시스템(주),413630 ,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,
18890,씨피시스템(주),413630 ,2022/12,,,,,,,,,,,,,,,,,,,,,,,,,
18891,씨피시스템(주),413630 ,2023/12,,,,,,,,,,,,,,,,,,,,,,,,,
18952,아스팩오일(주),232360 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,2017/07/25
18953,아스팩오일(주),232360 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,2017/07/25
18954,아스팩오일(주),232360 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,2017/07/25
19047,아주스틸(주),139990 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
19048,아주스틸(주),139990 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,
19049,아주스틸(주),139990 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
19050,아주스틸(주),139990 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
19051,아주스틸(주),139990 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,
19052,아주스틸(주),139990 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,
19087,알리코제약(주),260660 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
19128,알에프시스템즈(주),474610 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
19129,알에프시스템즈(주),474610 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,
19130,알에프시스템즈(주),474610 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,
19135,알에프에이치아이씨(주),218410 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,
19136,알에프에이치아이씨(주),218410 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
19144,압타바이오(주),293780 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
19145,압타바이오(주),293780 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
19152,애경산업(주),018250 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
19202,에브리봇(주),270660 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,
19203,에브리봇(주),270660 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
19204,에브리봇(주),270660 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
19205,에브리봇(주),270660 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,
19206,에브리봇(주),270660 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,
19221,에스디바이오센서(주),137310 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
19222,에스디바이오센서(주),137310 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,
19223,에스디바이오센서(주),137310 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
19224,에스디바이오센서(주),137310 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
19225,에스디바이오센서(주),137310 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,
19226,에스디바이오센서(주),137310 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,
19267,에스앤씨엔진그룹리미티드,900080 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,2021/06/14
19268,에스앤씨엔진그룹리미티드,900080 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,2021/06/14
19269,에스앤씨엔진그룹리미티드,900080 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,2021/06/14
19270,에스앤씨엔진그룹리미티드,900080 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,2021/06/14
19271,에스앤씨엔진그룹리미티드,900080 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,2021/06/14
19272,에스앤씨엔진그룹리미티드,900080 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,2021/06/14
19341,에스엠로보틱스(주),252940 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,2018/04/25
19342,에스엠로보틱스(주),252940 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,2018/04/25
19343,에스엠로보틱스(주),252940 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,2018/04/25
19344,에스엠로보틱스(주),252940 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,2018/04/25
19345,에스와이(주),109610 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
19403,에스지에이솔루션즈(주),184230 ,2014/06,,,,,,,,,,,,,,,,,,,,,,,,,
19607,에스트래픽(주),234300 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
19654,에어부산(주),298690 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
19671,에이비온(주),203400 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
19672,에이비온(주),203400 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,
19689,에이에프더블류(주),312610 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
19690,에이에프더블류(주),312610 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
19823,에이치비솔루션(주),297890 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
19824,에이치비솔루션(주),297890 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,
19825,에이치비솔루션(주),297890 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
19826,에이치비솔루션(주),297890 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
20154,엘브이엠씨홀딩스(주),900140 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
20155,엘브이엠씨홀딩스(주),900140 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,
20156,엘브이엠씨홀딩스(주),900140 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
20157,엘브이엠씨홀딩스(주),900140 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
20158,엘브이엠씨홀딩스(주),900140 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,
20159,엘브이엠씨홀딩스(주),900140 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,
20160,엘브이엠씨홀딩스(주),900140 ,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,
20161,엘브이엠씨홀딩스(주),900140 ,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,
20162,엘브이엠씨홀딩스(주),900140 ,2022/12,,,,,,,,,,,,,,,,,,,,,,,,,
20163,엘브이엠씨홀딩스(주),900140 ,2023/12,,,,,,,,,,,,,,,,,,,,,,,,,
20272,엠디바이스(주),226590 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
20273,엠디바이스(주),226590 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,
20274,엠디바이스(주),226590 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,
20275,엠디바이스(주),226590 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,
20276,엠디바이스(주),226590 ,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,
20277,엠디바이스(주),226590 ,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,
20278,엠디바이스(주),226590 ,2022/12,,,,,,,,,,,,,,,,,,,,,,,,,
20280,엠아이큐브솔루션(주),373170 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,
20281,엠아이큐브솔루션(주),373170 ,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,
20285,엠에프씨(주),432980 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
20286,엠에프씨(주),432980 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
20287,엠에프씨(주),432980 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,
20288,엠에프씨(주),432980 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,
20289,엠에프씨(주),432980 ,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,
20293,엠에프엠코리아(주),251960 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,2020/12/30
20294,엠에프엠코리아(주),251960 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,2020/12/30
20295,엠에프엠코리아(주),251960 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,2020/12/30
20296,엠에프엠코리아(주),251960 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,2020/12/30
20297,엠에프엠코리아(주),251960 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,2020/12/30
20298,엠에프엠코리아(주),323230 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,2025/06/18
20364,영화테크(주),265560 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
20386,오가닉티코스메틱스홀딩스컴퍼니리미티드,900300 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,
20387,오가닉티코스메틱스홀딩스컴퍼니리미티드,900300 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
20388,오가닉티코스메틱스홀딩스컴퍼니리미티드,900300 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
20389,오가닉티코스메틱스홀딩스컴퍼니리미티드,900300 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,
20390,오가닉티코스메틱스홀딩스컴퍼니리미티드,900300 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,
20391,오가닉티코스메틱스홀딩스컴퍼니리미티드,900300 ,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,
20392,오가닉티코스메틱스홀딩스컴퍼니리미티드,900300 ,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,
20393,오가닉티코스메틱스홀딩스컴퍼니리미티드,900300 ,2022/12,,,,,,,,,,,,,,,,,,,,,,,,,
20394,오가닉티코스메틱스홀딩스컴퍼니리미티드,900300 ,2023/12,,,,,,,,,,,,,,,,,,,,,,,,,
20405,오름테라퓨틱(주),475830 ,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,
20406,오름테라퓨틱(주),475830 ,2022/12,,,,,,,,,,,,,,,,,,,,,,,,,
20408,오브젠(주),417860 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,
20409,오브젠(주),417860 ,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,
20453,오토앤(주),353590 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
20454,오토앤(주),353590 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,
20455,오토앤(주),353590 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
20456,오토앤(주),353590 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
20457,오토앤(주),353590 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,
20458,오토앤(주),353590 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,
20516,와이씨켐(주),112290 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
20517,와이씨켐(주),112290 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,
20518,와이씨켐(주),112290 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
20519,와이씨켐(주),112290 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
20520,와이씨켐(주),112290 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,
20521,와이씨켐(주),112290 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,
20522,와이씨켐(주),112290 ,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,
20546,와이제이링크(주),209640 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
20547,와이제이링크(주),209640 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,
20548,와이제이링크(주),209640 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
20549,와이제이링크(주),209640 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
20550,와이제이링크(주),209640 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,
20551,와이제이링크(주),209640 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,
20552,와이제이링크(주),209640 ,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,
20553,와이제이링크(주),209640 ,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,
20554,와이제이링크(주),209640 ,2022/12,,,,,,,,,,,,,,,,,,,,,,,,,
20566,완리인터내셔널홀딩스,900180 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,2018/05/23
20567,완리인터내셔널홀딩스,900180 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,2018/05/23
20568,완리인터내셔널홀딩스,900180 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,2018/05/23
20569,완리인터내셔널홀딩스,900180 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,2018/05/23
20685,워트(주),396470 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
20686,워트(주),396470 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,
20687,워트(주),396470 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
20688,워트(주),396470 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
20689,워트(주),396470 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,
20690,워트(주),396470 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,
20694,원텍(주),216280 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,2022/06/30
20695,원텍(주),216280 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,2022/06/30
20700,원텍(주),336570 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,
20701,원텍(주),336570 ,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,
20704,원텍(주),336570 ,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,
20717,웨이포트유한공사,900130 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,2017/07/25
20718,웨이포트유한공사,900130 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,2017/07/25
20719,웨이포트유한공사,900130 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,2017/07/25
20740,웹케시(주),053580 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
20750,위더스제약(주),330350 ,2014/06,,,,,,,,,,,,,,,,,,,,,,,,,
20751,위더스제약(주),330350 ,2015/06,,,,,,,,,,,,,,,,,,,,,,,,,
20752,위더스제약(주),330350 ,2016/06,,,,,,,,,,,,,,,,,,,,,,,,,
20753,위더스제약(주),330350 ,2017/06,,,,,,,,,,,,,,,,,,,,,,,,,
20771,윙입푸드홀딩스,900340 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,
20772,윙입푸드홀딩스,900340 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,
20773,윙입푸드홀딩스,900340 ,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,
20774,윙입푸드홀딩스,900340 ,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,
20775,윙입푸드홀딩스,900340 ,2022/12,,,,,,,,,,,,,,,,,,,,,,,,,
20776,윙입푸드홀딩스,900340 ,2023/12,,,,,,,,,,,,,,,,,,,,,,,,,
20910,이노뎁(주),303530 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
20911,이노뎁(주),303530 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
20928,이브이파킹서비스(주),419700 ,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,2024/12/12
20929,이브이파킹서비스(주),419700 ,2022/12,,,,,,,,,,,,,,,,,,,,,,,,,2024/12/12
20930,이브이파킹서비스(주),419700 ,2023/12,,,,,,,,,,,,,,,,,,,,,,,,,2024/12/12
20931,이삭엔지니어링(주),351330 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,
20932,이삭엔지니어링(주),351330 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
20933,이삭엔지니어링(주),351330 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
20934,이삭엔지니어링(주),351330 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,
20940,이스트아시아홀딩스인베스트먼트리미티드,900110 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
20941,이스트아시아홀딩스인베스트먼트리미티드,900110 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,
20942,이스트아시아홀딩스인베스트먼트리미티드,900110 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
20943,이스트아시아홀딩스인베스트먼트리미티드,900110 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
20944,이스트아시아홀딩스인베스트먼트리미티드,900110 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,
20945,이스트아시아홀딩스인베스트먼트리미티드,900110 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,
20946,이스트아시아홀딩스인베스트먼트리미티드,900110 ,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,
20947,이스트아시아홀딩스인베스트먼트리미티드,900110 ,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,
20948,이스트아시아홀딩스인베스트먼트리미티드,900110 ,2022/12,,,,,,,,,,,,,,,,,,,,,,,,,
20949,이스트아시아홀딩스인베스트먼트리미티드,900110 ,2023/12,,,,,,,,,,,,,,,,,,,,,,,,,
20950,이에스산업(주),241510 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,2021/01/26
20951,이에스산업(주),241510 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,2021/01/26
20952,이에스산업(주),241510 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,2021/01/26
20953,이에스산업(주),241510 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,2021/01/26
20954,이에스산업(주),241510 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,2021/01/26
20955,이에스산업(주),241510 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,2021/01/26
20956,이에이트(주),418620 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,
20957,이에이트(주),418620 ,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,
20990,이오플로우(주),294090 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
20991,이오플로우(주),294090 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
21057,인바이오(주),352940 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
21058,인바이오(주),352940 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,
21059,인바이오(주),352940 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
21060,인바이오(주),352940 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
21061,인바이오(주),352940 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,
21087,인스피언(주),465480 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
21088,인스피언(주),465480 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,
21089,인스피언(주),465480 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,
21090,인스피언(주),465480 ,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,
21091,인스피언(주),465480 ,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,
21092,인스피언(주),465480 ,2022/12,,,,,,,,,,,,,,,,,,,,,,,,,
21114,인카금융서비스(주),211050 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
21115,인카금융서비스(주),211050 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,
21116,인카금융서비스(주),211050 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
21117,인카금융서비스(주),211050 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
21273,일진하이솔루스(주),271940 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
21319,자이에스앤디(주),317400 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
21320,자이에스앤디(주),317400 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,
21321,자이에스앤디(주),317400 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
21322,자이에스앤디(주),317400 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
21360,전진건설로봇(주),079900 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
21390,제닉스(주),381620 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
21391,제닉스(주),381620 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,
21392,제닉스(주),381620 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,
21393,제닉스(주),381620 ,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,
21394,제닉스(주),381620 ,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,
21546,제일일렉트릭(주),199820 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
21547,제일일렉트릭(주),199820 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,
21548,제일일렉트릭(주),199820 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
21549,제일일렉트릭(주),199820 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
21641,중국원양자원유한공사,900050 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,2017/09/27
21642,중국원양자원유한공사,900050 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,2017/09/27
21643,중국원양자원유한공사,900050 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,2017/09/27
21657,지니언스(주),263860 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
21703,지엘팜텍(주),204840 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
21704,지엘팜텍(주),204840 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,
21787,차이나그레이트스타인터내셔널리미티드,900040 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,2020/05/22
21788,차이나그레이트스타인터내셔널리미티드,900040 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,2020/05/22
21789,차이나그레이트스타인터내셔널리미티드,900040 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,2020/05/22
21790,차이나그레이트스타인터내셔널리미티드,900040 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,2020/05/22
21791,차이나그레이트스타인터내셔널리미티드,900040 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,2020/05/22
21792,차이나크리스탈신소재홀딩스,900250 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
21793,차이나크리스탈신소재홀딩스,900250 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,
21794,차이나크리스탈신소재홀딩스,900250 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
21795,차이나크리스탈신소재홀딩스,900250 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
21796,차이나크리스탈신소재홀딩스,900250 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,
21797,차이나크리스탈신소재홀딩스,900250 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,
21798,차이나크리스탈신소재홀딩스,900250 ,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,
21799,차이나크리스탈신소재홀딩스,900250 ,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,
21800,차이나크리스탈신소재홀딩스,900250 ,2022/12,,,,,,,,,,,,,,,,,,,,,,,,,
21801,차이나크리스탈신소재홀딩스,900250 ,2023/12,,,,,,,,,,,,,,,,,,,,,,,,,
21802,차이나하오란리사이클링유한공사,900090 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,2019/01/02
21803,차이나하오란리사이클링유한공사,900090 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,2019/01/02
21804,차이나하오란리사이클링유한공사,900090 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,2019/01/02
21805,차이나하오란리사이클링유한공사,900090 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,2019/01/02
21837,청광건설(주),140290 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,2023/05/08
21838,청광건설(주),140290 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,2023/05/08
21839,청광건설(주),140290 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,2023/05/08
21840,청광건설(주),140290 ,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,2023/05/08
21841,청광건설(주),140290 ,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,2023/05/08
21842,청광건설(주),140290 ,2022/12,,,,,,,,,,,,,,,,,,,,,,,,,2023/05/08
21843,카페24(주),042000 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,
21844,카페24(주),042000 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,
21845,카페24(주),042000 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
21853,컬러레이홀딩스,900310 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,
21854,컬러레이홀딩스,900310 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,
21855,컬러레이홀딩스,900310 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,
21856,컬러레이홀딩스,900310 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,
21857,컬러레이홀딩스,900310 ,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,
21858,컬러레이홀딩스,900310 ,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,
21859,컬러레이홀딩스,900310 ,2022/12,,,,,,,,,,,,,,,,,,,,,,,,,
