,회사명,거래소코드,회계년도,자산(*)(IFRS)(천원),비유동자산(*)(IFRS)(천원),유동자산(*)(IFRS)(천원),자본(*)(IFRS)(천원),자본금(*)(IFRS)(천원),이익잉여금(결손금)(*)(IFRS)(천원),부채(*)(IFRS)(천원),비유동부채 (*)(IFRS)(천원),유동부채(*)(IFRS)(천원),현금및현금성자산(*)(IFRS)(천원),영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),투자활동으로 인한 현금흐름(*)(IFRS)(천원),재무활동으로 인한 현금흐름(*)(IFRS)(천원),기초 현금및현금성자산(IFRS)(천원),기말 현금및현금성자산(IFRS)(천원),매출액(수익)(*)(IFRS)(천원),매출총이익(손실)(IFRS)(천원),판매비와 관리비(물류원가 등 포함)(*)(IFRS)(천원),* (정상)영업손익(보고서기재)(IFRS)(천원),매출원가(*)(IFRS)(천원),당기순이익(손실)(IFRS)(천원),재고자산(*)(IFRS)(천원),매출채권(IFRS)(천원),매출채권 및 기타유동채권(*)(IFRS)(천원),상장폐지일
4878,(주)셀트리온헬스케어,091990 ,2018/12,2933661226.0,171163939.0,2762497288.0,1679371279.0,140526549.0,299928290.0,1254289947.0,33722933.0,1220567013.0,217379078.0,-167280058.0,247104259.0,-89083186.0,227314988.0,217379078.0,918897647.0,61121943.0,70051875.0,-8929932.0,857775704.0,44737958.0,1435764497.0,699621533.0,701781533.0,2024/01/12
4879,(주)셀트리온헬스케어,091990 ,2019/12,2773873519.0,201134942.0,2572738577.0,1737912463.0,143928048.0,358343819.0,1035961056.0,111328450.0,924632607.0,203457343.0,-145249539.0,151020331.0,-19431033.0,217379078.0,203457343.0,1157625784.0,172853672.0,89681847.0,83171825.0,984772112.0,61198703.0,1283735034.0,722022444.0,744181444.0,2024/01/12
4880,(주)셀트리온헬스케어,091990 ,2020/12,3689038625.0,502856622.0,3186182004.0,2058134741.0,151809822.0,653714311.0,1630903884.0,142888983.0,1488014900.0,183037916.0,175911307.0,-198994947.0,9513322.0,203457343.0,183037916.0,2116978046.0,503278233.0,75805437.0,427472796.0,1613699813.0,302486640.0,1127819499.0,993753983.0,1083722983.0,2024/01/12
4881,(주)셀트리온헬스케어,091990 ,2021/12,3457108484.0,385682814.0,3071425670.0,2135462837.0,155028498.0,726916409.0,1321645647.0,149098214.0,1172547433.0,191460791.0,45637339.0,-27752291.0,-9116310.0,183037916.0,191460791.0,1470006790.0,179720784.0,88382454.0,91338330.0,1290286006.0,76205311.0,1151745821.0,946086764.0,976449764.0,2024/01/12
4882,(주)셀트리온헬스케어,091990 ,2022/12,3840669021.0,270135262.0,3570533759.0,2054771466.0,158242322.0,721774978.0,1785897555.0,119695392.0,1666202162.0,359774297.0,157701023.0,149506185.0,-127938493.0,191460791.0,359774297.0,1452703761.0,162814104.0,98693692.0,64120412.0,1289889657.0,37780410.0,1416667556.0,1092779769.0,1271725769.0,2024/01/12
4913,(주)소리바다,053110 ,2014/12,21165693.0,8213914.0,12951780.0,13232847.0,15700248.0,-11176723.0,7932846.0,744269.0,7188577.0,6722999.0,-1330664.0,2343408.0,-5210845.0,10921101.0,6722999.0,18490044.0,18490044.0,23988723.0,-5498680.0,0.0,-7804743.0,7030.0,4636778.0,3721125.0,2022/09/07
4914,(주)소리바다,053110 ,2015/12,16226269.0,6760832.0,9465437.0,8224404.0,15700248.0,-16128051.0,8001865.0,804611.0,7197254.0,3038227.0,-3546428.0,161395.0,-299740.0,6722999.0,3038227.0,17888630.0,17888630.0,22429874.0,-4541244.0,0.0,-4951328.0,0.0,4295638.0,3380216.0,2022/09/07
4915,(주)소리바다,053110 ,2016/12,41099403.0,25277575.0,15821828.0,19449188.0,19975642.0,-24402345.0,21650215.0,316847.0,21333369.0,8582398.0,-7942.0,-22480549.0,28032663.0,3038227.0,8582398.0,27664565.0,27664565.0,27223975.0,440590.0,0.0,-8274295.0,9375.0,5298510.0,4316117.0,2022/09/07
4916,(주)소리바다,053110 ,2017/12,53388090.0,37604545.0,15783545.0,35138914.0,26663227.0,-28759399.0,18249177.0,341418.0,17907759.0,4424749.0,-8765280.0,-15844972.0,20452603.0,8582398.0,4424749.0,26193983.0,26193983.0,29148346.0,-2954362.0,0.0,-4357054.0,271394.0,5046295.0,4068053.0,2022/09/07
4917,(주)소리바다,053110 ,2018/12,61697932.0,48641996.0,13055936.0,33546985.0,28178536.0,-28718456.0,28150947.0,524923.0,27626024.0,2062059.0,-6596110.0,-10105580.0,14339000.0,4424749.0,2062059.0,23684198.0,23684198.0,27974721.0,-4290523.0,0.0,-5459047.0,993883.0,5117637.0,4264706.0,2022/09/07
4918,(주)소리바다,053110 ,2019/12,53602747.0,44400994.0,9201753.0,25298454.0,31838423.0,-45053816.0,28304293.0,3138375.0,25165918.0,274205.0,-629973.0,-3853100.0,2695219.0,2062059.0,274205.0,23766484.0,23766484.0,28555969.0,-4789485.0,0.0,-16201287.0,1323011.0,3068134.0,3599331.0,2022/09/07
4919,(주)소리바다,053110 ,2020/12,32098312.0,18832597.0,13265715.0,8150632.0,49403493.0,-89391670.0,23947680.0,3199848.0,20747832.0,54427.0,-8609509.0,-7699560.0,16089292.0,274205.0,54427.0,13894896.0,4288230.0,11006566.0,-6718337.0,9606666.0,-40791286.0,1044577.0,1932738.0,1461510.0,2022/09/07
4920,(주)소리바다,053110 ,2021/12,27441114.0,15361357.0,12079758.0,3694092.0,2470175.0,-94165249.0,23747022.0,2895806.0,20851216.0,1780561.0,221132.0,1158294.0,346707.0,54427.0,1780561.0,6759232.0,3361831.0,6063450.0,-2701619.0,3397400.0,-4773579.0,38177.0,0.0,1099169.0,2022/09/07
4983,(주)솔트웍스,222520 ,2014/12,4639257.0,1653939.0,2985318.0,2795898.0,1240000.0,929099.0,1843359.0,137312.0,1706047.0,271815.0,-536453.0,-559277.0,262182.0,1105754.0,271815.0,6787705.0,1084606.0,804842.0,279764.0,5703099.0,179629.0,0.0,1701740.0,1702472.0,2016/12/05
4984,(주)솔트웍스,222520 ,2015/12,6035160.0,1578500.0,4456660.0,4280613.0,1240000.0,2413814.0,1754547.0,192664.0,1561883.0,438330.0,277424.0,110272.0,-224337.0,271815.0,438330.0,9696344.0,2844178.0,1255527.0,1588651.0,6852165.0,1482272.0,0.0,3915608.0,3916106.0,2016/12/05
5077,(주)스마트솔루션즈,136510 ,2014/12,26555596.0,9260011.0,17295584.0,25493799.0,2700000.0,14963815.0,1061797.0,490413.0,571384.0,3282246.0,1736953.0,822632.0,-1510596.0,2217208.0,3282246.0,8731203.0,2410997.0,3189300.0,-778304.0,6320206.0,-332871.0,2336476.0,3941311.0,4211413.0,2024/07/25
5078,(주)스마트솔루션즈,136510 ,2015/12,25920076.0,8770010.0,17150066.0,24563767.0,2700000.0,15439025.0,1356309.0,336267.0,1020042.0,8399099.0,3071360.0,3698647.0,-1653155.0,3282246.0,8399099.0,9164284.0,3323883.0,2917334.0,406549.0,5840402.0,577046.0,1494712.0,4003237.0,4180052.0,2024/07/25
5079,(주)스마트솔루션즈,136510 ,2016/12,35864246.0,18427309.0,17436937.0,29543935.0,2700000.0,16782895.0,6320311.0,311086.0,6009226.0,5451254.0,-1223361.0,-6235490.0,4511006.0,8399099.0,5451254.0,12513845.0,4728122.0,3293581.0,1434541.0,7785723.0,1439625.0,3896190.0,5242278.0,5697290.0,2024/07/25
5080,(주)스마트솔루션즈,136510 ,2017/12,41990120.0,19832632.0,22157488.0,32755291.0,2700000.0,19576627.0,9234829.0,62038.0,9172791.0,11299605.0,2080238.0,-4786880.0,8554993.0,5451254.0,11299605.0,25018220.0,10327495.0,6754604.0,3572891.0,14690725.0,2948466.0,3407132.0,4010689.0,4090106.0,2024/07/25
5081,(주)스마트솔루션즈,136510 ,2018/12,42666564.0,19206947.0,23459616.0,32466674.0,2700000.0,20184650.0,10199889.0,1825115.0,8374774.0,12079689.0,-1790569.0,853268.0,1717384.0,11299605.0,12079689.0,21925847.0,8304997.0,8768215.0,-463218.0,13620849.0,871488.0,3239738.0,6659503.0,5876997.0,2024/07/25
5082,(주)스마트솔루션즈,136510 ,2019/12,37915443.0,19421040.0,18494403.0,26216065.0,2700000.0,13878866.0,11699378.0,229033.0,11470345.0,7944724.0,-8352375.0,-805399.0,5018146.0,12079689.0,7944724.0,17081183.0,3534636.0,11034904.0,-7500268.0,13546547.0,-6197761.0,3084869.0,7764595.0,5544789.0,2024/07/25
5083,(주)스마트솔루션즈,136510 ,2020/12,29513792.0,15339579.0,14174212.0,17119493.0,2818840.0,3421509.0,12394299.0,497929.0,11896370.0,5179289.0,-4066700.0,-405377.0,1830697.0,7944724.0,5179289.0,13635111.0,3445100.0,10539732.0,-7094632.0,10190011.0,-10457356.0,4476879.0,4714364.0,1829043.0,2024/07/25
5084,(주)스마트솔루션즈,136510 ,2021/12,109367735.0,57006315.0,52361420.0,43856031.0,14451590.0,-5098453.0,65511704.0,738040.0,64773665.0,34228754.0,-7153833.0,-61783691.0,97927014.0,5179289.0,34228754.0,29623749.0,6326155.0,6758659.0,-432504.0,23297594.0,-8519962.0,7627796.0,5392764.0,3203587.0,2024/07/25
5085,(주)스마트솔루션즈,136510 ,2022/12,29921959.0,18440406.0,11481553.0,-21046842.0,18140940.0,-92617818.0,50968801.0,29378.0,50939423.0,2899495.0,-1254335.0,-24752169.0,-5756135.0,34228754.0,2899495.0,11700289.0,4868009.0,2615234.0,2252775.0,6832280.0,-71144386.0,2932591.0,4404370.0,2375769.0,2024/07/25
5086,(주)스마트솔루션즈,136510 ,2023/12,22856698.0,346177.0,22510521.0,-12620016.0,26687461.0,-106812598.0,35476714.0,29378.0,35447336.0,681796.0,-3489878.0,9567567.0,-8234796.0,2899495.0,681796.0,2680548.0,-1366458.0,4467517.0,-5833975.0,4047006.0,-4647204.0,1159653.0,4061848.0,1893407.0,2024/07/25
5160,(주)스틸플라워,087220 ,2014/12,264669489.0,160008613.0,104660876.0,95278612.0,7300000.0,19043664.0,169390877.0,27056202.0,142334675.0,2463897.0,-36978502.0,-14307130.0,-19015829.0,72665884.0,2463897.0,171994863.0,2601344.0,21546142.0,-18944799.0,169393520.0,-21634427.0,31083806.0,48920470.0,51347806.0,2018/05/08
5161,(주)스틸플라워,087220 ,2015/12,215813973.0,150679149.0,65134824.0,80030834.0,16087778.0,-16490300.0,135783139.0,18076183.0,117706956.0,2607757.0,23426951.0,-13626392.0,-9819798.0,2463897.0,2607757.0,91242126.0,-2992121.0,18719526.0,-21711647.0,94234247.0,-35533964.0,16360755.0,24956764.0,23555449.0,2018/05/08
5162,(주)스틸플라워,087220 ,2016/12,177151696.0,121867924.0,55283772.0,59446000.0,36086464.0,-67264176.0,117705696.0,1108756.0,116596940.0,1069876.0,-14280596.0,7685670.0,5099934.0,2607757.0,1069876.0,51480282.0,-1404743.0,19020422.0,-20425165.0,52885025.0,-50814782.0,13882627.0,36068080.0,27918486.0,2018/05/08
5163,(주)스틸플라워,087220 ,2017/12,120699815.0,107897517.0,12802298.0,13804715.0,36086464.0,-113016216.0,106895100.0,1108756.0,105786344.0,422841.0,-191963.0,9148633.0,-9603705.0,1069876.0,422841.0,22222272.0,-14840572.0,22054697.0,-36895269.0,37062844.0,-45752040.0,1583331.0,23990909.0,1001949.0,2018/05/08
5164,(주)스페이스솔루션,245030 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,2019/02/27
5165,(주)스페이스솔루션,245030 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,2019/02/27
5166,(주)스페이스솔루션,245030 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,2019/02/27
5167,(주)스페이스솔루션,245030 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,2019/02/27
5194,(주)승화프리텍,111610 ,2014/12,19547137.0,16799649.0,2747488.0,2223208.0,14705005.0,-41504312.0,17323929.0,2806045.0,14517884.0,6099.0,-9573594.0,1093241.0,8048603.0,437876.0,6127.0,6162607.0,-3826028.0,5662219.0,-9488247.0,9988635.0,-20622875.0,765000.0,1241483.0,1910352.0,2016/01/25
5205,(주)시냅스엠,246830 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,2018/05/14
5206,(주)시냅스엠,246830 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,2018/05/14
5207,(주)시냅스엠,246830 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,2018/05/14
5208,(주)시냅스엠,246830 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,2018/05/14
5313,(주)신성에프에이,104120 ,2014/12,108655702.0,28080086.0,80575616.0,36308241.0,8813131.0,8327745.0,72347461.0,6586107.0,65761354.0,23579479.0,22635870.0,-10081522.0,883100.0,10205089.0,23579479.0,135337292.0,15263389.0,12088323.0,3175066.0,120073903.0,7275172.0,431740.0,39337254.0,45412482.0,2017/01/02
5314,(주)신성에프에이,104120 ,2015/12,155886023.0,37482029.0,118403993.0,52424070.0,8863131.0,21903083.0,103461953.0,3158479.0,100303474.0,11729068.0,-11878879.0,-2452556.0,2551079.0,23579479.0,11729068.0,187120217.0,29062532.0,19803358.0,9259173.0,158057685.0,12303950.0,123620.0,85598952.0,99436588.0,2017/01/02
5316,(주)신성이엔지,104110 ,2014/12,103713000.0,38776634.0,64936366.0,39586331.0,8813131.0,10019272.0,64126668.0,8885425.0,55241243.0,7012081.0,4306268.0,-11963796.0,8843100.0,5826510.0,7012081.0,169814086.0,17256607.0,15754881.0,1501727.0,152557479.0,1359354.0,623137.0,38239535.0,49953025.0,2017/01/02
5318,(주)신성이엔지,104110 ,2015/12,112464878.0,46917911.0,65546967.0,45118075.0,8813131.0,12602729.0,67346803.0,9172382.0,58174421.0,5055416.0,2075750.0,-7375519.0,3343103.0,7012081.0,5055416.0,153634730.0,19332964.0,17731188.0,1601776.0,134301766.0,1366143.0,354768.0,38571024.0,49268762.0,2017/01/02
5342,(주)신세계아이앤씨,035510 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,2006/05/18
5406,(주)신일건업,014350 ,2014/12,157986509.0,46881396.0,111105112.0,-30348930.0,7372875.0,-149533968.0,188335438.0,98320250.0,90015189.0,3656364.0,-3803673.0,14782092.0,-18295202.0,10973147.0,3656364.0,36587060.0,-4044575.0,7880561.0,-11925136.0,40631636.0,-89657851.0,64460522.0,52679509.0,41953053.0,2015/04/15
5433,(주)신한,005450 ,2014/12,189458026.0,92753717.0,96704309.0,86686568.0,35114195.0,22500265.0,102771458.0,15092948.0,87678510.0,3806015.0,12875571.0,118077.0,-9816721.0,628261.0,3806015.0,33283515.0,14240674.0,7239930.0,7000744.0,19042841.0,1106436.0,9371082.0,49436566.0,80411700.0,2020/06/30
5434,(주)신한,005450 ,2015/12,161801851.0,76212319.0,85589532.0,75554167.0,35114195.0,9828446.0,86247684.0,7153939.0,79093745.0,471513.0,-2267748.0,4713677.0,-5782635.0,3806015.0,471513.0,7579283.0,2562049.0,4386526.0,-1824477.0,5017234.0,-12671818.0,10088778.0,46619056.0,74053560.0,2020/06/30
5435,(주)신한,005450 ,2016/12,159048359.0,58635938.0,100412421.0,82906114.0,35114195.0,17013697.0,76142246.0,5768598.0,70373647.0,212948.0,9627369.0,8103807.0,-17990380.0,471513.0,212948.0,30905442.0,17387737.0,3445851.0,13941885.0,13517706.0,13644419.0,10088778.0,60438159.0,84848767.0,2020/06/30
5436,(주)신한,005450 ,2017/12,144289432.0,125011953.0,19277479.0,68316765.0,35114195.0,2276724.0,75972667.0,22968706.0,53003961.0,464470.0,1951140.0,-1046111.0,-653508.0,212948.0,464470.0,8665026.0,1821922.0,6648252.0,-4826330.0,6843105.0,-14736973.0,8725249.0,4417235.0,4796100.0,2020/06/30
5437,(주)신한,005450 ,2018/12,118992585.0,103333247.0,15659338.0,36841800.0,35114195.0,-26774482.0,82150785.0,5945345.0,76205440.0,230336.0,2595638.0,-1392434.0,-1437337.0,464470.0,230336.0,6710444.0,2121103.0,2710580.0,-589477.0,4589341.0,-24851119.0,8725249.0,1312221.0,1328454.0,2020/06/30
5438,(주)신한,005450 ,2019/12,87894943.0,75493102.0,12401841.0,9966230.0,35114195.0,-53620737.0,77928713.0,5346608.0,72582105.0,115569.0,6835688.0,-2563895.0,-4386561.0,230336.0,115569.0,5629020.0,2060155.0,18005017.0,-15944862.0,3568864.0,-26846255.0,6611947.0,3343361.0,1309727.0,2020/06/30
5498,(주)심팩메탈,090730 ,2014/12,216660308.0,143155973.0,73504335.0,180641227.0,6500000.0,119945630.0,36019081.0,3150822.0,32868259.0,1133602.0,3682624.0,-38778703.0,-5430310.0,41667675.0,1133602.0,110919617.0,11470206.0,6189726.0,5280481.0,99449410.0,6272602.0,19990289.0,9875444.0,10548744.0,2018/07/17
5499,(주)심팩메탈,090730 ,2015/12,206435531.0,142718550.0,63716981.0,181612410.0,6500000.0,122036385.0,24823121.0,2916765.0,21906356.0,39374568.0,15008870.0,35304774.0,-12132617.0,1133602.0,39374568.0,93334836.0,7966037.0,5493574.0,2472463.0,85368799.0,3103801.0,10813508.0,7964624.0,8253222.0,2018/07/17
5500,(주)심팩메탈,090730 ,2016/12,253349178.0,151205403.0,102143775.0,179755047.0,6500000.0,120956013.0,73594131.0,19752651.0,53841480.0,42392694.0,13313102.0,-15264629.0,-9732165.0,53901283.0,42392694.0,137543471.0,12577607.0,6707647.0,5869960.0,124965864.0,6771304.0,24331446.0,14485420.0,14741561.0,2018/07/17
5501,(주)심팩메탈,090730 ,2017/12,262850991.0,147359858.0,115491133.0,193295101.0,6500000.0,136279967.0,69555890.0,11581673.0,57974217.0,35362773.0,8219047.0,-3638993.0,-11165440.0,42392694.0,35362773.0,229245382.0,28988183.0,8849379.0,20138804.0,200257199.0,16550261.0,29917907.0,20523367.0,21616230.0,2018/07/17
5542,(주)썬코어,051170 ,2014/12,63334335.0,33559752.0,29774583.0,28457419.0,10562720.0,-5217031.0,34876916.0,13549835.0,21327081.0,100515.0,-1021177.0,4837291.0,-3883101.0,167503.0,100515.0,35112376.0,5245564.0,8454193.0,-3208629.0,29866811.0,-4025792.0,11517165.0,13189958.0,11798617.0,2018/03/15
5543,(주)썬코어,051170 ,2015/12,75640838.0,48025509.0,27615329.0,41819408.0,16213607.0,-13570808.0,33821430.0,7226965.0,26594466.0,277955.0,-1343488.0,-17620845.0,19142803.0,100515.0,277955.0,28878453.0,2223884.0,7871502.0,-5647618.0,26654569.0,-8350809.0,10812061.0,11418109.0,9768029.0,2018/03/15
5544,(주)썬코어,051170 ,2016/12,46081588.0,29341148.0,16740440.0,16235236.0,17505043.0,-48617547.0,29846351.0,2656493.0,27189859.0,175538.0,-424235.0,4464149.0,-4136466.0,277955.0,175538.0,21178539.0,-35071.0,8629553.0,-8664624.0,21213609.0,-35147915.0,8161014.0,9139056.0,6986674.0,2018/03/15
5545,(주)썬테크놀로지스,122800 ,2014/12,34676328.0,18938530.0,15737798.0,17874017.0,2100000.0,12598761.0,16802311.0,7450872.0,9351439.0,6189144.0,2341415.0,581680.0,-585733.0,3890507.0,6189144.0,20076151.0,4029003.0,3361086.0,667917.0,16047148.0,521776.0,6114687.0,3307109.0,3309169.0,2020/02/12
5546,(주)썬테크놀로지스,122800 ,2015/12,42163363.0,21963769.0,20199593.0,25815755.0,2127000.0,14214839.0,16347608.0,5147021.0,11200587.0,7830207.0,2158102.0,-2882511.0,2355708.0,6189144.0,7830207.0,24830038.0,6854800.0,4618901.0,2235899.0,17975239.0,1675349.0,7805923.0,3936563.0,3939632.0,2020/02/12
5547,(주)썬테크놀로지스,122800 ,2016/12,46613486.0,19532837.0,27080650.0,21660943.0,2158496.0,5758764.0,24952543.0,7768549.0,17183994.0,10354447.0,1592581.0,-13482268.0,14413920.0,7830207.0,10354447.0,25054557.0,7320109.0,6081493.0,1238616.0,17734449.0,-7826060.0,6574014.0,4088693.0,4143107.0,2020/02/12
5548,(주)썬테크놀로지스,122800 ,2017/12,33447161.0,12727675.0,20719485.0,19090515.0,2965309.0,-6616859.0,14356645.0,5582616.0,8774029.0,22732.0,-970036.0,-4470209.0,-4891469.0,10354447.0,22732.0,15229793.0,643657.0,5594221.0,-4950563.0,14586136.0,-12451565.0,6020033.0,3410039.0,3447435.0,2020/02/12
5549,(주)썬테크놀로지스,122800 ,2018/12,32274248.0,22819783.0,9454465.0,17220530.0,3515309.0,-7638452.0,15053718.0,2229873.0,12823845.0,106989.0,-3652087.0,-1492088.0,5228278.0,22732.0,106989.0,13147975.0,-883798.0,4966500.0,-5850297.0,14031773.0,-7042435.0,5843486.0,2790564.0,2922839.0,2020/02/12
5642,(주)씨그널엔터테인먼트그룹,099830 ,2014/12,65265836.0,52382981.0,12882855.0,38069970.0,18176473.0,10791812.0,27195866.0,14122941.0,13072925.0,308643.0,-3300108.0,-28335978.0,24513567.0,7431162.0,308643.0,11475196.0,-768182.0,3856936.0,-4625118.0,12243378.0,-5537780.0,4478497.0,2207842.0,2552359.0,2018/05/04
5643,(주)씨그널엔터테인먼트그룹,099830 ,2015/12,80757183.0,46669603.0,34087579.0,31781035.0,34627308.0,-14597170.0,48976148.0,4349641.0,44626507.0,4249760.0,-11351322.0,-11007318.0,24837337.0,308643.0,4249760.0,24136489.0,-3241802.0,7053628.0,-10295430.0,27378291.0,-24993905.0,3021501.0,3830734.0,3705659.0,2018/05/04
5644,(주)씨그널엔터테인먼트그룹,099830 ,2016/12,49491681.0,37803509.0,11688172.0,31782314.0,45529089.0,-49911234.0,17709367.0,41681.0,17667686.0,1604619.0,-1172923.0,3468414.0,-4940631.0,4249760.0,1604619.0,21004755.0,2507136.0,6495562.0,-3988426.0,18497619.0,-35314064.0,0.0,2179624.0,1538100.0,2018/05/04
5645,(주)씨그널엔터테인먼트그룹,099830 ,2017/12,53687213.0,29901603.0,23785610.0,36533532.0,5384186.0,-6852448.0,17153681.0,10000.0,17143681.0,211398.0,-2880589.0,-12986626.0,14473994.0,1604619.0,211398.0,25646008.0,2342683.0,1669222.0,673462.0,23303324.0,-3202208.0,700800.0,1821456.0,1968583.0,2018/05/04
5675,(주)씨앤에스자산관리,032040 ,2014/12,143698365.0,46332872.0,97365493.0,53696988.0,47098075.0,7182004.0,90001377.0,22579011.0,67422366.0,4871876.0,9444590.0,-29917500.0,22366282.0,2978504.0,4871876.0,166810722.0,10967428.0,6007104.0,4960324.0,155843295.0,1177280.0,0.0,15033610.0,14840187.0,2018/10/11
5676,(주)씨앤에스자산관리,032040 ,2015/12,156492788.0,43416423.0,113076365.0,80892861.0,71387105.0,1489929.0,75599927.0,27230041.0,48369886.0,12264312.0,9741686.0,-6125924.0,3776674.0,4871876.0,12264312.0,201461373.0,11521798.0,7829318.0,3692480.0,189939574.0,-112409.0,0.0,17483280.0,18339906.0,2018/10/11
5677,(주)씨앤에스자산관리,032040 ,2016/12,129442560.0,49402349.0,80040211.0,43670462.0,71387105.0,-38982681.0,85772099.0,24049115.0,61722984.0,3117146.0,2624870.0,-11153580.0,-618456.0,12264312.0,3117146.0,205428987.0,7709399.0,9042311.0,-1332912.0,197719589.0,-39378254.0,0.0,21343359.0,19714433.0,2018/10/11
5678,(주)씨앤에스자산관리,032040 ,2017/12,95719124.0,29337524.0,66381599.0,13130158.0,18371336.0,-84123082.0,82588965.0,18095357.0,64493608.0,5882591.0,-9401041.0,5907767.0,6258718.0,3117146.0,5882591.0,190256154.0,3213716.0,8785324.0,-5571609.0,187042438.0,-43985562.0,0.0,20991072.0,23350753.0,2018/10/11
5679,(주)씨앤케이인터내셔널,039530 ,2014/12,19733197.0,9352230.0,10380967.0,18232646.0,27205722.0,-21612729.0,1500551.0,304715.0,1195836.0,992900.0,-1043380.0,435098.0,-198376.0,1731252.0,992900.0,4239699.0,136888.0,2450728.0,-2313841.0,4102812.0,694127.0,2863233.0,904352.0,2690863.0,2015/05/19
5718,(주)씨엔티드림,286000 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,2024/10/07
5719,(주)씨엔티드림,286000 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,2024/10/07
5720,(주)씨엔티드림,286000 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,2024/10/07
5721,(주)씨엔티드림,286000 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,2024/10/07
5722,(주)씨엔티드림,286000 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,2024/10/07
5723,(주)씨엔티드림,286000 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,2024/10/07
5724,(주)씨엔티드림,286000 ,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,2024/10/07
5725,(주)씨엔티드림,286000 ,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,2024/10/07
5726,(주)씨엔티드림,286000 ,2022/12,,,,,,,,,,,,,,,,,,,,,,,,,2024/10/07
5727,(주)씨엔티드림,286000 ,2023/12,,,,,,,,,,,,,,,,,,,,,,,,,2024/10/07
5738,(주)씨엘인터내셔널,037340 ,2014/12,34424352.0,22593525.0,11830826.0,19181151.0,23118062.0,-33733172.0,15243200.0,5060592.0,10182608.0,1582318.0,499308.0,-5397704.0,5934715.0,545998.0,1582318.0,21050295.0,7669672.0,10446588.0,-2776916.0,13380624.0,-5052150.0,2165890.0,4319165.0,4488173.0,2016/09/08
5739,(주)씨엘인터내셔널,037340 ,2015/12,25687462.0,13173854.0,12513609.0,7671957.0,25452718.0,-55398832.0,18015505.0,282868.0,17732637.0,2079602.0,-3159795.0,-9594078.0,13251157.0,1582318.0,2079602.0,17501375.0,6613481.0,10796917.0,-4183436.0,10887893.0,-21416949.0,3821987.0,2028357.0,1680659.0,2016/09/08
5740,(주)씨엠에스에듀,225330 ,2014/12,22575294.0,13919155.0,8656139.0,13459452.0,666667.0,11590345.0,9115842.0,321894.0,8793948.0,6709958.0,9899214.0,-3080552.0,-5046669.0,4940218.0,6709958.0,38272510.0,38272510.0,30370346.0,7902165.0,0.0,6407618.0,404378.0,1214356.0,1201010.0,2022/03/17
5741,(주)씨엠에스에듀,225330 ,2015/12,28088560.0,12927942.0,15160618.0,14721384.0,1666668.0,12341892.0,13367176.0,3634393.0,9732783.0,8825950.0,9885595.0,-4658716.0,-3110663.0,6709958.0,8825950.0,46361638.0,46361638.0,37646117.0,8715520.0,0.0,6896283.0,281359.0,1201697.0,1190952.0,2022/03/17
5742,(주)씨엠에스에듀,225330 ,2016/12,64066249.0,46661454.0,17404795.0,36774800.0,2113091.0,13811402.0,27291448.0,8182606.0,19108843.0,785009.0,9271842.0,-43472526.0,26148977.0,8825950.0,785009.0,54227208.0,54227208.0,46569812.0,7657396.0,0.0,4421561.0,371158.0,1924129.0,1979618.0,2022/03/17
5743,(주)씨엠에스에듀,225330 ,2017/12,71014610.0,56604538.0,14410073.0,43753553.0,9311384.0,15135490.0,27261057.0,10370285.0,16890772.0,3107995.0,9810017.0,-4944215.0,-2542816.0,785009.0,3107995.0,61922125.0,61922125.0,54518024.0,7404102.0,0.0,6508501.0,451199.0,3065248.0,3886822.0,2022/03/17
5744,(주)씨엠에스에듀,225330 ,2018/12,91253043.0,81212507.0,10040536.0,41751235.0,9476384.0,13529475.0,49501808.0,8742829.0,40758978.0,871689.0,10322890.0,-24565697.0,12006501.0,3107995.0,871689.0,66781161.0,66781161.0,60497201.0,6283960.0,0.0,4806280.0,676249.0,2608788.0,4095672.0,2022/03/17
5745,(주)씨엠에스에듀,225330 ,2019/12,99073349.0,88516775.0,10556574.0,36940305.0,9476384.0,5931866.0,62133044.0,15148719.0,46984325.0,2501243.0,22509701.0,-3478596.0,-17401551.0,871689.0,2501243.0,78709378.0,78709378.0,70479189.0,8230189.0,0.0,4183597.0,711234.0,2920602.0,2363599.0,2022/03/17
