,회사명,거래소코드,회계년도,자산(*)(IFRS)(천원),비유동자산(*)(IFRS)(천원),유동자산(*)(IFRS)(천원),자본(*)(IFRS)(천원),자본금(*)(IFRS)(천원),이익잉여금(결손금)(*)(IFRS)(천원),부채(*)(IFRS)(천원),비유동부채 (*)(IFRS)(천원),유동부채(*)(IFRS)(천원),현금및현금성자산(*)(IFRS)(천원),영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),투자활동으로 인한 현금흐름(*)(IFRS)(천원),재무활동으로 인한 현금흐름(*)(IFRS)(천원),기초 현금및현금성자산(IFRS)(천원),기말 현금및현금성자산(IFRS)(천원),매출액(수익)(*)(IFRS)(천원),매출총이익(손실)(IFRS)(천원),판매비와 관리비(물류원가 등 포함)(*)(IFRS)(천원),* (정상)영업손익(보고서기재)(IFRS)(천원),매출원가(*)(IFRS)(천원),당기순이익(손실)(IFRS)(천원),재고자산(*)(IFRS)(천원),매출채권(IFRS)(천원),매출채권 및 기타유동채권(*)(IFRS)(천원),상장폐지일
238,(주)골프존데카,183410 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,2024/02/22
239,(주)골프존데카,183410 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,2024/02/22
240,(주)골프존데카,183410 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,2024/02/22
241,(주)골프존데카,183410 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,2024/02/22
242,(주)골프존데카,183410 ,2018/12,9379348.0,1196676.0,8182672.0,2042431.0,2055581.0,-15714823.0,7336916.0,3354911.0,3982006.0,41050.0,-1190579.0,-902507.0,2051354.0,82780.0,41050.0,12868691.0,2834254.0,2667885.0,166369.0,10034437.0,-81799.0,1301417.0,5051504.0,4850209.0,2024/02/22
243,(주)골프존데카,183410 ,2019/12,7891836.0,1936462.0,5955373.0,-4618925.0,2055581.0,-22376128.0,12510761.0,2646835.0,9863926.0,156411.0,-1974028.0,-1328613.0,3418163.0,41050.0,156411.0,14243123.0,3402540.0,7515536.0,-4112997.0,10840583.0,-5500246.0,2539874.0,2984235.0,2703752.0,2024/02/22
244,(주)골프존데카,183410 ,2020/12,8101451.0,1756517.0,6344934.0,-2910135.0,2055581.0,-20667338.0,11011586.0,1153887.0,9857699.0,2114134.0,486199.0,-250208.0,1724660.0,156411.0,2114134.0,17165719.0,4429997.0,4725302.0,-295305.0,12735722.0,1694235.0,608761.0,3008609.0,2903581.0,2024/02/22
245,(주)골프존데카,183410 ,2021/12,10272351.0,2003560.0,8268791.0,-317100.0,2055581.0,-18074303.0,10589452.0,212893.0,10376559.0,2073938.0,1024168.0,-849332.0,-216500.0,2114134.0,2073938.0,27116368.0,8308936.0,5488571.0,2820365.0,18807433.0,2640030.0,1098370.0,3407441.0,3426284.0,2024/02/22
246,(주)골프존데카,183410 ,2022/12,11102216.0,2407384.0,8694833.0,1155185.0,2055581.0,-16602018.0,9947032.0,135796.0,9811235.0,481403.0,-607656.0,-85935.0,-898945.0,2073938.0,481403.0,28426220.0,8107944.0,6632380.0,1475564.0,20318276.0,1409335.0,3270879.0,3737363.0,3883877.0,2024/02/22
304,(주)구스앤홈,329050 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,2021/04/13
305,(주)구스앤홈,329050 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,2021/04/13
306,(주)구스앤홈,329050 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,2021/04/13
307,(주)구스앤홈,329050 ,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,2021/04/13
407,(주)극동자동화,272420 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,2018/11/15
408,(주)극동자동화,272420 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,2018/11/15
409,(주)극동자동화,272420 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,2018/11/15
410,(주)극동자동화,272420 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,2018/11/15
421,(주)금빛,045890 ,2014/12,108557290.0,64271781.0,44285509.0,45105857.0,12741097.0,858591.0,63451433.0,1978280.0,61473152.0,554411.0,4722146.0,-5261371.0,-3723352.0,4817156.0,554411.0,76784301.0,22087497.0,16678781.0,5408716.0,54696804.0,-2003949.0,14191826.0,26346522.0,25771022.0,2021/12/20
422,(주)금빛,045890 ,2015/12,111805344.0,63290669.0,48514676.0,49309780.0,12741097.0,4435838.0,62495564.0,7148434.0,55347130.0,366326.0,3284669.0,-6262562.0,2789356.0,554411.0,366326.0,79881383.0,20124828.0,15792127.0,4332701.0,59756555.0,3410371.0,12712852.0,28511034.0,27312403.0,2021/12/20
423,(주)금빛,045890 ,2016/12,111035753.0,63378506.0,47657248.0,53244171.0,12983869.0,7136941.0,57791582.0,13167129.0,44624454.0,2519057.0,8373494.0,-5355725.0,-865584.0,366326.0,2519057.0,67258801.0,17531101.0,14393490.0,3137611.0,49727700.0,2645802.0,10788773.0,26426739.0,25415961.0,2021/12/20
424,(주)금빛,045890 ,2017/12,114739264.0,58006296.0,56732968.0,48416403.0,13177508.0,5691453.0,66322861.0,25133468.0,41189393.0,3784020.0,-509347.0,600635.0,1202148.0,2519057.0,3784020.0,65805697.0,14119026.0,17100672.0,-2981646.0,51686671.0,-1937960.0,15016218.0,32260022.0,28772817.0,2021/12/20
425,(주)금빛,045890 ,2018/12,109608718.0,60221761.0,49386957.0,52704161.0,13293115.0,-6927147.0,56904557.0,13028847.0,43875711.0,3993995.0,-1758462.0,7835392.0,-5865181.0,3784020.0,3993995.0,50396516.0,2672060.0,20863477.0,-18191416.0,47724456.0,-7247946.0,12079793.0,28044956.0,21926323.0,2021/12/20
426,(주)금빛,045890 ,2019/12,101724359.0,64754678.0,36969681.0,32195035.0,19123441.0,-46175836.0,69529324.0,3824450.0,65704874.0,3488169.0,-13594750.0,-6322938.0,19411863.0,3993995.0,3488169.0,55240846.0,7581643.0,24244200.0,-16662557.0,47659203.0,-38888741.0,9815284.0,23319483.0,14491923.0,2021/12/20
427,(주)금빛,045890 ,2020/12,117537442.0,71303819.0,46233624.0,54916321.0,37533676.0,-59473547.0,62621121.0,1721005.0,60900116.0,2853504.0,-2183292.0,-26338762.0,27887389.0,3488169.0,2853504.0,37324969.0,4201747.0,20614217.0,-16412470.0,33123222.0,-14094304.0,5856622.0,6626978.0,6626978.0,2021/12/20
438,(주)금오하이텍,165270 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,2017/06/07
439,(주)금오하이텍,165270 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,2017/06/07
440,(주)금오하이텍,165270 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,2017/06/07
586,(주)나이코,192240 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,2016/12/23
587,(주)나이코,192240 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,2016/12/23
768,(주)넥솔론,110570 ,2014/12,551286640.0,487851914.0,63434726.0,-375217567.0,67151014.0,-450421393.0,926504207.0,146899855.0,779604351.0,14007996.0,-17409210.0,12170898.0,-22021281.0,41182641.0,14007996.0,261890995.0,-65479356.0,13123570.0,-78602926.0,327370352.0,-411995615.0,29157691.0,12455000.0,12631289.0,2017/04/17
769,(주)넥솔론,110570 ,2015/12,492666167.0,438224269.0,54441898.0,15132914.0,80355629.0,-172431429.0,477533254.0,418786981.0,58746273.0,8875287.0,-14416454.0,11201763.0,-1960438.0,14018988.0,8875287.0,154258686.0,-40970974.0,11489491.0,-52460465.0,195229660.0,265058528.0,21513147.0,14514000.0,14061602.0,2017/04/17
770,(주)넥솔론,110570 ,2016/12,429973624.0,392738383.0,37235241.0,-50825683.0,80585098.0,-238736066.0,480799307.0,394803428.0,85995879.0,9039367.0,-5802563.0,5854419.0,0.0,8875287.0,9039367.0,154700198.0,-40510074.0,3192265.0,-43702339.0,195210272.0,-66304636.0,17304149.0,5455435.0,5668884.0,2017/04/17
771,(주)넥스지,081970 ,2014/12,38953042.0,13412000.0,25541042.0,34360991.0,2880000.0,25331318.0,4592051.0,250740.0,4341311.0,14069557.0,1250328.0,2683684.0,-115200.0,10250745.0,14069557.0,21942535.0,9059713.0,8194151.0,865562.0,12882822.0,1039154.0,3155337.0,7892158.0,7295354.0,2018/10/11
772,(주)넥스지,081970 ,2015/12,38258576.0,15074247.0,23184329.0,34980909.0,2880000.0,25658891.0,3277667.0,52343.0,3225324.0,12776153.0,1661629.0,-2840963.0,-115200.0,14069557.0,12776153.0,22910857.0,9809469.0,9496980.0,312489.0,13101388.0,442773.0,2692228.0,7007199.0,6935684.0,2018/10/11
773,(주)넥스지,081970 ,2016/12,38758610.0,14897053.0,23861558.0,35620231.0,2880000.0,26001828.0,3138379.0,448568.0,2689811.0,14650875.0,2635730.0,-653725.0,-115200.0,12776153.0,14650875.0,24953286.0,9755289.0,10164716.0,-409428.0,15197997.0,458137.0,1936149.0,7010464.0,6591349.0,2018/10/11
774,(주)넥스지,081970 ,2017/12,39019022.0,15276451.0,23742571.0,35528746.0,2880000.0,26327226.0,3490276.0,428478.0,3061798.0,6708091.0,2415142.0,-10349579.0,0.0,14650875.0,6708091.0,21858125.0,10007140.0,10134132.0,-126992.0,11850985.0,940066.0,2508916.0,4811750.0,4833808.0,2018/10/11
902,(주)노보믹스,283100 ,2018/12,17531631.0,2869930.0,14661701.0,-16897616.0,1345770.0,-18881470.0,34429246.0,17887886.0,16541360.0,2650489.0,-3501702.0,-13256996.0,14526235.0,4882952.0,2650489.0,0.0,0.0,3855693.0,-3855693.0,0.0,-6441830.0,0.0,0.0,182779.0,2025/05/28
903,(주)노보믹스,283100 ,2019/12,13558461.0,3504342.0,10054119.0,-23436251.0,1345770.0,-25427804.0,36994712.0,17938276.0,19056436.0,670772.0,-4013296.0,2249044.0,-215465.0,2650489.0,670772.0,5208.0,-5076.0,4680387.0,-4685462.0,10284.0,-6546335.0,88602.0,668.0,247003.0,2025/05/28
904,(주)노보믹스,283100 ,2020/12,15580477.0,4979699.0,10600779.0,-60121137.0,1599104.0,-70969525.0,75701614.0,8071099.0,67630515.0,1880160.0,-4849317.0,-141936.0,6202496.0,670772.0,1880160.0,88637.0,7085.0,5472772.0,-5465687.0,81552.0,-45541720.0,101856.0,78578.0,217212.0,2025/05/28
905,(주)노보믹스,283100 ,2021/12,10424112.0,4258649.0,6165463.0,1924093.0,3265784.0,-77860059.0,8500019.0,7942264.0,557754.0,1766062.0,-4130414.0,3716757.0,299560.0,1880160.0,1766062.0,299844.0,156888.0,5167345.0,-5010457.0,142957.0,-6890534.0,79660.0,57287.0,90501.0,2025/05/28
906,(주)노보믹스,283100 ,2022/12,4924029.0,3794942.0,1129087.0,-5552180.0,3265784.0,-85336332.0,10476209.0,390829.0,10085380.0,874223.0,-4471697.0,3928227.0,-348369.0,1766062.0,874223.0,205930.0,93682.0,5321091.0,-5227409.0,112249.0,-6441444.0,59307.0,63195.0,63195.0,2025/05/28
907,(주)노보믹스,283100 ,2023/12,5137736.0,3190574.0,1947163.0,-9462716.0,3282450.0,-89716214.0,14600452.0,3525479.0,11074973.0,555250.0,-3431129.0,-1299884.0,4412040.0,874223.0,555250.0,190103.0,67579.0,4363163.0,-4295584.0,122524.0,-4379883.0,54520.0,36245.0,68638.0,2025/05/28
938,(주)녹십자셀,031390 ,2014/12,39660461.0,18492239.0,21168223.0,38322366.0,5847970.0,-5038598.0,1338095.0,582421.0,755674.0,2001881.0,-748367.0,1224751.0,50695.0,1456829.0,2001881.0,4299691.0,589717.0,1874858.0,-1285141.0,3709974.0,-4841940.0,612387.0,832022.0,906090.0,2021/11/17
939,(주)녹십자셀,031390 ,2015/12,42274782.0,16341265.0,25933516.0,40391079.0,5847970.0,2642253.0,1883703.0,779973.0,1103730.0,4920172.0,2543711.0,374580.0,0.0,2001881.0,4920172.0,10418448.0,4302956.0,2557181.0,1745775.0,6115492.0,2884114.0,523864.0,1098864.0,1163408.0,2021/11/17
940,(주)녹십자셀,031390 ,2016/12,44095108.0,30016969.0,14078139.0,41580576.0,5847970.0,3657404.0,2514532.0,966302.0,1548230.0,1492905.0,2451633.0,-5878900.0,0.0,4920172.0,1492905.0,11908637.0,4874620.0,3195608.0,1679011.0,7034017.0,1333289.0,670882.0,1126751.0,1332155.0,2021/11/17
941,(주)녹십자셀,031390 ,2017/12,120409038.0,54094073.0,66314964.0,48159405.0,5847970.0,1373595.0,72249633.0,52360174.0,19889459.0,483301.0,8519219.0,-78461686.0,68815905.0,1840891.0,483301.0,19536787.0,9248004.0,6059186.0,3188818.0,10288784.0,717889.0,1352798.0,4191789.0,5215982.0,2021/11/17
942,(주)녹십자셀,031390 ,2018/12,124075999.0,85242249.0,38833750.0,66800805.0,5926507.0,13739209.0,57275194.0,51798066.0,5477128.0,621717.0,5468873.0,4715461.0,-10045918.0,483301.0,621717.0,27964255.0,14156311.0,10239464.0,3916848.0,13807944.0,13667172.0,1471357.0,5895551.0,6570575.0,2021/11/17
943,(주)녹십자셀,031390 ,2019/12,151786870.0,109365394.0,42421476.0,83910632.0,6054943.0,22733002.0,67876238.0,19594275.0,48281963.0,313178.0,5292714.0,-2157821.0,-3443432.0,621717.0,313178.0,35697967.0,19836806.0,14472246.0,5364560.0,15861161.0,10727620.0,2034782.0,6200787.0,6406849.0,2021/11/17
944,(주)녹십자셀,031390 ,2020/12,172734507.0,123031032.0,49703476.0,101899070.0,6251843.0,24624420.0,70835438.0,31396911.0,39438526.0,1497142.0,8599258.0,-12815235.0,5448911.0,313178.0,1497142.0,40143818.0,15847679.0,13172647.0,2675032.0,24296139.0,3404992.0,3235982.0,9996927.0,10999187.0,2021/11/17
973,(주)녹원씨엔아이,065560 ,2014/12,15797399.0,7488750.0,8308649.0,12176935.0,10269035.0,-11887973.0,3620464.0,2410781.0,1209683.0,1775086.0,-7575407.0,-149617.0,8075018.0,1425093.0,1775086.0,3251585.0,58688.0,3401107.0,-3342419.0,3192896.0,-3579800.0,307961.0,1093216.0,1062929.0,2024/07/29
974,(주)녹원씨엔아이,065560 ,2015/12,18468597.0,9709972.0,8758625.0,12640235.0,12005262.0,-25289573.0,5828362.0,3653548.0,2174814.0,895462.0,-5960666.0,-9785605.0,14866646.0,1775086.0,895462.0,7489388.0,3483421.0,2684569.0,798852.0,4005966.0,-13401601.0,520321.0,3793287.0,3368671.0,2024/07/29
975,(주)녹원씨엔아이,065560 ,2016/12,11147971.0,7335194.0,3812777.0,9795597.0,13615398.0,-36666964.0,1352373.0,834272.0,518102.0,259831.0,-1819746.0,-3749717.0,4933833.0,895462.0,259831.0,3875841.0,704302.0,3019877.0,-2315575.0,3171539.0,-11377390.0,349704.0,1589985.0,2421806.0,2024/07/29
976,(주)녹원씨엔아이,065560 ,2017/12,74655878.0,65424494.0,9231384.0,41301061.0,5289936.0,-12065889.0,33354817.0,138.0,33354679.0,1459924.0,-1702377.0,-65556845.0,68459315.0,259831.0,1459924.0,4347268.0,880603.0,3742735.0,-2862132.0,3466665.0,-7298649.0,121005.0,1773502.0,1279943.0,2024/07/29
977,(주)녹원씨엔아이,065560 ,2018/12,107122043.0,62028611.0,45093432.0,72108417.0,7433775.0,9343734.0,35013626.0,-161742.0,35175368.0,6836580.0,2422195.0,-12547687.0,9922741.0,1459924.0,6836580.0,31693454.0,17547354.0,5988893.0,11558461.0,14146099.0,3375886.0,3751906.0,12258931.0,13935582.0,2024/07/29
978,(주)녹원씨엔아이,065560 ,2019/12,88797759.0,60995546.0,27802213.0,63328984.0,7854177.0,-2438458.0,25468775.0,651543.0,24817232.0,3106761.0,5194323.0,-238043.0,-8650407.0,6836580.0,3106761.0,30113118.0,15996293.0,7660539.0,8335754.0,14116826.0,-8666729.0,3210215.0,11682337.0,12820741.0,2024/07/29
979,(주)녹원씨엔아이,065560 ,2020/12,100305839.0,77435613.0,22870225.0,60810223.0,8720892.0,-17421216.0,39495615.0,4236653.0,35258963.0,7275351.0,-175707.0,-22287986.0,26632282.0,3106761.0,7275351.0,16813117.0,6454226.0,7177414.0,-723187.0,10358891.0,-14982758.0,2275922.0,9772898.0,8524793.0,2024/07/29
980,(주)녹원씨엔아이,065560 ,2021/12,60209605.0,45356035.0,14853570.0,25837861.0,8720892.0,-51418836.0,34371743.0,3683570.0,30688173.0,3719827.0,201405.0,6202132.0,-9964843.0,7275351.0,3719827.0,15183790.0,5007984.0,10829833.0,-5821849.0,10175806.0,-33997620.0,1955586.0,9748690.0,5038245.0,2024/07/29
981,(주)녹원씨엔아이,065560 ,2022/12,60242411.0,47292233.0,12950178.0,45489956.0,13120642.0,-70321564.0,14752455.0,112857.0,14639598.0,3054027.0,7380655.0,-28613308.0,20672903.0,3719827.0,3054027.0,10945430.0,3495920.0,5396288.0,-1900368.0,7449510.0,-18902728.0,1699729.0,7801882.0,2588573.0,2024/07/29
982,(주)녹원씨엔아이,065560 ,2023/12,55142604.0,27165026.0,27977578.0,33992127.0,8248468.0,-81375842.0,21150478.0,42058.0,21108419.0,8774214.0,93683.0,1365614.0,4364997.0,3054027.0,8774214.0,13111350.0,5272978.0,3939808.0,1333170.0,7838372.0,-11054278.0,1063145.0,10290218.0,4823641.0,2024/07/29
1034,(주)뉴로스,126870 ,2014/12,76116507.0,23491970.0,52624537.0,38791682.0,2803003.0,14459528.0,37324824.0,2494509.0,34830316.0,4864901.0,-9734969.0,1842276.0,12281417.0,217263.0,4864435.0,31790311.0,14715964.0,15664231.0,-948267.0,17074347.0,-1226220.0,14644864.0,33269483.0,28827674.0,2022/10/26
1035,(주)뉴로스,126870 ,2015/12,77282345.0,24977166.0,52305179.0,50534105.0,3568520.0,15533446.0,26748240.0,9776245.0,16971995.0,1330822.0,3470163.0,-6554744.0,-449032.0,4864435.0,1330822.0,36390862.0,12341756.0,11163973.0,1177783.0,24049106.0,1076977.0,18130438.0,30890868.0,26466097.0,2022/10/26
1036,(주)뉴로스,126870 ,2016/12,94183417.0,34021610.0,60161807.0,53269279.0,7095993.0,17738688.0,40914138.0,4727248.0,36186890.0,5780132.0,6132533.0,-13662123.0,11719692.0,1330822.0,5780132.0,42756080.0,16379981.0,13887384.0,2492597.0,26376099.0,2193913.0,16217634.0,33561734.0,27077246.0,2022/10/26
1037,(주)뉴로스,126870 ,2017/12,114416809.0,35115539.0,79301270.0,56282800.0,8000470.0,12157631.0,58134009.0,15706952.0,42427057.0,7079267.0,-8231829.0,-13512726.0,23512443.0,5780132.0,7079267.0,42061542.0,13252327.0,11076603.0,2175724.0,28809215.0,-5593504.0,16584374.0,39838584.0,32816247.0,2022/10/26
1038,(주)뉴로스,126870 ,2018/12,137666643.0,54568808.0,83097835.0,59610379.0,9700796.0,4153270.0,78056264.0,2191918.0,75864346.0,869022.0,-4326408.0,-30256566.0,28372993.0,7079267.0,869022.0,44688477.0,14511562.0,14946744.0,-435182.0,30176916.0,-8005993.0,20352590.0,36067323.0,30799135.0,2022/10/26
1039,(주)뉴로스,126870 ,2019/12,149424050.0,48427541.0,100996510.0,61897244.0,11330724.0,-22361015.0,87526806.0,2054991.0,85471815.0,34101234.0,3557854.0,3683015.0,26035039.0,869022.0,34101234.0,50941288.0,12641122.0,17239203.0,-4598081.0,38300166.0,-26574908.0,17488056.0,40373697.0,38924270.0,2022/10/26
1040,(주)뉴로스,126870 ,2020/12,100187672.0,35854823.0,64332849.0,33472106.0,14918686.0,-71731086.0,66715566.0,2100212.0,64615354.0,13812733.0,362358.0,-16494160.0,-3754227.0,34101234.0,13812733.0,41533749.0,4878102.0,15491779.0,-10613677.0,36655648.0,-49382991.0,12030858.0,28932118.0,25409180.0,2022/10/26
1041,(주)뉴로스,126870 ,2021/12,85946298.0,32579775.0,53366523.0,48912444.0,17819693.0,-82797275.0,37033854.0,1340309.0,35693545.0,6590366.0,-1608435.0,-4529422.0,-1166026.0,13812733.0,6590366.0,51867410.0,14990008.0,13400218.0,1589790.0,36877402.0,-11010776.0,8601069.0,38510821.0,36269952.0,2022/10/26
1109,(주)다린,204690 ,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,2017/08/02
1110,(주)다린,204690 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,2017/08/02
1111,(주)다린,204690 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,2017/08/02
1184,(주)다이오진,271850 ,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,2023/04/12
1185,(주)다이오진,271850 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,2023/04/12
1186,(주)다이오진,271850 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,2023/04/12
1187,(주)다이오진,271850 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,2023/04/12
1188,(주)다이오진,271850 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,2023/04/12
1189,(주)다이오진,271850 ,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,2023/04/12
1190,(주)다이오진,271850 ,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,2023/04/12
1309,(주)대성합동지주,005620 ,2014/12,434923646.0,185801371.0,249122276.0,370970546.0,8995385.0,483934152.0,63953100.0,4356735.0,59596365.0,3624705.0,218689100.0,-207552225.0,-12500000.0,4987831.0,3624705.0,31026942.0,8217586.0,10354211.0,-2136625.0,22809356.0,-23659042.0,179174.0,4475767.0,6228975.0,2017/08/25
1310,(주)대성합동지주,005620 ,2015/12,393246472.0,329475563.0,63770908.0,348673638.0,8995385.0,461661104.0,44572834.0,6314169.0,38258665.0,779307.0,-3509399.0,10464001.0,-9800000.0,3624705.0,779307.0,31667929.0,7376340.0,5777117.0,1599223.0,24291589.0,-22270461.0,155407.0,4415517.0,5255149.0,2017/08/25
1311,(주)대성합동지주,005620 ,2016/12,403865784.0,392857672.0,11008112.0,353098997.0,8995385.0,463228841.0,50766787.0,18655472.0,32111315.0,1133005.0,760249.0,4000049.0,-4406600.0,779307.0,1133005.0,36451281.0,7736223.0,6311643.0,1424580.0,28715058.0,1595607.0,158065.0,4622093.0,6375159.0,2017/08/25
1362,(주)대원모방,311840 ,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,2020/02/27
1363,(주)대원모방,311840 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,2020/02/27
1364,(주)대원모방,311840 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,2020/02/27
1473,(주)더미동,161570 ,2014/12,38389310.0,1979594.0,36409716.0,33946939.0,4500000.0,15095940.0,4442371.0,145079.0,4297292.0,2209947.0,1752481.0,157796.0,-195147.0,494818.0,2209947.0,36757876.0,5912427.0,4874079.0,1038348.0,30845449.0,2123858.0,996245.0,3775555.0,4991352.0,2024/06/17
1474,(주)더미동,161570 ,2015/12,58353264.0,1694102.0,56659162.0,44666932.0,6400000.0,14984083.0,13686332.0,10010445.0,3675887.0,4569530.0,1156272.0,-19137707.0,20341018.0,2209947.0,4569530.0,40703286.0,4384426.0,4073472.0,310954.0,36318860.0,169614.0,1548479.0,3052541.0,3845770.0,2024/06/17
1475,(주)더미동,161570 ,2016/12,54563781.0,31976347.0,22587434.0,50603659.0,6895893.0,12589808.0,3960122.0,828.0,3959294.0,10563734.0,-2410385.0,10073587.0,-1668998.0,4569530.0,10563734.0,28872693.0,1036167.0,5898311.0,-4862144.0,27836526.0,-2465229.0,1067169.0,3414445.0,3552529.0,2024/06/17
1476,(주)더미동,161570 ,2017/12,53589919.0,32026723.0,21563196.0,51049259.0,6895893.0,12909305.0,2540660.0,0.0,2540660.0,14333399.0,3732127.0,37538.0,0.0,10563734.0,14333399.0,28132442.0,2539216.0,2436257.0,102959.0,25593226.0,319497.0,293151.0,3326125.0,3006774.0,2024/06/17
1477,(주)더미동,161570 ,2018/12,37485592.0,16862066.0,20623526.0,36061472.0,6895893.0,-1952378.0,1424120.0,0.0,1424120.0,11767910.0,387706.0,-2953195.0,0.0,14333399.0,11767910.0,19560828.0,836204.0,729702.0,106502.0,18724624.0,-14909221.0,455063.0,2546632.0,2616996.0,2024/06/17
1478,(주)더미동,161570 ,2019/12,35999074.0,21231768.0,14767306.0,34476199.0,6895893.0,-3537652.0,1522874.0,0.0,1522874.0,6712204.0,-17274.0,-4996133.0,-42300.0,11767910.0,6712204.0,24559154.0,1101954.0,1033966.0,67988.0,23457200.0,-1585273.0,835077.0,2984114.0,3125815.0,2024/06/17
1479,(주)더미동,161570 ,2020/12,22262469.0,8373136.0,13889333.0,20581731.0,6895893.0,-17432119.0,1680738.0,0.0,1680738.0,4496139.0,778937.0,-2952702.0,-42300.0,6712204.0,4496139.0,26280773.0,656980.0,2720893.0,-2063913.0,25623793.0,-13894468.0,908902.0,2207723.0,622478.0,2024/06/17
1480,(주)더미동,161570 ,2021/12,25479065.0,16265557.0,9213508.0,21246148.0,7791415.0,-19767702.0,4232917.0,0.0,4232917.0,3786451.0,-333016.0,-6832869.0,6454437.0,4496139.0,3786451.0,9859743.0,368147.0,1688112.0,-1319965.0,9491596.0,-2335582.0,392400.0,2430440.0,643574.0,2024/06/17
1481,(주)더미동,161570 ,2022/12,26716585.0,13696105.0,13020481.0,18619267.0,7791415.0,-22394583.0,8097319.0,0.0,8097319.0,2353420.0,1167920.0,-5516764.0,2936070.0,3786451.0,2353420.0,9117649.0,1533255.0,139540.0,1393715.0,7584394.0,-2626881.0,0.0,2784677.0,2000905.0,2024/06/17
1482,(주)더미동,161570 ,2023/12,24433693.0,11569163.0,12864530.0,22926243.0,10548177.0,-29357487.0,1507450.0,0.0,1507450.0,1743635.0,-575839.0,-923834.0,866796.0,2353420.0,1743635.0,6398882.0,268780.0,1646033.0,-1377253.0,6130102.0,-6962905.0,0.0,1726628.0,2013838.0,2024/06/17
1503,(주)더블유게임즈,192080 ,2014/12,50769748.0,1435975.0,49333773.0,41388326.0,86022.0,39982897.0,9381421.0,1263462.0,8117959.0,21602470.0,26899605.0,-15788875.0,0.0,9894724.0,21602470.0,71256798.0,71256798.0,41939269.0,29317530.0,0.0,27908422.0,0.0,8679254.0,8640169.0,2019/03/12
1506,(주)더블유게임즈,192080 ,2015/12,382513664.0,9574503.0,372939161.0,368222478.0,8544884.0,74144357.0,14291187.0,1724286.0,12566901.0,72791704.0,38751251.0,-267669272.0,278892825.0,21602470.0,72791704.0,122441546.0,122441546.0,90542503.0,31899043.0,0.0,34161459.0,0.0,14992828.0,14902275.0,2019/03/12
1507,(주)더블유게임즈,192080 ,2016/12,392720415.0,76920595.0,315799820.0,378172384.0,8592278.0,122984138.0,14548031.0,881470.0,13666561.0,9009368.0,54308060.0,-68292296.0,-49803193.0,72791704.0,9009368.0,155159525.0,155159525.0,109915584.0,45243941.0,0.0,48839781.0,0.0,16122547.0,17526647.0,2019/03/12
1510,(주)더블유게임즈,192080 ,2017/12,419734962.0,356386906.0,63348056.0,404617915.0,8797757.0,148058450.0,15117048.0,1328229.0,13788818.0,8131962.0,53032587.0,-44062158.0,-9104429.0,9009368.0,8131962.0,161222279.0,161222279.0,101736363.0,59485915.0,0.0,35364189.0,0.0,19289511.0,19164010.0,2019/03/12
1587,(주)데이드림엔터테인먼트,348840 ,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,2023/08/10
1588,(주)데이드림엔터테인먼트,348840 ,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,2023/08/10
1589,(주)데이드림엔터테인먼트,348840 ,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,2023/08/10
1590,(주)데이드림엔터테인먼트,348840 ,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,2023/08/10
1591,(주)데이드림엔터테인먼트,348840 ,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,2023/08/10
1592,(주)데이드림엔터테인먼트,348840 ,2022/12,,,,,,,,,,,,,,,,,,,,,,,,,2023/08/10
